fusion_method	threshold	metric	mean	sd	n	split_used
Residual gated+WBCE	0.93	F1	0.044003188039355795	0.03135577641159251	5	test
Residual gated+WBCE	0.94	F1	0.01933228057040027	0.033439300129801244	5	test
Residual gated+WBCE	0.95	F1	0.005438091320444262	0.00809898237690955	5	test
Residual gated+WBCE	0.96	F1	0.0	0.0	5	test
Residual gated+WBCE	0.97	F1	0.0	0.0	5	test
Residual gated+WBCE	0.98	F1	0.0	0.0	5	test
Residual gated+WBCE	0.99	F1	0.0	0.0	5	test
Residual gated+WBCE	1.0	F1	0.0	0.0	5	test
Concat	0.0	MCC	0.0	0.0	5	test
Concat	0.01	MCC	0.41680766191069907	0.04075418990335317	5	test
Concat	0.02	MCC	0.42953880995931987	0.0407272792867655	5	test
Concat	0.03	MCC	0.44138993070967647	0.04075188174198078	5	test
Concat	0.04	MCC	0.4507214581266372	0.03767293083801726	5	test
Concat	0.05	MCC	0.45260604150666756	0.03170813280379234	5	test
Concat	0.06	MCC	0.45972694715513684	0.031062928128959836	5	test
Concat	0.07	MCC	0.4623464410140442	0.028263475822832427	5	test
Concat	0.08	MCC	0.46757261975706665	0.029981549953925178	5	test
Concat	0.09	MCC	0.466810092756529	0.026355742937646653	5	test
Concat	0.1	MCC	0.46800320359114567	0.02438170905215483	5	test
Concat	0.11	MCC	0.47170303692806453	0.024708746505772542	5	test
Concat	0.12	MCC	0.47627822529259145	0.023961427181657037	5	test
Concat	0.13	MCC	0.47912114820085006	0.023064024462626283	5	test
Concat	0.14	MCC	0.477898431628748	0.023784345515440484	5	test
Concat	0.15	MCC	0.47998574552033285	0.02221931091262059	5	test
Concat	0.16	MCC	0.48121387307469243	0.021836282639738337	5	test
Concat	0.17	MCC	0.48247144896841565	0.021942586891964114	5	test
Concat	0.18	MCC	0.48491531670984395	0.021592958191080112	5	test
Concat	0.19	MCC	0.48683374902400117	0.022749542624595807	5	test
Concat	0.2	MCC	0.4857454584496204	0.021172253828198956	5	test
Concat	0.21	MCC	0.48705845360713396	0.023470441217306015	5	test
Concat	0.22	MCC	0.4870559436511783	0.02271011560630824	5	test
Concat	0.23	MCC	0.48570639854042363	0.021131580978071808	5	test
Concat	0.24	MCC	0.48704461760068113	0.021217310594529942	5	test
Concat	0.25	MCC	0.4873974485735794	0.02019357092041982	5	test
Concat	0.26	MCC	0.48855940147882765	0.01974103271546785	5	test
Concat	0.27	MCC	0.4904208813209533	0.0192430572725196	5	test
Concat	0.28	MCC	0.49241021307200566	0.01948849186955622	5	test
Concat	0.29	MCC	0.4927366641784127	0.018645318917064023	5	test
Concat	0.3	MCC	0.4930904556133502	0.019514402356687773	5	test
Concat	0.31	MCC	0.4949220884120499	0.018391625162422074	5	test
Concat	0.32	MCC	0.4956499696733257	0.017691520427303563	5	test
Concat	0.33	MCC	0.49559211806856246	0.017224037505011766	5	test
Concat	0.34	MCC	0.49726379946792154	0.01971195499990503	5	test
Concat	0.35	MCC	0.49899345704130765	0.020335419346361554	5	test
Concat	0.36	MCC	0.5012617261305392	0.019828750814791633	5	test
Concat	0.37	MCC	0.5011758764169467	0.020624762344185373	5	test
Concat	0.38	MCC	0.5003598233526942	0.02178176821389659	5	test
Concat	0.39	MCC	0.4997815095575103	0.019127176198171735	5	test
Concat	0.4	MCC	0.49981574452659616	0.015921927809522982	5	test
Concat	0.41	MCC	0.4992733521353963	0.014544513229800639	5	test
Concat	0.42	MCC	0.4998984505194032	0.014013884378268558	5	test
Concat	0.43	MCC	0.5004041713414441	0.012088273542304512	5	test
Concat	0.44	MCC	0.4994621125410018	0.010314268003374953	5	test
Concat	0.45	MCC	0.49937406586126754	0.009750548683073712	5	test
Concat	0.46	MCC	0.4995337571238153	0.012610575536912322	5	test
Concat	0.47	MCC	0.5002976136029113	0.009474280814081904	5	test
Concat	0.48	MCC	0.5019297161184519	0.007855644388275969	5	test
Concat	0.49	MCC	0.5034637265900581	0.008079358676811052	5	test
Concat	0.5	MCC	0.5023376683637852	0.0061398070437063005	5	test
Concat	0.51	MCC	0.5025865312451752	0.007233194461605497	5	test
Concat	0.52	MCC	0.5047529575428511	0.009723581897715229	5	test
Concat	0.53	MCC	0.5057238660563492	0.00864574950405548	5	test
Concat	0.54	MCC	0.5056515682345545	0.009934442159089046	5	test
Concat	0.55	MCC	0.505709240041594	0.00918991176139805	5	test
Concat	0.56	MCC	0.506347382317875	0.007167311104143305	5	test
Concat	0.57	MCC	0.5049920765417042	0.010468865663204529	5	test
Concat	0.58	MCC	0.5025753202739549	0.010155763018260114	5	test
Concat	0.59	MCC	0.5024393481016672	0.009402265829667083	5	test
Concat	0.6	MCC	0.4998837108011741	0.009836648772453924	5	test
Concat	0.61	MCC	0.49838446881503395	0.0121363013590447	5	test
Concat	0.62	MCC	0.49780598492753986	0.01180723868639668	5	test
Concat	0.63	MCC	0.49903651318642517	0.012656154052926182	5	test
Concat	0.64	MCC	0.4978936070074466	0.015067668319201663	5	test
Concat	0.65	MCC	0.49783776471127206	0.01355974828441839	5	test
Concat	0.66	MCC	0.49853720123453227	0.01406186395274312	5	test
Concat	0.67	MCC	0.4969503504438366	0.01175072954726358	5	test
Concat	0.68	MCC	0.4977929370545821	0.014519338908272368	5	test
Concat	0.69	MCC	0.4983688818574142	0.012556651253677146	5	test
Concat	0.7	MCC	0.4962013743286583	0.015264509426611485	5	test
Concat	0.71	MCC	0.4953973096462626	0.015297232874732569	5	test
Concat	0.72	MCC	0.4962162243854813	0.013235632576523963	5	test
Concat	0.73	MCC	0.5006842003464387	0.00950154658466326	5	test
Concat	0.74	MCC	0.49850696685086265	0.004376987669724226	5	test
Concat	0.75	MCC	0.4989916646524092	0.006640029392342792	5	test
Concat	0.76	MCC	0.492068773579961	0.006550864744457791	5	test
Concat	0.77	MCC	0.48883333780731447	0.007595609230314019	5	test
Concat	0.78	MCC	0.4874994623995034	0.008430636687879483	5	test
Concat	0.79	MCC	0.4805207031267429	0.010024739882341436	5	test
Concat	0.8	MCC	0.476004579591888	0.012188375834456458	5	test
Concat	0.81	MCC	0.47455055341202035	0.007413446603931348	5	test
Concat	0.82	MCC	0.4729598488853042	0.007271544543052267	5	test
Concat	0.83	MCC	0.46969492615178565	0.007846549230989111	5	test
Concat	0.84	MCC	0.4684861629410443	0.007819308431453493	5	test
Concat	0.85	MCC	0.46080161242289275	0.014130803581455555	5	test
Concat	0.86	MCC	0.4581019323946638	0.008048081917800558	5	test
Concat	0.87	MCC	0.45788670457399316	0.007944127667989288	5	test
Concat	0.88	MCC	0.4582256382196245	0.005225989023995987	5	test
Concat	0.89	MCC	0.45509481045603833	0.011899290005448237	5	test
Concat	0.9	MCC	0.4507651441431264	0.00831247771914307	5	test
Concat	0.91	MCC	0.4476343043530707	0.008342740808681682	5	test
Concat	0.92	MCC	0.43675709694319204	0.01655892243296488	5	test
Concat	0.93	MCC	0.4293888153836223	0.023569172981741267	5	test
Concat	0.94	MCC	0.4092057896731962	0.022975356255227106	5	test
Concat	0.95	MCC	0.38860721369933604	0.01564500928117599	5	test
Concat	0.96	MCC	0.3592279412144851	0.026722059124550362	5	test
Concat	0.97	MCC	0.32004459895131043	0.049553592717441086	5	test
Concat	0.98	MCC	0.25024092033711176	0.061121706224111005	5	test
Concat	0.99	MCC	0.17301618626017906	0.038946670786506696	5	test
Concat	1.0	MCC	0.0	0.0	5	test
Gated	0.0	MCC	0.0	0.0	5	test
Gated	0.01	MCC	0.3276704203678406	0.057055445405059135	5	test
Gated	0.02	MCC	0.35495515134187994	0.04922417555178782	5	test
Gated	0.03	MCC	0.3721152326109608	0.041883981027401915	5	test
Gated	0.04	MCC	0.3816326521593952	0.038151670210096064	5	test
Gated	0.05	MCC	0.3896881517892073	0.03520836638040945	5	test
Gated	0.06	MCC	0.3959800927004061	0.03280496424493108	5	test
Gated	0.07	MCC	0.40101107466285396	0.03072701221014419	5	test
Gated	0.08	MCC	0.4051771528254061	0.02632935944975667	5	test
Gated	0.09	MCC	0.40786994015947264	0.025663716841858336	5	test
Gated	0.1	MCC	0.4089866924515125	0.02411294858265135	5	test
Gated	0.11	MCC	0.4129963225567187	0.02199024867023331	5	test
Gated	0.12	MCC	0.41520575526332004	0.019423697625524	5	test
Gated	0.13	MCC	0.41774904400513596	0.019197789425688557	5	test
Gated	0.14	MCC	0.420991556021263	0.017881042136195482	5	test
Gated	0.15	MCC	0.42297566227589395	0.01735143669381798	5	test
Gated	0.16	MCC	0.4268548263271481	0.016603666177680294	5	test
Gated	0.17	MCC	0.43006785505316225	0.017294264961062174	5	test
Gated	0.18	MCC	0.43361666083883216	0.0179078349612084	5	test
Gated	0.19	MCC	0.43492971136706426	0.01690153352976951	5	test
Gated	0.2	MCC	0.43822816955936317	0.015705780764196264	5	test
Gated	0.21	MCC	0.440127213974636	0.015558810622920949	5	test
Gated	0.22	MCC	0.4408190588595916	0.015653521380579592	5	test
Gated	0.23	MCC	0.44256940933816724	0.015599769335339225	5	test
Gated	0.24	MCC	0.4461967728143675	0.0164437103957802	5	test
Gated	0.25	MCC	0.4509135128494579	0.016926117756427893	5	test
Gated	0.26	MCC	0.4525641793986261	0.015989690933160505	5	test
Gated	0.27	MCC	0.454240147000475	0.016375511514214087	5	test
Gated	0.28	MCC	0.4554641197852248	0.019579340755188294	5	test
Gated	0.29	MCC	0.4564785421492962	0.01922811345651583	5	test
Gated	0.3	MCC	0.4596630886324826	0.018569929580773168	5	test
Gated	0.31	MCC	0.4622148826640398	0.017998995957370662	5	test
Gated	0.32	MCC	0.46430496542183136	0.018249564297861502	5	test
Gated	0.33	MCC	0.4658290342401452	0.016603131053837032	5	test
Gated	0.34	MCC	0.46656257293432696	0.016955830964247697	5	test
Gated	0.35	MCC	0.4665036623269379	0.016208721528582496	5	test
Gated	0.36	MCC	0.4685129144365642	0.014701481523242282	5	test
Gated	0.37	MCC	0.4683738039429354	0.01316500335016106	5	test
Gated	0.38	MCC	0.469548625621124	0.012072091242778794	5	test
Gated	0.39	MCC	0.47182525686153803	0.009279908003123128	5	test
Gated	0.4	MCC	0.4727807863390063	0.010512576975546226	5	test
Gated	0.41	MCC	0.4741409812399467	0.009082416856039806	5	test
Gated	0.42	MCC	0.47664887445029536	0.008601169890761337	5	test
Gated	0.43	MCC	0.4748735944282524	0.0075213206464193145	5	test
Gated	0.44	MCC	0.47728784152315	0.007074841676033659	5	test
Gated	0.45	MCC	0.47890770749634	0.007858498054155984	5	test
Gated	0.46	MCC	0.480524942351989	0.006962408140298961	5	test
Gated	0.47	MCC	0.4819504831541592	0.008362909748990137	5	test
Gated	0.48	MCC	0.48575453091773424	0.00896075945384661	5	test
Gated	0.49	MCC	0.48814108653857247	0.00718994749188496	5	test
Gated	0.5	MCC	0.4904845254018563	0.008913805471467843	5	test
Gated	0.51	MCC	0.4926369720338172	0.009664370351338897	5	test
Gated	0.52	MCC	0.49545821047225996	0.009215553259492734	5	test
Gated	0.53	MCC	0.49658445043746396	0.009705153154743486	5	test
Gated	0.54	MCC	0.4995989264064642	0.008300550234350551	5	test
Gated	0.55	MCC	0.4986759585752517	0.012974242168651132	5	test
Gated	0.56	MCC	0.5013503175605882	0.012276556777972927	5	test
Gated	0.57	MCC	0.5031326301063661	0.011019322194384156	5	test
Gated	0.58	MCC	0.5047978324700552	0.012673391844202719	5	test
Gated	0.59	MCC	0.5069034404330908	0.013469519712286243	5	test
Gated	0.6	MCC	0.5088863466718477	0.014343450342298407	5	test
Gated	0.61	MCC	0.5118826648146835	0.013573576596762648	5	test
Gated	0.62	MCC	0.5119170830716598	0.00946563251053171	5	test
Gated	0.63	MCC	0.5150265892446009	0.009004279144790869	5	test
Gated	0.64	MCC	0.5157829662648552	0.009960859860047166	5	test
Gated	0.65	MCC	0.517661101825637	0.010167420543619876	5	test
Gated	0.66	MCC	0.5186795576392769	0.013537950030350965	5	test
Gated	0.67	MCC	0.5171018605288263	0.009632987008812134	5	test
Gated	0.68	MCC	0.5178748766148897	0.010745789461450798	5	test
Gated	0.69	MCC	0.5175837894414717	0.011145959237072409	5	test
Gated	0.7	MCC	0.516194781598681	0.012212090747582291	5	test
Gated	0.71	MCC	0.517054145538482	0.011789357311793038	5	test
Gated	0.72	MCC	0.5166131664756972	0.012101533588406876	5	test
Gated	0.73	MCC	0.5181767675173974	0.01532712048672579	5	test
Gated	0.74	MCC	0.5192613416491847	0.010833466327464613	5	test
Gated	0.75	MCC	0.5136902935894945	0.012805429984601194	5	test
Gated	0.76	MCC	0.5073081601522521	0.007067844026888768	5	test
Gated	0.77	MCC	0.5086643662917396	0.005723615924669127	5	test
Gated	0.78	MCC	0.5015358302667758	0.0063775911428790785	5	test
Gated	0.79	MCC	0.500513352871921	0.007014117742612948	5	test
Gated	0.8	MCC	0.49407290502223056	0.004518167858992467	5	test
Gated	0.81	MCC	0.49030496373585775	0.0062683068336740885	5	test
Gated	0.82	MCC	0.48258741834756924	0.010510546590419192	5	test
Gated	0.83	MCC	0.47886655465044825	0.018462081627387165	5	test
Gated	0.84	MCC	0.47174801578006315	0.02138029833715749	5	test
Gated	0.85	MCC	0.47316344250603193	0.022711756111064615	5	test
Gated	0.86	MCC	0.4648605366018349	0.018218253369611453	5	test
Gated	0.87	MCC	0.4610296551777903	0.014435562654861778	5	test
Gated	0.88	MCC	0.4595154056527878	0.015538589739138275	5	test
Gated	0.89	MCC	0.4460639998424554	0.02418743293909099	5	test
Gated	0.9	MCC	0.429081040747755	0.04096047853061194	5	test
Gated	0.91	MCC	0.4182247227893803	0.044658397134765174	5	test
Gated	0.92	MCC	0.4155115030791146	0.04626310353924243	5	test
Gated	0.93	MCC	0.39817554878308964	0.05782417076695692	5	test
Gated	0.94	MCC	0.372111713414169	0.0658792056892181	5	test
Gated	0.95	MCC	0.335590999226368	0.06067229705452095	5	test
Gated	0.96	MCC	0.29286434837765307	0.061467173842893866	5	test
Gated	0.97	MCC	0.21680404833985004	0.06451672419091167	5	test
Gated	0.98	MCC	0.12013731238978402	0.110264075611058	5	test
Gated	0.99	MCC	0.012884189994999592	0.028809924663841763	5	test
Gated	1.0	MCC	0.0	0.0	5	test
Gated+WBCE	0.0	MCC	0.0	0.0	5	test
Gated+WBCE	0.01	MCC	0.3665962354411607	0.036616632912937	5	test
Gated+WBCE	0.02	MCC	0.39176077541355864	0.02962994703239955	5	test
Gated+WBCE	0.03	MCC	0.4062864326570638	0.02318451558086669	5	test
Gated+WBCE	0.04	MCC	0.41723124403214606	0.022353082150194135	5	test
Gated+WBCE	0.05	MCC	0.42880447913943043	0.021528576374714885	5	test
Gated+WBCE	0.06	MCC	0.43490117794746064	0.01931043217984937	5	test
Gated+WBCE	0.07	MCC	0.43885598783453805	0.017850365958213765	5	test
Gated+WBCE	0.08	MCC	0.4436084855663676	0.019188286977066135	5	test
Gated+WBCE	0.09	MCC	0.4509973719443641	0.01999621465305626	5	test
Gated+WBCE	0.1	MCC	0.4541084425059475	0.018059396405798303	5	test
Gated+WBCE	0.11	MCC	0.46070068793409985	0.01804715823462945	5	test
Gated+WBCE	0.12	MCC	0.463075363133886	0.016521199451624384	5	test
Gated+WBCE	0.13	MCC	0.46734536241251956	0.019265975781322605	5	test
Gated+WBCE	0.14	MCC	0.47112184611844093	0.01678478342142518	5	test
Gated+WBCE	0.15	MCC	0.47382083840325817	0.018640844649134573	5	test
Gated+WBCE	0.16	MCC	0.4756718693685508	0.017247642816308747	5	test
Gated+WBCE	0.17	MCC	0.4797472462205537	0.013377598082773438	5	test
Gated+WBCE	0.18	MCC	0.4837183261521524	0.01288110143266425	5	test
Gated+WBCE	0.19	MCC	0.48639143407860363	0.01384908495904872	5	test
Gated+WBCE	0.2	MCC	0.48946267533887494	0.01425942342912358	5	test
Gated+WBCE	0.21	MCC	0.49313840128769293	0.015333510717522479	5	test
Gated+WBCE	0.22	MCC	0.49738088980732476	0.013748113733551158	5	test
Gated+WBCE	0.23	MCC	0.49932358280461464	0.012460213904644786	5	test
Gated+WBCE	0.24	MCC	0.498280843223172	0.011837261559092543	5	test
Gated+WBCE	0.25	MCC	0.5018620647528449	0.01213205665492462	5	test
Gated+WBCE	0.26	MCC	0.5006163748560681	0.011632292737297583	5	test
Gated+WBCE	0.27	MCC	0.503011166773027	0.014779193879626357	5	test
Gated+WBCE	0.28	MCC	0.5038680157678848	0.012756849693711925	5	test
Gated+WBCE	0.29	MCC	0.5063935236133339	0.01121822761090868	5	test
Gated+WBCE	0.3	MCC	0.5099409611133027	0.012787757045852218	5	test
Gated+WBCE	0.31	MCC	0.5121460433309935	0.01464625022815645	5	test
Gated+WBCE	0.32	MCC	0.5142798153816208	0.016283871844734572	5	test
Gated+WBCE	0.33	MCC	0.5157091175247658	0.01613995918543789	5	test
Gated+WBCE	0.34	MCC	0.5150345047927957	0.014686409032749632	5	test
Gated+WBCE	0.35	MCC	0.5148095571387167	0.0142230307181102	5	test
Gated+WBCE	0.36	MCC	0.5137104110565804	0.00820315145924443	5	test
Gated+WBCE	0.37	MCC	0.5137029946937475	0.008789579057313927	5	test
Gated+WBCE	0.38	MCC	0.5147248863860936	0.009820157193138834	5	test
Gated+WBCE	0.39	MCC	0.5127153277696566	0.01193032003607098	5	test
Gated+WBCE	0.4	MCC	0.5093734714695006	0.013985122152882971	5	test
Gated+WBCE	0.41	MCC	0.5114939147357118	0.01360824574776996	5	test
Gated+WBCE	0.42	MCC	0.5142644879303049	0.01303362562548809	5	test
Gated+WBCE	0.43	MCC	0.5134587169956123	0.014068491646307198	5	test
Gated+WBCE	0.44	MCC	0.5150422359878231	0.014096216772822294	5	test
Gated+WBCE	0.45	MCC	0.5138683032954091	0.01518037474259034	5	test
Gated+WBCE	0.46	MCC	0.5100448539724807	0.0201059621522682	5	test
Gated+WBCE	0.47	MCC	0.5084908138085271	0.016853889095686487	5	test
Gated+WBCE	0.48	MCC	0.5083597263666612	0.01437255531391452	5	test
Gated+WBCE	0.49	MCC	0.5048780387108784	0.012603262592511627	5	test
Gated+WBCE	0.5	MCC	0.5051691321148563	0.01509862942894439	5	test
Gated+WBCE	0.51	MCC	0.5052741649881821	0.016698081220949183	5	test
Gated+WBCE	0.52	MCC	0.5067106782230348	0.014875106882915448	5	test
Gated+WBCE	0.53	MCC	0.5100607263390922	0.016172188903702072	5	test
Gated+WBCE	0.54	MCC	0.5062827693074521	0.016197465856630264	5	test
Gated+WBCE	0.55	MCC	0.5047238513523931	0.014211904055001277	5	test
Gated+WBCE	0.56	MCC	0.5020216834063427	0.013713578825126778	5	test
Gated+WBCE	0.57	MCC	0.5040677947999386	0.011338602627773897	5	test
Gated+WBCE	0.58	MCC	0.5037110510725218	0.01258551643046479	5	test
Gated+WBCE	0.59	MCC	0.49949419502514064	0.011207217065477044	5	test
Gated+WBCE	0.6	MCC	0.49692827660772726	0.01598109570156114	5	test
Gated+WBCE	0.61	MCC	0.489677531078374	0.008421631982248238	5	test
Gated+WBCE	0.62	MCC	0.4851358959100214	0.008178201605425406	5	test
Gated+WBCE	0.63	MCC	0.47725583417815026	0.011105557246590394	5	test
Gated+WBCE	0.64	MCC	0.4743288105175922	0.016174773281567394	5	test
Gated+WBCE	0.65	MCC	0.4661711697295205	0.017251728776944836	5	test
Gated+WBCE	0.66	MCC	0.4627726185845201	0.015066659626922533	5	test
Gated+WBCE	0.67	MCC	0.463738902797935	0.013710078602973744	5	test
Gated+WBCE	0.68	MCC	0.46555269979882735	0.0174182492732913	5	test
Gated+WBCE	0.69	MCC	0.46367244353854903	0.008637381957349359	5	test
Gated+WBCE	0.7	MCC	0.45857713606878275	0.009529046818916892	5	test
Gated+WBCE	0.71	MCC	0.46088181534857664	0.0027870861019603332	5	test
Gated+WBCE	0.72	MCC	0.45164629009455604	0.012631779116493979	5	test
Gated+WBCE	0.73	MCC	0.4483940208273639	0.015244063768482509	5	test
Gated+WBCE	0.74	MCC	0.4404388211441311	0.01546117910466462	5	test
Gated+WBCE	0.75	MCC	0.4437722568958019	0.019167039098731332	5	test
Gated+WBCE	0.76	MCC	0.44423730955440777	0.02807376843723727	5	test
Gated+WBCE	0.77	MCC	0.4463234828952773	0.03674141239094632	5	test
Gated+WBCE	0.78	MCC	0.4441849206306695	0.04325861145652491	5	test
Gated+WBCE	0.79	MCC	0.4405851030642899	0.05153019333770642	5	test
Gated+WBCE	0.8	MCC	0.4375079610372671	0.06243327469833829	5	test
Gated+WBCE	0.81	MCC	0.42206409025003805	0.06963471248613788	5	test
Gated+WBCE	0.82	MCC	0.40669346295956704	0.0812173075295493	5	test
Gated+WBCE	0.83	MCC	0.3957710253754704	0.0935682769843065	5	test
Gated+WBCE	0.84	MCC	0.3725325270456035	0.08852971218388962	5	test
Gated+WBCE	0.85	MCC	0.33858127500572255	0.08970032201579314	5	test
Gated+WBCE	0.86	MCC	0.31403396476085177	0.08884666713934014	5	test
Gated+WBCE	0.87	MCC	0.2714109300290129	0.08833132538645394	5	test
Gated+WBCE	0.88	MCC	0.2276898758091263	0.0809455762338535	5	test
Gated+WBCE	0.89	MCC	0.1854935530324114	0.08825558832402197	5	test
Gated+WBCE	0.9	MCC	0.15102125805448366	0.10458856000591185	5	test
Gated+WBCE	0.91	MCC	0.0996786163354537	0.09657005562547416	5	test
Gated+WBCE	0.92	MCC	0.07386907991509793	0.08191757038747181	5	test
Gated+WBCE	0.93	MCC	0.033911695612569785	0.052208121839040236	5	test
Gated+WBCE	0.94	MCC	0.0	0.0	5	test
Gated+WBCE	0.95	MCC	0.0	0.0	5	test
Gated+WBCE	0.96	MCC	0.0	0.0	5	test
Gated+WBCE	0.97	MCC	0.0	0.0	5	test
Gated+WBCE	0.98	MCC	0.0	0.0	5	test
Gated+WBCE	0.99	MCC	0.0	0.0	5	test
Gated+WBCE	1.0	MCC	0.0	0.0	5	test
Residual gated	0.0	MCC	0.0	0.0	5	test
Residual gated	0.01	MCC	0.4037577669588911	0.0716204862295626	5	test
Residual gated	0.02	MCC	0.4209116712055906	0.0650171361638068	5	test
Residual gated	0.03	MCC	0.42884052734858813	0.056053789801464596	5	test
Residual gated	0.04	MCC	0.43487485042173146	0.0500732221206787	5	test
Residual gated	0.05	MCC	0.4389145984259491	0.04771764044763194	5	test
Residual gated	0.06	MCC	0.4431334149778521	0.04519510954505134	5	test
Residual gated	0.07	MCC	0.44610561305048896	0.043652409734715465	5	test
Residual gated	0.08	MCC	0.446894578557311	0.039352088325157214	5	test
Residual gated	0.09	MCC	0.45143833652351867	0.036747128796661144	5	test
Residual gated	0.1	MCC	0.45629547087449823	0.035885354190833156	5	test
Residual gated	0.11	MCC	0.4594449937406182	0.03563752122900277	5	test
Residual gated	0.12	MCC	0.4626829282819157	0.03296659025989819	5	test
Residual gated	0.13	MCC	0.4626210179346849	0.03368115551879224	5	test
Residual gated	0.14	MCC	0.46562794394859636	0.03265609648998498	5	test
Residual gated	0.15	MCC	0.4671298123431832	0.030192905563627477	5	test
Residual gated	0.16	MCC	0.4700364654913914	0.029340542239668886	5	test
Residual gated	0.17	MCC	0.47155883793235304	0.026360462150941833	5	test
Residual gated	0.18	MCC	0.47318142176722217	0.023137208639374098	5	test
Residual gated	0.19	MCC	0.4731991609694878	0.02338860869383806	5	test
Residual gated	0.2	MCC	0.4732174097682519	0.022760084557483767	5	test
Residual gated	0.21	MCC	0.4742682943281725	0.02398992214129268	5	test
Residual gated	0.22	MCC	0.47265062992444207	0.026199600963275785	5	test
Residual gated	0.23	MCC	0.47267227865835953	0.025019123087411953	5	test
Residual gated	0.24	MCC	0.47292368709545124	0.022391567352963732	5	test
Residual gated	0.25	MCC	0.4732984984521026	0.021607835133525953	5	test
Residual gated	0.26	MCC	0.47614791464720907	0.021017267015159134	5	test
Residual gated	0.27	MCC	0.4746028602261528	0.02116515465766132	5	test
Residual gated	0.28	MCC	0.4763895542242828	0.020654472718860836	5	test
Residual gated	0.29	MCC	0.4778808888927507	0.0217695062628117	5	test
Residual gated	0.3	MCC	0.47918701622969034	0.02131594740162676	5	test
Residual gated	0.31	MCC	0.4795644017488856	0.01927747080679977	5	test
Residual gated	0.32	MCC	0.48150004290179726	0.018439555651878634	5	test
Residual gated	0.33	MCC	0.48218863272336765	0.015058332058016053	5	test
Residual gated	0.34	MCC	0.48266076065858315	0.016253871764953205	5	test
Residual gated	0.35	MCC	0.4848156613943586	0.014864175059796115	5	test
Residual gated	0.36	MCC	0.4851490639145152	0.013128826486328567	5	test
Residual gated	0.37	MCC	0.48754094333673487	0.012411102816416261	5	test
Residual gated	0.38	MCC	0.4862639418738156	0.011936216890449195	5	test
Residual gated	0.39	MCC	0.4865739074407277	0.010745238877151128	5	test
Residual gated	0.4	MCC	0.4891480066066637	0.008726610976723009	5	test
Residual gated	0.41	MCC	0.4890574267289189	0.007264051340575698	5	test
Residual gated	0.42	MCC	0.4893415815588632	0.009204383917054578	5	test
Residual gated	0.43	MCC	0.4897936209250435	0.011546879194217223	5	test
Residual gated	0.44	MCC	0.4897581051845973	0.011887698914776713	5	test
Residual gated	0.45	MCC	0.4919259491956831	0.012865562555346448	5	test
Residual gated	0.46	MCC	0.4925744500472927	0.011473733381511753	5	test
Residual gated	0.47	MCC	0.4923658708069242	0.010467998355561847	5	test
Residual gated	0.48	MCC	0.4946255034678619	0.010259173757554049	5	test
Residual gated	0.49	MCC	0.49661633977246417	0.010539921142726377	5	test
Residual gated	0.5	MCC	0.495559132244177	0.01207517689789376	5	test
Residual gated	0.51	MCC	0.49441395734214	0.012595107472497518	5	test
Residual gated	0.52	MCC	0.49270700125780165	0.017334161204140643	5	test
Residual gated	0.53	MCC	0.4928263452009559	0.017597762720192797	5	test
Residual gated	0.54	MCC	0.4944410689247453	0.01666337500942484	5	test
Residual gated	0.55	MCC	0.4953267120426864	0.01754626256260403	5	test
Residual gated	0.56	MCC	0.4962829686951099	0.016895791378808457	5	test
Residual gated	0.57	MCC	0.49640291054387103	0.017958054441750193	5	test
Residual gated	0.58	MCC	0.4971436706963937	0.02123717193724782	5	test
Residual gated	0.59	MCC	0.49753691729093824	0.021999423859758373	5	test
Residual gated	0.6	MCC	0.498090417372451	0.023374797909381472	5	test
Residual gated	0.61	MCC	0.4973268833694805	0.022265992685803093	5	test
Residual gated	0.62	MCC	0.49723130781738156	0.020576548220475076	5	test
Residual gated	0.63	MCC	0.49366275523543923	0.021320782312800043	5	test
Residual gated	0.64	MCC	0.4938802861938155	0.0223967517690983	5	test
Residual gated	0.65	MCC	0.4955936845528598	0.024542466429570708	5	test
Residual gated	0.66	MCC	0.4910976077419219	0.023249161535724705	5	test
Residual gated	0.67	MCC	0.4924112240918682	0.02399771907292497	5	test
Residual gated	0.68	MCC	0.4932042238348638	0.022126672869577577	5	test
Residual gated	0.69	MCC	0.4909374853673724	0.024637600198673993	5	test
Residual gated	0.7	MCC	0.48705460621851715	0.02544059407023561	5	test
Residual gated	0.71	MCC	0.4808101268462453	0.021030044608273797	5	test
Residual gated	0.72	MCC	0.4787299004205627	0.01986529899246203	5	test
Residual gated	0.73	MCC	0.47844291605379513	0.01565942434359914	5	test
Residual gated	0.74	MCC	0.4753316777458645	0.00920079870508496	5	test
Residual gated	0.75	MCC	0.47540279036588434	0.009591517746030011	5	test
Residual gated	0.76	MCC	0.4758874188720653	0.008553537087182988	5	test
Residual gated	0.77	MCC	0.47373921851524325	0.007527932477917062	5	test
Residual gated	0.78	MCC	0.47060354718143615	0.006119789382450244	5	test
Residual gated	0.79	MCC	0.4692097012163285	0.011085576468719868	5	test
Residual gated	0.8	MCC	0.4678755164153919	0.013822890488948827	5	test
Residual gated	0.81	MCC	0.4651568255429572	0.013332372726360337	5	test
Residual gated	0.82	MCC	0.4665054674656677	0.012156554500085775	5	test
Residual gated	0.83	MCC	0.4659393702015904	0.010974336419134699	5	test
