Gene,GSM77298,GSM77299,GSM77300,GSM77301,GSM77302,GSM77303,GSM77304,GSM77305,GSM77306,GSM77307,GSM77308,GSM77309,GSM77310,GSM77311,GSM77312,GSM77313,GSM77314,GSM77315,GSM77316,GSM77317,GSM77318,GSM77319,GSM77320,GSM77321,GSM77322,GSM77323,GSM77324,GSM77325,GSM77326,GSM77327,GSM77328,GSM77329,GSM77330,GSM77331,GSM77332,GSM77333
S000005600,0.8694665134999999,0.44971096499999996,0.44892168050000003,0.259842526,0.206509542,0.3061002195,0.3488624025,0.36102402949999995,0.24999999250000002,2.0089688,1.7328768074999998,1.06395939,0.8605051785,0.4443181905,0.4001128675,0.271689516,0.338907458,0.2739795855,0.3564206135,0.312095046,1.230285704,2.4011327625,1.113733858,1.1658391655,0.7863247990000001,0.596449725,0.312782817,0.2048681565,0.23605370150000002,0.225840341,0.3249176815,0.1606921965,1.599999994,1.7431102395,1.239130318,0.8298754545
S000004239,35.21680069,11.35606861,18.47332573,23.06861687,25.68911362,24.91394424,32.93174362,38.73040771,76.51937103,44.65807343,39.95548248,39.78781891,39.82548904,13.93636417,14.67494297,22.71232986,20.347826,19.34897804,30.86349678,55.32937241,42.93257141,34.64778519,40.04935837,35.4240303,26.50427246,13.79881668,21.60972977,18.43306351,20.21384239,25.43487358,34.78814697,60.18170547,41.17472458,31.94980431,37.14964676,40.0943985
S000004901,0.6704502453333333,0.39171482850000006,0.45819145200000005,0.6160480030000001,0.7493453348333333,0.6735657280000001,0.6422896370000001,0.6043190825000001,0.859967762,0.6653587866666667,0.5218797643333334,0.5588832284999999,0.7439724913333333,0.4265151583333333,0.40142964566666667,0.6919710773333333,0.6399108456666666,0.514285706,0.6949780531666666,0.8234341331666667,0.6923809138333334,0.6076209693333333,0.7859441978333334,0.7209533433333334,0.5590150641666667,0.319132151,0.5657994021666667,0.43948614783333334,0.5029269983333333,0.5983893610000001,0.5784852133333332,0.9262463543333334,0.6364469033333334,0.6358267864999999,0.7952476841666667,0.7095435061666667
S000006373,1.926220179,2.434682131,3.800226927,2.735658169,2.549943924,2.7320261,2.650054216,3.435736656,8.245762825,2.548206329,2.278538942,2.723857641,1.9460392,2.131818295,2.699774265,2.799086809,2.8138237,2.857142687,2.823053598,5.402807713,3.138285637,2.313079357,2.495708227,2.646474838,2.073260069,2.284023762,2.766968489,2.889452457,2.379132271,2.816176653,3.474204302,7.22249651,2.564835072,2.31496048,2.798786402,2.937759399
S000001572,0.96935302,0.81734097,0.395005673,0.771653533,0.264870942,0.773420453,0.395449609,0.499477535,1.070217967,1.262331843,1.561643958,1.356345177,0.76349026,0.63863641,0.249435663,0.679223776,0.87402457,0.75,0.638018131,1.075593948,0.810285747,1.199794054,0.615879834,1.083416104,0.549450576,0.868639112,0.786199093,0.702839792,0.885330558,0.945378184,0.401756316,0.621755242,1.652747273,1.119094491,1.013144493,1.098547697
S000028421,1.331441641,1.61618495,1.330306411,1.491563678,1.245791316,1.30392158,1.435536265,1.113897562,0.625908017,0.73318392,0.998858452,1.277157307,1.129736066,1.075000048,1.445824027,0.446347028,1.940914273,1.50612247,1.246713877,1.025917888,0.671999991,1.166838288,1.092274666,0.995034754,1.208791256,1.648520708,1.519230843,2.075050831,1.666322351,1.273109198,1.432491779,0.91594553,0.657142878,1.332677126,1.193124294,1.224066257
S000003377,0.580022693,0.486705184,0.750283778,0.901012361,0.912458003,1.272331238,1.432285905,1.752351046,4.93946743,1.035874486,1.160958886,1.363451838,0.695752025,0.630681813,0.8555305,0.891552508,0.872909725,1.239795923,1.574317336,5.570194244,1.562285662,0.696189463,1.209227443,1.208540201,1.036630034,0.440236688,0.495475113,0.972616673,1.160123944,1.365546227,2.283205271,10.75772476,0.972527504,0.744094491,1.25985837,1.372406602
S000005642,1.947786689,1.441618443,1.839954734,1.59730041,1.965207815,2.069716692,2.185265303,2.505747318,10.15496349,2.690582991,2.539954424,2.82131958,2.270953178,1.267045498,2.047404051,1.808219194,2.33890748,2.011224508,2.15470171,4.454643726,5.345142841,2.670442581,2.334764004,3.035749912,2.144078255,1.48402369,2.5271492,1.597363114,2.125,1.896008492,2.85290885,6.278120518,2.621978045,2.090551138,2.382204294,2.266597271
S000004107,0.875141859,1.210404515,0.656072617,0.917885244,1.105499506,0.706971705,0.720476687,0.222570524,0.629539967,0.289237678,0.43264842,0.603045702,0.904707313,0.842045486,0.700902879,0.70091325,0.767001152,0.590816319,0.800808847,0.759179294,0.262857139,0.428424269,0.492489278,0.723932505,0.487179518,1.072189331,0.97285068,1.189655304,0.898760319,0.97163868,0.364434719,0.847960413,0.270329684,0.49311021,0.469160765,0.491701245
S000006365,1.015891075,0.808092475,1.785471082,1.385826707,1.337822676,1.190631866,1.245937109,1.799373031,3.993946791,1.515695095,1.651826501,1.953299403,1.140069008,0.797727287,1.374717832,1.868721485,1.086956501,1.436734676,1.35591507,1.962203026,1.642285705,1.763130665,1.925965667,1.481628656,0.818070829,1.121893525,1.971719503,1.265720129,1.544421434,1.414915919,1.268935204,3.330036879,2.137362719,1.51279521,1.61274004,1.511410713
S000003008,8.81611824,2.978034735,2.516458511,2.579302788,2.872053862,2.665577412,2.676056147,2.529780626,2.865617514,8.95515728,10.11073112,8.421319962,11.93800354,4.136363983,3.003386021,3.0787673,2.903009892,2.372448921,2.241658211,2.833693266,6.257143021,8.335736275,11.16952801,6.679244995,12.64713192,4.672189236,1.712669611,2.135902882,2.256198168,2.148109198,3.315038443,2.86773777,7.636264324,8.15255928,8.529827118,8.69294548
S000003545,7.906923771,8.706357956,6.830873966,10.26096725,11.98765469,9.610021591,8.906825066,8.579936981,7.223971367,7.599776268,5.997717381,7.680202961,8.391505241,10.06818199,5.171557426,6.06621027,6.88294363,8.652040482,9.246713638,10.79913616,5.830857277,7.926879406,8.461373329,7.980138779,7.578754902,8.816568375,9.919683456,8.36612606,8.881197929,8.954832077,8.394072533,12.15327549,8.927473068,7.522637844,6.009099483,7.417012215
S000000458,1.644721866,1.160693645,1.586833239,1.052868366,1.373737454,1.388888836,1.385698795,1.933124423,1.305084825,2.198430777,2.006849289,2.411167383,1.289322734,1.265909195,1.213318229,1.063926935,1.317725778,1.654081702,1.380181909,2.329373598,0.97714287,1.679711699,1.537553668,1.862959385,1.448107481,1.714792848,1.832579255,1.633874416,2.215909004,2.370798349,1.461031914,1.924598098,0.997802258,1.849409342,2.103134394,2.351659536
S000004757,5.760499477,4.833526134,5.565266609,5.81664753,5.617284298,5.316993713,5.565546989,4.671891689,5.315980911,6.56614399,5.947488785,5.273096561,4.177956581,4.773863792,4.601580143,5.652968407,5.778149128,4.483673096,4.696662903,4.908207417,6.713142872,6.101956844,6.300429344,4.235352516,4.945055008,6.013018131,5.375566006,4.23833704,4.273760319,4.214285851,6.046103477,5.248454571,6.149450302,5.382874012,5.574316978,5.370331764
S000006158,4.054483891,3.347976923,3.796821833,3.421822548,3.011223316,3.438997984,2.769230604,4.722048283,14.68402004,5.732062817,4.406392574,5.273096561,3.406429768,3.762500286,3.91196394,4.155251026,2.778149366,3.913265228,3.91911006,8.170625687,12.81142807,5.604531288,5.391631126,6.206554413,2.753357887,2.869822502,3.845022678,3.775862217,3.596074343,3.360294104,4.669593811,14.08652592,7.48241806,5.583661079,5.556117058,4.303941727
S000003066,0.627695799,0.391907513,0.415436983,0.448818922,0.552188575,0.661220074,0.578548193,0.497387677,0.663438261,0.810538173,0.670091331,0.614213169,0.709529281,0.510227323,0.611738145,0.567351639,0.316610932,0.783673465,0.612740099,0.764578879,0.957714319,0.730175078,0.694205999,0.711022854,0.71306473,0.492307693,0.440045267,0.631845891,0.496900797,0.675420225,0.585071385,0.614338696,1.120879173,0.68405509,0.760363936,0.607883751
S000004947,0.447219104,0.569942176,1.614074945,1.564679503,1.852974296,1.886710167,2.24052,3.197492123,12.61259174,2.150224447,1.837899566,2.395939112,1.167623401,0.801136374,1.530474067,1.914383531,1.448160529,2.06734705,2.541961432,8.603672028,1.801142931,1.708547831,2.295064211,1.664349675,1.043956041,0.636686385,1.717194676,1.395537615,1.429751992,2.340336323,1.700329304,10.06674862,2.067033052,1.699803114,2.627906799,2.130705118
S000002616,4.053348541,4.364161968,5.397275925,4.796400547,4.086420059,4.321351051,4.677139759,4.368861198,4.184019566,3.179372311,4.033104897,3.81624341,5.114810944,4.654545784,5.777652264,4.971461296,2.596432447,4.38265276,4.415571213,4.840172768,2.532571554,3.031925678,3.211373329,3.634558201,5.345543385,5.00236702,5.984162807,3.998985767,4.356404781,4.080882549,2.607025385,3.888751507,2.992307663,2.854330778,3.6248734,3.67531085
S000001288,1.642451763,1.187283158,1.301929593,0.88188982,0.652076304,0.787581742,0.789815784,0.724137962,0.303874105,2.881165981,2.536529779,1.544162512,1.329506397,1.203409195,1.181715488,0.847031951,1.293199539,1.031632662,0.963599563,0.504319668,0.902857125,2.030895948,1.493562222,1.103277087,1.603174686,1.648520708,0.728506804,0.796146095,0.792355299,0.636554599,0.822173476,0.169344857,1.802197814,1.589566946,1.383215308,1.135892034
S000004185,2.324631214,1.137572289,0.970488071,1.269966245,1.14029181,1.302832246,1.294691205,1.963427305,2.895883799,2.697309732,3.300228357,2.274111748,2.483352661,1.155681849,1.383747101,1.566210032,1.88628757,1.370408177,1.351870537,2.593952417,3.208000183,2.807415009,2.261802673,2.457795382,2.455433607,1.370414257,1.69230783,1.09939158,1.590909004,1.424369812,0.559824407,3.467243433,2.63846159,2.795275688,2.730030298,2.331950188
S000005386,5.863790989,8.879768372,11.33825207,9.804274559,9.964085579,9.344226837,10.37703037,8.217346191,3.184019566,5.776906013,5.543379307,4.641624451,5.574053288,8.97045517,8.63882637,11.10844707,13.22519588,8.3020401,7.358947754,5.970842361,5.741714001,5.64778614,5.609441757,4.967229843,4.969475269,12.52307606,10.7432127,6.843813419,8.998966217,8.491597176,10.17453384,4.66625452,5.134066105,4.304133892,4.262891769,4.066390038
S000005499,5.7298522,7.003468037,8.166855812,7.72440958,6.606060505,6.721132755,6.323943615,7.636363506,18.41404343,8.821749687,10.0,9.705583572,8.501722336,6.842045307,7.858916283,5.920091152,7.001114845,7.130611897,6.805863857,11.21922302,7.012570858,7.906281948,8.200643539,6.543198109,6.720391273,5.671006203,8.211539268,6.796145916,5.606404781,7.054621696,5.780460835,14.43510532,11.10769272,8.56003952,9.906975746,9.282156944
S000005787,5.368898869,10.92138672,11.25085163,9.500562668,8.318743706,8.442265511,8.0,7.507837296,5.032688141,7.967489243,6.843607426,7.252791882,7.617681503,12.34545517,11.72686195,9.73744297,8.248606682,9.110203743,7.78564167,6.319654465,7.141714573,6.232749939,5.995707989,5.313803196,8.067154884,12.46035576,12.08370972,10.05172443,9.322314262,9.357143402,9.362239838,4.346106052,7.896703243,7.008858204,6.830131054,6.498962402
S000001518,17.0340519,18.92716599,12.96140766,13.26096821,10.71492767,13.32461834,10.41061687,7.590386868,2.179176807,7.844171047,9.748858452,7.96142149,15.17566204,17.64772797,7.662528515,13.80593681,17.15942001,9.511223793,9.003033638,5.208423138,9.17485714,9.147271156,5.5482831,8.019861221,10.03785133,16.55739594,12.69570255,8.982759476,10.52995872,10.89705944,7.549945354,2.990111113,12.95714283,8.892716408,6.828108788,8.385891914
S000005868,0.6727744804285714,0.2351775372857143,0.5493757234285714,0.5484493205714286,0.5966009551428572,0.6798942024285715,0.956353444,1.2466040302857144,7.241439248857143,1.3520180455714286,0.807892993,0.9986946594285714,0.9261932330000001,0.2737013112857143,0.46291515928571425,0.6404109802857142,0.7228858312857144,0.5481049475714286,0.9492993718571429,2.748071627571428,3.8932242514285713,0.9067235525714284,1.179950996285714,1.1408710789999998,0.6694575197142857,0.29349113471428573,0.6496444861428571,0.47073312785714283,0.6481699941428571,0.6682173377142856,1.0183472324285714,4.148684248571429,1.6665620382857143,0.8388639141428571,1.2207134952857144,1.0265263045714286
S000004078,2.965947628,2.947976828,2.496027231,3.638920307,4.207632065,3.531590462,3.270855665,3.678160906,2.870460272,2.538116693,3.4691782,3.325888395,3.31343317,2.126136541,2.871331692,2.739726067,3.608695745,3.065305948,2.983821869,3.1641469,1.550857067,3.968073845,3.343347788,3.754717112,2.706959724,1.437869787,2.755656242,2.733265877,3.21797514,3.13760519,3.004390955,3.792335987,2.168132067,3.369094372,3.239635706,3.047717571
S000000208,1.244040847,0.910982668,1.035187244,1.075365543,0.668911338,1.070806146,0.984832048,1.329153657,2.992736101,1.469731092,1.769406438,1.482233524,1.208955288,0.834090948,0.871331751,1.055936098,1.096989989,0.935714245,1.113245606,1.980561495,1.529142857,1.250257492,1.561158776,1.739821315,1.413919449,0.955029547,1.018099546,0.761663318,0.851239681,0.860294163,1.003293157,2.744128466,1.324175835,1.266732216,1.353892684,1.420124292
S000003123,1.094211102,0.723699391,0.790011346,0.746906698,0.793490469,0.69389981,0.887323916,0.985370994,0.714285731,1.160313964,1.496575475,0.98984772,1.063145876,0.771590948,0.85214448,0.802511454,0.562987745,0.733673453,0.833164811,0.855291545,0.809142888,1.094747663,1.061158776,0.783515394,1.286935329,0.766863942,0.895927608,0.849898636,0.65289253,0.640756309,0.996706963,1.210135937,0.90439564,0.951771617,0.988877654,0.910788357
S000002773,0.508513033,0.947976828,1.163450599,0.802024782,0.796857476,1.261437893,1.191765904,1.058516264,7.86198616,1.007847548,0.993150711,0.932994902,0.640642941,1.131818175,1.159142137,0.747716904,0.60535115,1.407142758,1.336703658,3.130669355,2.395428658,1.173017502,1.142703891,1.349553108,0.385836393,0.680473387,1.157239914,1.342799187,1.282024741,1.511554599,0.957189918,5.731767654,1.463736296,1.209645629,1.280080795,1.20435679
S000003306,1.199772954,1.265895963,1.116912603,0.996625423,1.286195278,1.159041405,1.152762651,1.306165099,1.812348723,1.561659336,1.66438365,1.249746203,0.967853129,1.376136422,1.441309214,0.996575415,1.454849482,1.290816307,1.320525765,1.262418985,1.111999989,1.178166866,1.027897,0.945382297,1.516483545,1.732544303,0.933257937,1.216024399,1.346074343,1.517857194,1.531284332,1.57107532,0.970329702,1.104330659,1.143579245,1.074688673
S000001624,37.39387131,42.09479523,42.13280106,32.22272491,29.46576881,24.93354988,18.81365013,21.98223686,8.43099308,37.39237595,44.6289978,33.69441605,42.9403038,45.43523026,38.37358856,31.87214661,29.52173996,22.5877552,16.87967682,16.27861786,44.29142761,29.77136993,32.759655,26.26613808,63.3406601,52.56804657,42.85746765,25.56389618,25.41322327,24.18487358,17.22502708,12.13596916,33.84175873,26.93897629,33.51769257,36.72821426
S000004873,3.107831955,2.662427664,3.978433609,3.733408213,3.19865346,3.177560091,3.055254459,3.663532019,12.77602959,6.904709339,5.175798893,6.65482235,3.246842861,2.970454454,3.702031612,3.180365324,3.909699202,4.12857151,3.24772501,6.723541737,6.645714283,5.313079357,5.646995544,4.234359741,4.577533722,3.569230795,3.752262592,5.09939146,4.111570358,4.428571701,3.98682785,10.27441216,7.849450588,5.920275688,6.600606441,5.294605255
S000002266,1.119182706,1.233525991,1.26787734,1.109111309,1.344556808,1.154684067,0.957746446,1.41065836,2.073849916,1.183856487,1.202054858,1.274111629,1.001148105,1.006818175,0.910835147,1.134703279,1.100334406,1.42040813,1.245702624,1.593952537,0.931428552,1.354273915,1.357296109,1.65640521,0.969475031,0.879289985,1.082579136,1.22008121,1.100206614,1.203781486,1.461031914,2.111248493,1.173626423,1.193897605,1.235591412,1.291493654
S000002862,16.19636726,9.326011658,8.059023857,9.167604446,8.41301918,8.18954277,10.49945736,10.70114899,25.65617371,17.19730949,15.03881359,13.61319828,13.76004696,9.806818008,8.955982208,11.095891,10.92530632,8.202040672,8.600605965,15.84557247,18.76342964,11.1616888,14.18454933,13.14895725,20.540905,12.00591755,10.87895966,8.482759476,9.55475235,9.12184906,10.98902321,20.76514053,13.81978035,9.197834969,12.02426624,13.36203194
S000005126,0.186152101,0.231213868,0.395005673,0.392575949,0.445566803,0.396514177,0.671722591,0.969696999,5.720339298,0.728699565,0.607305944,0.822335005,0.168771535,0.179545462,0.314898401,0.488584489,0.544035673,0.569387734,0.722952425,4.549675941,0.396571428,0.618949533,0.673819721,0.809334695,0.366300374,0.321893513,0.334841639,0.345841795,0.517561972,0.606092453,0.963776112,6.820765972,0.585714281,0.601377964,0.670374095,0.760373414
S000003360,0.387060136,0.232369944,0.473325789,0.350956142,0.446689129,0.470588237,0.645720422,1.104493141,7.869249344,1.316143632,0.98744297,1.152284265,0.425947189,0.227272734,0.457110614,0.632420123,0.613154948,0.678571403,0.694640994,3.543196678,0.976000011,0.765190542,1.156652451,0.970208526,0.511599541,0.294674546,0.259049773,0.446247488,0.475206614,0.638655484,1.060373187,5.597033024,0.89340663,0.740157425,1.086956501,0.938796639
S000005107,0.460839927,0.480924815,0.703745723,0.829021335,1.035914779,1.090413928,1.015167832,1.225705385,2.935835361,0.585201859,0.839041114,0.745177686,0.628013849,0.607954562,0.841986418,0.966894984,0.904124856,1.009183645,1.016177893,2.930885553,0.705142856,0.663233757,1.042918444,0.887785554,0.6813187,0.714792907,0.744343936,0.868154168,0.904958665,1.006302595,1.10098803,4.657601833,0.683516502,0.660433054,1.005055547,0.961618185
S000005856,2.822928429,3.817341089,2.973893404,2.805399418,2.38496089,2.582788706,2.578548193,2.278996944,1.05569005,2.021300554,2.198630333,1.545177579,2.443168879,3.271590948,2.679458141,2.659817457,2.945373535,2.174489737,2.491405249,1.366090655,2.549714327,2.07826972,1.949570775,1.962264299,3.184370995,4.592899323,3.2567873,2.249493122,2.341942072,2.149159908,2.293084621,0.829418957,2.002197742,1.633858204,1.680485249,1.550829768
S000004883,0.471055627,0.416184962,0.459704876,0.385826766,0.340067357,0.313725471,0.283856988,0.283176601,0.55447942,0.354260117,0.51826489,0.54213196,0.412169963,0.435227275,0.381489813,0.328767121,0.545150518,0.247959167,0.308392286,0.434125274,0.469714254,0.451081336,0.505364776,0.408142984,0.460317463,0.674556196,0.330316752,0.388438135,0.330578506,0.256302536,0.364434719,0.466007411,0.356043994,0.441929162,0.565217376,0.56327796
S000005862,9.811577797,4.360693455,5.750283718,5.040494919,3.970819235,5.173202515,5.708559036,7.165099621,19.79540062,10.90583038,10.86643887,9.115736008,7.662457466,4.371591091,4.459367752,5.551369667,7.211817265,4.90102005,6.872598171,11.30237579,14.2514286,6.044284344,7.998927116,8.601787567,10.25030518,6.268639088,5.686651707,5.171399593,5.324380398,5.738445282,7.356750965,16.42645264,8.770329475,6.875984192,8.753285408,7.440870762
S000003256,4.024971485,3.065896034,5.170260906,4.291338444,4.737373829,4.162309647,3.879739761,2.983281136,5.466101646,4.963005066,4.960045815,3.602030277,4.158439159,4.869318485,3.370203257,5.778539181,5.078037739,5.315306187,3.11425662,4.568034649,2.866285801,3.312049389,3.104077101,2.703078508,6.23443222,6.674556255,4.329185963,4.861054897,5.181818008,5.736344337,5.565312862,4.483312607,4.020879269,3.437992096,3.721941233,3.702281952
S000004558,0.390465409,0.147976875,0.507377982,0.643419623,0.794612885,0.905228734,1.159263253,1.832810879,9.236078262,1.077354312,1.256849289,1.1918782,0.514351368,0.205681831,0.608352125,0.81735158,0.890746951,0.706122398,1.337714791,6.210582733,1.82742846,0.973223448,1.16309011,1.700099349,0.406593412,0.175147936,0.615384638,0.64908725,0.81921488,0.97163868,1.15916574,9.610630035,0.892307699,0.824803174,1.257836103,1.223029017
S000004016,0.854710579,0.653179169,0.636776388,0.604049504,0.465768814,0.497821361,0.530877531,0.625914335,1.049636841,0.691704094,1.132420063,0.870050728,1.010333061,0.487500042,0.520316005,0.538812816,0.762541831,0.358163238,0.608695626,1.053995609,0.707428575,1.099897027,0.786480725,1.063555121,0.870573938,0.765680432,0.591628969,0.356997997,0.410123974,0.363445371,0.423710197,0.993819475,0.732967019,0.825787425,0.942365944,0.829875469
S000006004,1.15436995,0.9121387,1.005675316,0.659167588,0.552188575,0.676470578,0.638136506,0.990595639,1.345036387,1.156950712,1.291095853,0.934010148,1.0,0.679545462,0.968397319,0.863013685,0.928651094,0.682653069,0.920121312,1.280777574,1.28228569,1.215242028,1.105150223,1.145978212,1.407814503,0.986982286,0.923076928,0.707910836,0.503099144,0.654411793,0.866081297,1.077873826,1.313186884,1.050196767,0.864509583,1.018672109
S000002448,8.040863037,5.008092403,2.614074945,1.949381351,2.001122475,2.05991292,2.177681446,1.822361469,3.909200907,8.164798737,5.2191782,5.385786533,7.31343317,5.101136684,2.744920969,2.495433807,1.486064672,2.055101871,1.80485332,2.413606882,7.590857029,7.532440662,6.793991566,8.34458828,6.073260307,2.983432055,2.617646933,2.28397584,2.290289164,2.226890802,1.538968205,3.857849121,8.242856979,7.8405509,5.057633877,7.26970911
S000005207,3.334846735,3.48901701,4.552781105,4.190101147,3.575757742,3.639433622,3.408450603,3.458725214,4.078692436,5.149103165,4.574201107,3.534010172,3.671641827,3.789772749,3.697516918,4.007990837,3.328874111,3.277551174,3.121334553,3.33909297,5.84800005,5.402677059,4.502145767,4.192651749,4.496947289,4.377514839,4.455882549,3.384381533,3.513429642,3.168067455,3.845225096,3.316439629,5.580219746,4.934054852,4.736096859,4.321576595
S000002323,1.258796811,0.901734114,1.057888746,0.699662566,0.96408534,0.80610019,0.791982591,0.877742946,0.490314782,3.295964241,2.094748974,1.632487297,1.311136723,0.835227311,0.888261795,0.777397275,0.790412486,0.757142782,0.706774473,0.561555088,2.162285566,2.596292496,1.816523671,1.789473653,1.192918181,0.958579898,1.075791836,0.640973687,0.666322291,0.704831958,0.815587342,0.379480839,2.01208806,1.977362156,1.76137507,1.580912709
S000005462,1.4846766,1.710982561,2.405221224,2.18560195,1.463524103,2.002178669,1.956663013,1.984326005,1.894673109,2.210762501,2.221461296,2.477157354,1.680826664,1.976136327,2.374717712,2.450913191,2.906354666,2.619387865,2.40242672,1.859611154,2.014857054,2.190525055,2.127682447,1.609731913,1.257631302,2.662721872,2.639140368,2.158215046,2.265495777,2.195378304,2.243688345,1.117428899,2.097802162,2.211614132,2.461071491,1.81327796
S000003216,2.11464262,2.961849689,1.542565227,2.285714388,2.518518448,3.165577412,3.387865543,2.63113904,3.405568838,2.625560522,2.212328911,2.347208023,1.630310059,3.010227203,2.568848848,2.928082228,2.750278711,2.885714054,3.002022028,1.739740849,3.052571535,2.230690002,2.091201544,2.493545294,1.90476191,2.654438019,2.17533946,2.74543643,3.457644701,3.3350842,3.86388588,2.290482044,2.039560556,2.141732454,2.243680239,2.323651314
S000001655,0.524404109,0.526011527,0.734392703,1.040494919,0.450056106,1.18409586,1.122426748,2.564263344,10.34745789,1.267937303,1.175799131,1.504568458,0.679678559,0.438636363,0.52821666,1.486301422,1.591973305,1.553061128,1.320525765,6.214902878,1.54400003,0.974253297,0.891630888,1.068520308,0.666666687,1.005917192,1.208144903,0.938133895,1.484504104,1.498949647,1.184412837,8.222496986,1.758241773,1.129921317,1.582406402,1.827800632
S000002918,7.727581978,8.23930645,6.413167,6.070866585,5.891134262,5.563180923,5.249186993,5.438871384,5.199758053,8.283633232,7.245434284,6.475126743,6.6555686,6.868182182,7.110609531,6.533104897,5.626533031,6.34693861,5.299291611,5.53995657,6.380571365,7.799175739,6.528969765,7.017875195,7.312576771,6.231952667,6.930995941,6.007099628,5.055785179,5.780462265,5.396267891,6.10506773,7.427473068,6.20374012,7.202223778,7.115145206
S000001947,6.683314323,4.605780125,4.293983936,3.895388126,3.208754301,3.226579666,3.291440725,3.198537111,5.265133381,7.180493832,8.102739334,4.95126915,6.748565197,4.117045403,4.565462589,3.922374487,2.738015652,3.2183671,3.159757137,3.820734262,7.256000042,6.485066891,6.768239975,4.815292835,4.669108868,5.244970798,3.167420864,2.643002272,2.689049482,2.483193398,3.07903409,3.3794806,6.293406963,4.7312994,5.307381153,5.561202526
S000003739,0.765039742,0.673988402,0.48467651,0.650168717,0.786756456,0.932461858,1.050920844,0.991640568,0.824455202,0.844170451,0.708904088,0.727918744,0.940298557,0.551136374,0.487584651,0.44520548,0.806020081,0.809183717,0.965621769,1.27861774,0.643428564,1.031925797,0.376609415,0.626613677,0.854700863,0.48402369,0.93212676,0.635902703,0.94421488,0.966386557,0.930845261,1.106304049,1.026373625,0.805118144,0.505561173,0.678423226
S000006369,12.0805912,18.90982628,18.20204353,17.12035942,16.1627388,15.31699276,14.8634882,13.40020943,17.55569077,18.45739937,14.4075346,20.51471901,17.10218239,17.0625,18.29232407,17.20662117,12.64994335,15.17755127,13.0343771,12.32397366,12.5554285,16.76416016,18.48283195,16.76365471,15.73626423,12.6023674,17.07239723,14.78904724,14.43595028,15.55462265,16.98243713,14.51174259,18.49780273,16.42027664,18.2800808,17.33817291
S000000397,0.909194112,1.191907525,1.419977307,1.073115945,0.890011311,1.288671017,1.104008675,1.337513089,0.799031496,0.854260087,1.132420063,0.756345153,0.935706139,0.87045455,1.299097061,1.044520617,1.36566329,1.25,1.197168827,1.223542094,0.867428601,0.955715775,0.962446332,1.01588881,1.24542129,1.177514791,1.211538434,1.068965554,0.949380159,0.954831958,1.115257978,0.925834358,0.957142889,0.689960599,0.65925169,0.86099577
S000003388,0.812712789,0.884393036,1.102156639,1.106861711,1.169472575,0.935729861,0.878656507,0.629049122,1.783293009,1.291479826,1.447488666,0.877157331,1.059701562,1.050000072,1.016929984,1.228310466,0.73132664,1.058163166,0.717896819,0.467602581,1.231999993,1.1750772,1.119098783,1.06951344,1.326007366,1.234319568,1.00339365,0.746450305,0.98140496,0.889705896,0.971459985,0.740420282,1.338461637,1.048228383,0.931243598,1.134854674
S000004093,0.77298522,0.506358385,0.466515303,0.384701937,0.32659936,0.339869291,0.477789789,0.282131672,0.44309926,2.806053877,2.141552687,1.84162426,0.687715352,0.45113638,0.46839729,0.297945201,0.358974367,0.316326529,0.375126362,0.272138238,1.677714348,2.384140015,1.902360559,1.462760687,0.726495743,0.713609457,0.461538464,0.335699797,0.348140508,0.347689062,0.246981353,0.231149569,2.275824308,1.951771617,1.871587396,1.512448072
S000001541,4.230420113,4.751444817,5.450624466,4.919010162,4.671156406,3.894335508,3.330444098,3.703239202,3.629539967,4.286995888,6.196347237,5.078172684,4.073478699,5.072727203,4.91534996,3.989726067,5.930880547,4.194898129,2.957532644,2.782937527,5.218285561,4.392378807,4.902360439,4.368421078,5.704517841,7.881657124,5.751131058,5.268763065,5.415289402,5.175420284,3.788145065,3.152039289,4.645055294,4.491141796,5.304347515,5.216804504
S000001112,0.341657221,0.247398838,0.380249709,0.437570333,0.54320991,0.596949875,0.82123512,1.104493141,3.259080172,0.686098695,0.697488606,0.619289339,0.688863397,0.230681822,0.470654637,0.597031951,0.599777043,0.577551007,0.703741133,4.153347969,0.58742857,0.558187425,0.919527888,0.714002013,0.689865708,0.30887574,0.429864258,0.363083184,0.491735518,0.581932783,1.129528046,5.203955173,0.710988998,0.508858263,0.683518648,0.670124412
S000001710,3.868331432,4.440462589,5.138479233,3.095613241,3.219977617,2.371459723,2.490790606,3.037617683,3.05690074,3.15358758,4.002283096,2.948223114,3.797933578,4.618181705,3.934537172,2.793379068,3.780379057,2.331632614,2.568250656,2.536716938,3.629714251,3.414005995,3.370171785,2.613704205,4.727716923,5.875739574,3.881221771,2.742393494,2.896694183,3.027311087,3.604830027,2.542644978,3.470329523,3.344488144,3.538928032,3.474066019
S000004308,1.404086232,1.365317822,1.769580007,1.519685149,1.904601574,1.624183059,1.969664097,2.297805548,3.698547363,1.419282556,1.625570774,1.25076139,1.561423779,1.389772773,1.712189555,1.503424644,1.059085846,1.251020312,1.663296223,3.908207178,1.689142823,1.648815632,1.712446451,1.890764594,0.976800978,1.313609481,1.668552041,1.0851928,1.397727251,1.59663868,1.875960469,5.794807911,1.583516598,1.430118084,1.441860437,1.579875469
