protocol	species	model	feature_setting	model_feature_setting	graph_condition	string_threshold	seed	test_auprc	test_mcc	val_auprc	val_mcc	test_auroc	test_accuracy	metrics_path
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_700	700.0	1029	0.5916013113996401	0.5126717004592295	0.6627887229739519	0.5421389108725223	0.9175792785640172	0.9206017551190974	outputs/Figure4/threshold_sweep/string_thr_700/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1029/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_700	700.0	1030	0.5859507354018414	0.5213423103027708	0.6450255789452445	0.5319596152330123	0.9163253561181754	0.9218554116172168	outputs/Figure4/threshold_sweep/string_thr_700/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1030/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_700	700.0	1031	0.5950207790096882	0.5332383072479612	0.6446432555478979	0.5209926896697641	0.9224248381662908	0.9168407856247388	outputs/Figure4/threshold_sweep/string_thr_700/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1031/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_700	700.0	1032	0.5786045171318267	0.5109585212745406	0.6619194043391505	0.5438714652091771	0.9164828840636328	0.9130798161303804	outputs/Figure4/threshold_sweep/string_thr_700/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1032/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_700	700.0	1033	0.6096659559101245	0.5185024288141878	0.698338745825529	0.6117237674419944	0.916718125795516	0.9231090681153364	outputs/Figure4/threshold_sweep/string_thr_700/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1033/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_800	800.0	1029	0.5446705021448537	0.4530138858436934	0.6292572409127763	0.5631193366171453	0.9073462632270964	0.9084830756372754	outputs/Figure4/threshold_sweep/string_thr_800/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1029/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_800	800.0	1030	0.5028359391623732	0.4797481510481968	0.5840130651065536	0.5280663577278765	0.9124081612077982	0.8520685332218972	outputs/Figure4/threshold_sweep/string_thr_800/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1030/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_800	800.0	1031	0.4958266592427452	0.4593882415369628	0.5950373462374186	0.5281324109062522	0.9118452613493634	0.8449644797325533	outputs/Figure4/threshold_sweep/string_thr_800/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1031/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_800	800.0	1032	0.4231107283617143	0.4343090793182	0.5503502848738052	0.4968084642529383	0.8853364586877712	0.8345173422482239	outputs/Figure4/threshold_sweep/string_thr_800/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1032/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_800	800.0	1033	0.5136671302388645	0.4978591277704706	0.5829184768736554	0.5403299285767457	0.9105976400213398	0.8788132051817802	outputs/Figure4/threshold_sweep/string_thr_800/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1033/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_900	900.0	1029	0.5241721239717154	0.4836890720617463	0.6181422822882001	0.5469328179409553	0.9159493894216834	0.8633514417049728	outputs/Figure4/threshold_sweep/string_thr_900/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1029/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_900	900.0	1030	0.5217333018369344	0.4762823643985109	0.6025847994667217	0.5385569908626907	0.9149475116885736	0.8604262432093607	outputs/Figure4/threshold_sweep/string_thr_900/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1030/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_900	900.0	1031	0.5662053767393209	0.4773214295867866	0.621941319955305	0.5726904724306985	0.910937900383528	0.9118261596322608	outputs/Figure4/threshold_sweep/string_thr_900/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1031/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_900	900.0	1032	0.5190139493358877	0.4860543501026788	0.6231555625914478	0.5199642534144324	0.9124543694051324	0.878395319682407	outputs/Figure4/threshold_sweep/string_thr_900/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1032/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_900	900.0	1033	0.503742660773197	0.4905222723322816	0.6127386628076967	0.5369481730151553	0.9140233477418892	0.8671124111993314	outputs/Figure4/threshold_sweep/string_thr_900/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1033/metrics.tsv
