taxid	uniprot_id	species_name	domain	scientific_name	kingdom	phylum	class	order	family	genus	species
9103	UP000001645	Meleagris gallopavo	Eukaryota	Meleagris gallopavo	k__Eukaryota	p__Chordata	c__Aves	o__Galliformes	f__Phasianidae	g__Meleagris	s__Meleagris gallopavo
9258	UP000002279	Ornithorhynchus anatinus	Eukaryota	Ornithorhynchus anatinus	k__Eukaryota	p__Chordata	c__Mammalia	o__Monotremata	f__Ornithorhynchidae	g__Ornithorhynchus	s__Ornithorhynchus anatinus
9305	UP000007648	Sarcophilus harrisii	Eukaryota	Sarcophilus harrisii	k__Eukaryota	p__Chordata	c__Mammalia	o__Dasyuromorphia	f__Dasyuridae	g__Sarcophilus	s__Sarcophilus harrisii
9483	UP000008225	Callithrix jacchus	Eukaryota	Callithrix jacchus	k__Eukaryota	p__Chordata	c__Mammalia	o__Primates	f__Cebidae	g__Callithrix	s__Callithrix jacchus
9544	UP000006718	Macaca mulatta	Eukaryota	Macaca mulatta	k__Eukaryota	p__Chordata	c__Mammalia	o__Primates	f__Cercopithecidae	g__Macaca	s__Macaca mulatta
9595	UP000001519	Gorilla gorilla gorilla	Eukaryota	Gorilla gorilla gorilla	k__Eukaryota	p__Chordata	c__Mammalia	o__Primates	f__Hominidae	g__Gorilla	s__Gorilla gorilla
9598	UP000002277	Pan troglodytes	Eukaryota	Pan troglodytes	k__Eukaryota	p__Chordata	c__Mammalia	o__Primates	f__Hominidae	g__Pan	s__Pan troglodytes
9601	UP000001595	Pongo abelii	Eukaryota	Pongo abelii	k__Eukaryota	p__Chordata	c__Mammalia	o__Primates	f__Hominidae	g__Pongo	s__Pongo abelii
9606	UP000005640	Homo sapiens	Eukaryota	Homo sapiens	k__Eukaryota	p__Chordata	c__Mammalia	o__Primates	f__Hominidae	g__Homo	s__Homo sapiens
9615	UP000002254	Canis lupus familiaris	Eukaryota	Canis lupus familiaris	k__Eukaryota	p__Chordata	c__Mammalia	o__Carnivora	f__Canidae	g__Canis	s__Canis lupus
9646	UP000008912	Ailuropoda melanoleuca	Eukaryota	Ailuropoda melanoleuca	k__Eukaryota	p__Chordata	c__Mammalia	o__Carnivora	f__Ursidae	g__Ailuropoda	s__Ailuropoda melanoleuca
9785	UP000007646	Loxodonta africana	Eukaryota	Loxodonta africana	k__Eukaryota	p__Chordata	c__Mammalia	o__Proboscidea	f__Elephantidae	g__Loxodonta	s__Loxodonta africana
9796	UP000002281	Equus caballus	Eukaryota	Equus caballus	k__Eukaryota	p__Chordata	c__Mammalia	o__Perissodactyla	f__Equidae	g__Equus	s__Equus caballus
9823	UP000008227	Sus scrofa	Eukaryota	Sus scrofa	k__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Suidae	g__Sus	s__Sus scrofa
9913	UP000009136	Bos taurus	Eukaryota	Bos taurus	k__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Bovidae	g__Bos	s__Bos taurus
9986	UP000001811	Oryctolagus cuniculus	Eukaryota	Oryctolagus cuniculus	k__Eukaryota	p__Chordata	c__Mammalia	o__Lagomorpha	f__Leporidae	g__Oryctolagus	s__Oryctolagus cuniculus
99883	UP000007303	Tetraodon nigroviridis	Eukaryota	Tetraodon nigroviridis	k__Eukaryota	p__Chordata	c__Actinopteri	o__Tetraodontiformes	f__Tetraodontidae	g__Tetraodon	s__Tetraodon nigroviridis
185431	UP000008524	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Eukaryota	Trypanosoma brucei brucei TREU927	k__Eukaryota	p__Euglenozoa	c__Kinetoplastea	o__Trypanosomatida	f__Trypanosomatidae	g__Trypanosoma	s__Trypanosoma brucei
7918	UP000018468	Lepisosteus oculatus	Eukaryota	Lepisosteus oculatus	k__Eukaryota	p__Chordata	c__Actinopteri	o__Semionotiformes	f__Lepisosteidae	g__Lepisosteus	s__Lepisosteus oculatus
6412	UP000015101	Helobdella robusta	Eukaryota	Helobdella robusta	k__Eukaryota	p__Annelida	c__Clitellata	o__Rhynchobdellida	f__Glossiphoniidae	g__Helobdella	s__Helobdella robusta
4577	UP000007305	Zea mays	Eukaryota	Zea mays	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Poales	f__Poaceae	g__Zea	s__Zea mays
29088	UP000248481	Neomonachus schauinslandi	Eukaryota	Neomonachus schauinslandi	k__Eukaryota	p__Chordata	c__Mammalia	o__Carnivora	f__Phocidae	g__Neomonachus	s__Neomonachus schauinslandi
214687	UP000012960	Musa acuminata subsp. malaccensis	Eukaryota	Musa acuminata subsp. malaccensis	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Zingiberales	f__Musaceae	g__Musa	s__Musa acuminata
683840	UP000017200	Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064)	Eukaryota	Microbotryum lychnidis-dioicae p1A1 Lamole	k__Eukaryota	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryales	f__Microbotryaceae	g__Microbotryum	s__Microbotryum lychnidis-dioicae
930992	UP000054485	Suillus luteus UH-Slu-Lm8-n1	Eukaryota	Suillus luteus UH-Slu-Lm8-n1	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Suillaceae	g__Suillus	s__Suillus luteus
1220926	UP000014254	Mucor circinelloides f. circinelloides (strain 1006PhL)	Eukaryota	Mucor circinelloides 1006PhL	k__Eukaryota	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__Mucor circinelloides
98403	UP000076580	Drechmeria coniospora	Eukaryota	Drechmeria coniospora	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Drechmeria	s__Drechmeria coniospora
3656	UP000089565	Cucumis melo	Eukaryota	Cucumis melo	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Cucurbitales	f__Cucurbitaceae	g__Cucumis	s__Cucumis melo
1043005	UP000030641	Aureobasidium subglaciale (strain EXF-2481)	Eukaryota	Aureobasidium subglaciale EXF-2481	k__Eukaryota	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium	s__Aureobasidium subglaciale
1001833	UP000242955	Hypoxylon sp. CI-4A	Eukaryota	Hypoxylon sp. CI-4A	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Hypoxylaceae	g__Hypoxylon	s__Hypoxylon sp. CI-4A
1314778	UP000308197	Polyporus arcularius HHB13444	Eukaryota	Polyporus arcularius HHB13444	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Polyporus	s__Polyporus arcularius
4829	UP000078561	Absidia glauca	Eukaryota	Absidia glauca	k__Eukaryota	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Cunninghamellaceae	g__Absidia	s__Absidia glauca
857342	UP000241818	Amorphotheca resinae ATCC 22711	Eukaryota	Amorphotheca resinae ATCC 22711	k__Eukaryota	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Amorphothecaceae	g__Amorphotheca	s__Amorphotheca resinae
5949	UP000039865	Stylonychia lemnae	Eukaryota	Stylonychia lemnae	k__Eukaryota	p__Ciliophora	c__Spirotrichea	o__Sporadotrichida	f__Oxytrichidae	g__Stylonychia	s__Stylonychia lemnae
4432	UP000189703	Nelumbo nucifera	Eukaryota	Nelumbo nucifera	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Proteales	f__Nelumbonaceae	g__Nelumbo	s__Nelumbo nucifera
341454	UP000298138	Ascodesmis nigricans	Eukaryota	Ascodesmis nigricans	k__Eukaryota	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascodesmidaceae	g__Ascodesmis	s__Ascodesmis nigricans
36987	UP000502823	Coptotermes formosanus	Eukaryota	Coptotermes formosanus	k__Eukaryota	p__Arthropoda	c__Insecta	o__Blattodea	f__Rhinotermitidae	g__Coptotermes	s__Coptotermes formosanus
7111	UP000322000	Trichoplusia ni	Eukaryota	Trichoplusia ni	k__Eukaryota	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Noctuidae	g__Trichoplusia	s__Trichoplusia ni
5217	UP000289152	Tremella mesenterica	Eukaryota	Tremella mesenterica	k__Eukaryota	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Tremella	s__Tremella mesenterica
48883	UP000504602	Geospiza fortis	Eukaryota	Geospiza fortis	k__Eukaryota	p__Chordata	c__Aves	o__Passeriformes	f__Thraupidae	g__Geospiza	s__Geospiza fortis
1157616	UP000194280	Hortaea werneckii EXF-2000	Eukaryota	Hortaea werneckii EXF-2000	k__Eukaryota	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Hortaea	s__Hortaea werneckii
574789	UP000504636	Mytilinidion resinicola	Eukaryota	Mytilinidion resinicola	k__Eukaryota	p__Ascomycota	c__Dothideomycetes	o__Mytilinidiales	f__Mytilinidiaceae	g__Mytilinidion	s__Mytilinidion resinicola
1353952	UP000076842	Calocera cornea HHB12733	Eukaryota	Calocera cornea HHB12733	k__Eukaryota	p__Basidiomycota	c__Dacrymycetes	o__Dacrymycetales	f__Dacrymycetaceae	g__Calocera	s__Calocera cornea
185453	UP000504623	Chrysochloris asiatica	Eukaryota	Chrysochloris asiatica	k__Eukaryota	p__Chordata	c__Mammalia	o__unclassified Mammalia order	f__Chrysochloridae	g__Chrysochloris	s__Chrysochloris asiatica
253628	UP000053259	Verruconis gallopava	Eukaryota	Verruconis gallopava	k__Eukaryota	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Verruconis	s__Verruconis gallopava
71139	UP000030711	Eucalyptus grandis	Eukaryota	Eucalyptus grandis	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Myrtales	f__Myrtaceae	g__Eucalyptus	s__Eucalyptus grandis
195883	UP000291343	Laodelphax striatellus	Eukaryota	Laodelphax striatellus	k__Eukaryota	p__Arthropoda	c__Insecta	o__Hemiptera	f__Delphacidae	g__Laodelphax	s__Laodelphax striatellus
3755	UP000327085	Prunus dulcis	Eukaryota	Prunus dulcis	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Rosales	f__Rosaceae	g__Prunus	s__Prunus dulcis
6956	UP000515146	Dermatophagoides pteronyssinus	Eukaryota	Dermatophagoides pteronyssinus	k__Eukaryota	p__Arthropoda	c__Arachnida	o__Sarcoptiformes	f__Pyroglyphidae	g__Dermatophagoides	s__Dermatophagoides pteronyssinus
158607	UP000094444	Diaporthe helianthi	Eukaryota	Diaporthe helianthi	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Diaporthaceae	g__Diaporthe	s__Diaporthe helianthi
173247	UP000472264	Echeneis naucrates	Eukaryota	Echeneis naucrates	k__Eukaryota	p__Chordata	c__Actinopteri	o__Carangiformes	f__Echeneidae	g__Echeneis	s__Echeneis naucrates
1314800	UP000092154	Rhizopogon vinicolor AM-OR11-026	Eukaryota	Rhizopogon vinicolor AM-OR11-026	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Rhizopogonaceae	g__Rhizopogon	s__Rhizopogon vinicolor
27622	UP000550707	Molossus molossus	Eukaryota	Molossus molossus	k__Eukaryota	p__Chordata	c__Mammalia	o__Chiroptera	f__Molossidae	g__Molossus	s__Molossus molossus
765867	UP000077535	Pyrenochaeta sp. DS3sAY3a	Eukaryota	Pyrenochaeta sp. DS3sAY3a	k__Eukaryota	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaeta	s__Pyrenochaeta sp. DS3sAY3a
1392247	UP000277580	Morchella conica CCBAS932	Eukaryota	Morchella conica CCBAS932	k__Eukaryota	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Morchellaceae	g__Morchella	s__Morchella conica
231916	UP000284706	Gymnopilus dilepis	Eukaryota	Gymnopilus dilepis	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Hymenogastraceae	g__Gymnopilus	s__Gymnopilus dilepis
13291	UP000077684	Tilletia controversa	Eukaryota	Tilletia controversa	k__Eukaryota	p__Basidiomycota	c__Exobasidiomycetes	o__Tilletiales	f__Tilletiaceae	g__Tilletia	s__Tilletia controversa
4999	UP000193218	Kockovaella imperatae	Eukaryota	Kockovaella imperatae	k__Eukaryota	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cuniculitremaceae	g__Kockovaella	s__Kockovaella imperatae
1093900	UP000319257	Thyridium curvatum	Eukaryota	Thyridium curvatum	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__unclassified Sordariomycetes order	f__Thyridiaceae	g__Thyridium	s__Thyridium curvatum
1314672	UP000077086	Peniophora sp. CONT	Eukaryota	Peniophora sp. CONT	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	s__Peniophora sp. CONT
219594	UP000504639	Aythya fuligula	Eukaryota	Aythya fuligula	k__Eukaryota	p__Chordata	c__Aves	o__Anseriformes	f__Anatidae	g__Aythya	s__Aythya fuligula
747525	UP000030671	Heterobasidion irregulare (strain TC 32-1)	Eukaryota	Heterobasidion irregulare TC 32-1	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Bondarzewiaceae	g__Heterobasidion	s__Heterobasidion irregulare
218851	UP000230069	Aquilegia coerulea	Eukaryota	Aquilegia coerulea	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Ranunculales	f__Ranunculaceae	g__Aquilegia	s__Aquilegia coerulea
1230097	UP000285146	Cytospora leucostoma	Eukaryota	Cytospora leucostoma	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora	s__Cytospora leucostoma
9708	UP000245340	Odobenus rosmarus divergens	Eukaryota	Odobenus rosmarus divergens	k__Eukaryota	p__Chordata	c__Mammalia	o__Carnivora	f__Odobenidae	g__Odobenus	s__Odobenus rosmarus
215250	UP000245768	Acaromyces ingoldii	Eukaryota	Acaromyces ingoldii	k__Eukaryota	p__Basidiomycota	c__Exobasidiomycetes	o__Exobasidiales	f__Cryptobasidiaceae	g__Acaromyces	s__Acaromyces ingoldii
2489341	UP000472266	Strigops habroptila	Eukaryota	Strigops habroptila	k__Eukaryota	p__Chordata	c__Aves	o__Psittaciformes	f__Psittacidae	g__Strigops	s__Strigops habroptila
3641	UP000026915	Theobroma cacao	Eukaryota	Theobroma cacao	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Malvales	f__Malvaceae	g__Theobroma	s__Theobroma cacao
105696	UP000193240	Epicoccum nigrum	Eukaryota	Epicoccum nigrum	k__Eukaryota	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Epicoccum	s__Epicoccum nigrum
75366	UP000472262	Sinocyclocheilus grahami	Eukaryota	Sinocyclocheilus grahami	k__Eukaryota	p__Chordata	c__Actinopteri	o__Cypriniformes	f__Cyprinidae	g__Sinocyclocheilus	s__Sinocyclocheilus grahami
223781	UP000472275	Aquila chrysaetos chrysaetos	Eukaryota	Aquila chrysaetos chrysaetos	k__Eukaryota	p__Chordata	c__Aves	o__Accipitriformes	f__Accipitridae	g__Aquila	s__Aquila chrysaetos
1328760	UP000076632	Xylona heveae (strain CBS 132557 / TC161)	Eukaryota	Xylona heveae TC161	k__Eukaryota	p__Ascomycota	c__Xylonomycetes	o__Xylonales	f__Xylonaceae	g__Xylona	s__Xylona heveae
196109	UP000070501	Microdochium bolleyi	Eukaryota	Microdochium bolleyi	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Microdochium	s__Microdochium bolleyi
71784	UP000193986	Naematelia encephala	Eukaryota	Naematelia encephala	k__Eukaryota	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Naemateliaceae	g__Naematelia	s__Naematelia encephala
105785	UP000235965	Cryptotermes secundus	Eukaryota	Cryptotermes secundus	k__Eukaryota	p__Arthropoda	c__Insecta	o__Blattodea	f__Kalotermitidae	g__Cryptotermes	s__Cryptotermes secundus
1883078	UP000322482	Dentipellis sp. KUC8613	Eukaryota	Dentipellis sp. KUC8613	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Hericiaceae	g__Dentipellis	s__Dentipellis sp. KUC8613
76193	UP000053240	Papilio machaon	Eukaryota	Papilio machaon	k__Eukaryota	p__Arthropoda	c__Insecta	o__Lepidoptera	f__Papilionidae	g__Papilio	s__Papilio machaon
913774	UP000054321	Oidiodendron maius Zn	Eukaryota	Oidiodendron maius Zn	k__Eukaryota	p__Ascomycota	c__Leotiomycetes	o__unclassified Leotiomycetes order	f__Myxotrichaceae	g__Oidiodendron	s__Oidiodendron maius
210632	UP000515145	Parambassis ranga	Eukaryota	Parambassis ranga	k__Eukaryota	p__Chordata	c__Actinopteri	o__unclassified Actinopteri order	f__Ambassidae	g__Parambassis	s__Parambassis ranga
7868	UP000314986	Callorhinchus milii	Eukaryota	Callorhinchus milii	k__Eukaryota	p__Chordata	c__Chondrichthyes	o__Chimaeriformes	f__Callorhinchidae	g__Callorhinchus	s__Callorhinchus milii
9739	UP000245320	Tursiops truncatus	Eukaryota	Tursiops truncatus	k__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Delphinidae	g__Tursiops	s__Tursiops truncatus
2282107	UP000217199	Pyrrhoderma noxium	Eukaryota	Pyrrhoderma noxium	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hymenochaetaceae	g__Pyrrhoderma	s__Pyrrhoderma noxium
8932	UP000053872	Columba livia	Eukaryota	Columba livia	k__Eukaryota	p__Chordata	c__Aves	o__Columbiformes	f__Columbidae	g__Columba	s__Columba livia
13370	UP000290900	Brettanomyces naardenensis	Eukaryota	Brettanomyces naardenensis	k__Eukaryota	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Brettanomyces	s__Brettanomyces naardenensis
326968	UP000515210	Ziziphus jujuba	Eukaryota	Ziziphus jujuba	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Rosales	f__Rhamnaceae	g__Ziziphus	s__Ziziphus jujuba
930990	UP000027195	Botryobasidium botryosum FD-172 SS1	Eukaryota	Botryobasidium botryosum FD-172 SS1	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Botryobasidiaceae	g__Botryobasidium	s__Botryobasidium botryosum
149040	UP000070700	Mollisia scopiformis	Eukaryota	Mollisia scopiformis	k__Eukaryota	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Mollisiaceae	g__Mollisia	s__Mollisia scopiformis
260995	UP000515159	Geotrypetes seraphini	Eukaryota	Geotrypetes seraphini	k__Eukaryota	p__Chordata	c__Amphibia	o__Gymnophiona	f__Dermophiidae	g__Geotrypetes	s__Geotrypetes seraphini
1051890	UP000267821	Terfezia boudieri ATCC MYA-4762	Eukaryota	Terfezia boudieri ATCC MYA-4762	k__Eukaryota	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pezizaceae	g__Terfezia	s__Terfezia boudieri
1890364	UP000241769	Planoprotostelium fungivorum	Eukaryota	Planoprotostelium fungivorum	k__Eukaryota	p__Evosea	c__Variosea	o__Cavosteliida	f__Cavosteliaceae	g__Planoprotostelium	s__Planoprotostelium fungivorum
307507	UP000247498	Raphidocelis subcapitata	Eukaryota	Raphidocelis subcapitata	k__Eukaryota	p__Chlorophyta	c__Chlorophyceae	o__Sphaeropleales	f__Selenastraceae	g__Raphidocelis	s__Raphidocelis subcapitata
64571	UP000193648	Lobosporangium transversale	Eukaryota	Lobosporangium transversale	k__Eukaryota	p__Mucoromycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Lobosporangium	s__Lobosporangium transversale
181874	UP000284842	Panaeolus cyanescens	Eukaryota	Panaeolus cyanescens	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Galeropsidaceae	g__Panaeolus	s__Panaeolus cyanescens
1095630	UP000235371	Hyaloscypha bicolor E	Eukaryota	Hyaloscypha bicolor E	k__Eukaryota	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyaloscypha	s__Hyaloscypha bicolor
56716	UP000504630	Cottoperca gobio	Eukaryota	Cottoperca gobio	k__Eukaryota	p__Chordata	c__Actinopteri	o__Perciformes	f__Bovichtidae	g__Cottoperca	s__Cottoperca gobio
7054	UP000327044	Photinus pyralis	Eukaryota	Photinus pyralis	k__Eukaryota	p__Arthropoda	c__Insecta	o__Coleoptera	f__Lampyridae	g__Photinus	s__Photinus pyralis
2315210	UP000241890	Hondaea fermentalgiana	Eukaryota	Hondaea fermentalgiana	k__Eukaryota	p__unclassified Eukaryota phylum	c__Bigyra	o__Thraustochytrida	f__Thraustochytriaceae	g__Hondaea	s__Hondaea fermentalgiana
1356009	UP000018001	Byssochlamys spectabilis (strain No. 5 / NBRC 109023)	Eukaryota	Paecilomyces variotii No. 5	k__Eukaryota	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Thermoascaceae	g__Paecilomyces	s__Paecilomyces variotii
441921	UP000504622	Neodiprion lecontei	Eukaryota	Neodiprion lecontei	k__Eukaryota	p__Arthropoda	c__Insecta	o__Hymenoptera	f__Diprionidae	g__Neodiprion	s__Neodiprion lecontei
85681	UP000030687	Citrus clementina	Eukaryota	Citrus x clementina	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Sapindales	f__Rutaceae	g__Citrus	s__Citrus x clementina
649802	UP000504627	Pipra filicauda	Eukaryota	Pipra filicauda	k__Eukaryota	p__Chordata	c__Aves	o__Passeriformes	f__Pipridae	g__Pipra	s__Pipra filicauda
101091	UP000093000	Choanephora cucurbitarum	Eukaryota	Choanephora cucurbitarum	k__Eukaryota	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Choanephoraceae	g__Choanephora	s__Choanephora cucurbitarum
1314782	UP000076761	Neolentinus lepideus HHB14362 ss-1	Eukaryota	Neolentinus lepideus HHB14362 ss-1	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Gloeophyllales	f__Gloeophyllaceae	g__Neolentinus	s__Neolentinus lepideus
38654	UP000189705	Alligator sinensis	Eukaryota	Alligator sinensis	k__Eukaryota	p__Chordata	c__unclassified Chordata class	o__Crocodylia	f__Alligatoridae	g__Alligator	s__Alligator sinensis
1803374	UP000263633	Rhizophagus sp. MUCL 43196	Eukaryota	Rhizophagus sp. MUCL 43196	k__Eukaryota	p__Mucoromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae	g__Rhizophagus	s__Rhizophagus sp. MUCL 43196
7048	UP000504635	Sitophilus oryzae	Eukaryota	Sitophilus oryzae	k__Eukaryota	p__Arthropoda	c__Insecta	o__Coleoptera	f__Curculionidae	g__Sitophilus	s__Sitophilus oryzae
7994	UP000018467	Astyanax mexicanus	Eukaryota	Astyanax mexicanus	k__Eukaryota	p__Chordata	c__Actinopteri	o__Characiformes	f__Characidae	g__Astyanax	s__Astyanax mexicanus
51240	UP000235220	Juglans regia	Eukaryota	Juglans regia	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Fagales	f__Juglandaceae	g__Juglans	s__Juglans regia
1522189	UP000245783	Ceraceosorus guamensis	Eukaryota	Ceraceosorus guamensis	k__Eukaryota	p__Basidiomycota	c__Exobasidiomycetes	o__Ceraceosorales	f__Ceraceosoraceae	g__Ceraceosorus	s__Ceraceosorus guamensis
41688	UP000233524	Lomentospora prolificans	Eukaryota	Lomentospora prolificans	k__Eukaryota	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Lomentospora	s__Lomentospora prolificans
1156394	UP000030762	Saprolegnia diclina (strain VS20)	Eukaryota	Saprolegnia diclina VS20	k__Eukaryota	p__Oomycota	c__unclassified Oomycota class	o__Saprolegniales	f__Saprolegniaceae	g__Saprolegnia	s__Saprolegnia diclina
47427	UP000217790	Armillaria gallica	Eukaryota	Armillaria gallica	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Physalacriaceae	g__Armillaria	s__Armillaria gallica
914237	UP000178129	Rhynchosporium commune	Eukaryota	Rhynchosporium commune	k__Eukaryota	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Ploettnerulaceae	g__Rhynchosporium	s__Rhynchosporium commune
1036808	UP000053989	Scleroderma citrinum Foug A	Eukaryota	Scleroderma citrinum Foug A	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Sclerodermataceae	g__Scleroderma	s__Scleroderma citrinum
89673	UP000504628	Phyllostomus discolor	Eukaryota	Phyllostomus discolor	k__Eukaryota	p__Chordata	c__Mammalia	o__Chiroptera	f__Phyllostomidae	g__Phyllostomus	s__Phyllostomus discolor
743788	UP000015241	Fomitopsis pinicola (strain FP-58527)	Eukaryota	Fomitopsis schrenkii	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Fomitopsidaceae	g__Fomitopsis	s__Fomitopsis schrenkii
56857	UP000195402	Macleaya cordata	Eukaryota	Macleaya cordata	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Ranunculales	f__Papaveraceae	g__Macleaya	s__Macleaya cordata
97700	UP000594261	Quercus lobata	Eukaryota	Quercus lobata	k__Eukaryota	p__Streptophyta	c__Magnoliopsida	o__Fagales	f__Fagaceae	g__Quercus	s__Quercus lobata
765440	UP000054166	Piloderma croceum (strain F 1598)	Eukaryota	Piloderma croceum F 1598	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Piloderma	s__Piloderma croceum
930991	UP000054538	Paxillus rubicundulus Ve08.2h10	Eukaryota	Paxillus rubicundulus Ve08.2h10	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Boletales	f__Paxillaceae	g__Paxillus	s__Paxillus rubicundulus
2070412	UP000238813	Rutstroemia sp. NJR-2017a WRK4	Eukaryota	Rutstroemia sp. NJR-2017a WRK4	k__Eukaryota	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Rutstroemiaceae	g__Rutstroemia	s__Rutstroemia sp. NJR-2017a WRK4
93625	UP000283269	Psilocybe cyanescens	Eukaryota	Psilocybe cyanescens	k__Eukaryota	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Psilocybe	s__Psilocybe cyanescens
64144	UP000265040	Anabas testudineus	Eukaryota	Anabas testudineus	k__Eukaryota	p__Chordata	c__Actinopteri	o__Anabantiformes	f__Anabantidae	g__Anabas	s__Anabas testudineus
105231	UP000054558	Klebsormidium nitens	Eukaryota	Klebsormidium nitens	k__Eukaryota	p__Streptophyta	c__Klebsormidiophyceae	o__Klebsormidiales	f__Klebsormidiaceae	g__Klebsormidium	s__Klebsormidium nitens
8010	UP000265140	Esox lucius	Eukaryota	Esox lucius	k__Eukaryota	p__Chordata	c__Actinopteri	o__Esociformes	f__Esocidae	g__Esox	s__Esox lucius
1706337	UP000252040	Neophocaena asiaeorientalis asiaeorientalis	Eukaryota	Neophocaena asiaeorientalis asiaeorientalis	k__Eukaryota	p__Chordata	c__Mammalia	o__Artiodactyla	f__Phocoenidae	g__Neophocaena	s__Neophocaena asiaeorientalis
1220924	UP000030752	Cyphellophora europaea CBS 101466	Eukaryota	Cyphellophora europaea CBS 101466	k__Eukaryota	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Cyphellophoraceae	g__Cyphellophora	s__Cyphellophora europaea
