taxid	uniprot_id	species_name	domain	scientific_name	kingdom	phylum	class	order	family	genus	species
1188247	UP000295399	Rhodothalassium salexigens DSM 2132	Bacteria	Rhodothalassium salexigens DSM 2132	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodothalassiales	f__Rhodothalassiaceae	g__Rhodothalassium	s__Rhodothalassium salexigens
2654998	UP000471298	Ostreibacterium oceani	Bacteria	Ostreibacterium oceani	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cardiobacteriales	f__Ostreibacteriaceae	g__Ostreibacterium	s__Ostreibacterium oceani
568099	UP000282211	Litorimonas taeanensis	Bacteria	Litorimonas taeanensis	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Maricaulales	f__Robiginitomaculaceae	g__Litorimonas	s__Litorimonas taeanensis
2602750	UP000321201	Pelomicrobium methylotrophicum	Bacteria	Pelomicrobium methylotrophicum	k__Bacteria	p__Pseudomonadota	c__Hydrogenophilia	o__unclassified Hydrogenophilia order	f__unclassified Hydrogenophilia family	g__Pelomicrobium	s__Pelomicrobium methylotrophicum
760142	UP000008139	Hippea maritima (strain ATCC 700847 / DSM 10411 / MH2)	Bacteria	Hippea maritima DSM 10411	k__Bacteria	p__Campylobacterota	c__Desulfurellia	o__Desulfurellales	f__Hippeaceae	g__Hippea	s__Hippea maritima
1204385	UP000317371	Litorilinea aerophila	Bacteria	Litorilinea aerophila	k__Bacteria	p__Chloroflexota	c__Caldilineae	o__Caldilineales	f__Caldilineaceae	g__Litorilinea	s__Litorilinea aerophila
2593070	UP000317982	Cryptosporangium phraense	Bacteria	Cryptosporangium phraense	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Cryptosporangiales	f__Cryptosporangiaceae	g__Cryptosporangium	s__Cryptosporangium phraense
457570	UP000001683	Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF)	Bacteria	Natranaerobius thermophilus JW/NM-WN-LF	k__Bacteria	p__Bacillota	c__Clostridia	o__Natranaerobiales	f__Natranaerobiaceae	g__Natranaerobius	s__Natranaerobius thermophilus
33906	UP000239352	Actinopolyspora mortivallis	Bacteria	Actinopolyspora mortivallis	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinopolysporales	f__Actinopolysporaceae	g__Actinopolyspora	s__Actinopolyspora mortivallis
1849360	UP000078514	Balneola sp. EhC07	Bacteria	Balneola sp. EhC07	k__Bacteria	p__Balneolota	c__Balneolia	o__Balneolales	f__Balneolaceae	g__Balneola	s__Balneola sp. EhC07
1356306	UP000075387	Ferrovum sp. PN-J185	Bacteria	Ferrovum sp. PN-J185	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Ferrovales	f__Ferrovaceae	g__Ferrovum	s__Ferrovum sp. PN-J185
251229	UP000010384	Chroococcidiopsis thermalis (strain PCC 7203)	Bacteria	Chroococcidiopsis thermalis PCC 7203	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Chroococcidiopsidales	f__Chroococcidiopsidaceae	g__Chroococcidiopsis	s__Chroococcidiopsis thermalis
2107688	UP000239836	Pleurocapsa sp. CCALA 161	Bacteria	Pleurocapsa sp. CCALA 161	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Pleurocapsales	f__Hyellaceae	g__Pleurocapsa	s__Pleurocapsa sp. CCALA 161
667014	UP000006793	Thermodesulfatator indicus (strain DSM 15286 / JCM 11887 / CIR29812)	Bacteria	Thermodesulfatator indicus DSM 15286	k__Bacteria	p__Thermodesulfobacteriota	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfatatoraceae	g__Thermodesulfatator	s__Thermodesulfatator indicus
1620215	UP000243180	Sulfuricaulis limicola	Bacteria	Sulfuricaulis limicola	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Acidiferrobacteraceae	g__Sulfuricaulis	s__Sulfuricaulis limicola
690879	UP000076023	Terrimicrobium sacchariphilum	Bacteria	Terrimicrobium sacchariphilum	k__Bacteria	p__Verrucomicrobiota	c__Terrimicrobiia	o__Terrimicrobiales	f__Terrimicrobiaceae	g__Terrimicrobium	s__Terrimicrobium sacchariphilum
598650	UP000281955	Motilibacter peucedani	Bacteria	Motilibacter peucedani	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Motilibacterales	f__Motilibacteraceae	g__Motilibacter	s__Motilibacter peucedani
1033810	UP000005707	Haloplasma contractile SSD-17B	Bacteria	Haloplasma contractile SSD-17B	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Haloplasmatales	f__Haloplasmataceae	g__Haloplasma	s__Haloplasma contractile
2219043	UP000287394	Capsulimonas corticalis	Bacteria	Capsulimonas corticalis	k__Bacteria	p__Armatimonadota	c__Armatimonadia	o__Capsulimonadales	f__Capsulimonadaceae	g__Capsulimonas	s__Capsulimonas corticalis
479434	UP000002027	Sphaerobacter thermophilus (strain DSM 20745 / S 6022)	Bacteria	Sphaerobacter thermophilus DSM 20745	k__Bacteria	p__Thermomicrobiota	c__Thermomicrobia	o__Sphaerobacterales	f__Sphaerobacteraceae	g__Sphaerobacter	s__Sphaerobacter thermophilus
872965	UP000037784	Ardenticatena maritima	Bacteria	Ardenticatena maritima	k__Bacteria	p__Chloroflexota	c__Ardenticatenia	o__Ardenticatenales	f__Ardenticatenaceae	g__Ardenticatena	s__Ardenticatena maritima
234267	UP000000671	Solibacter usitatus (strain Ellin6076)	Bacteria	Candidatus Solibacter usitatus Ellin6076	k__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Bryobacterales	f__Solibacteraceae	g__Candidatus Solibacter	s__Candidatus Solibacter usitatus
2579976	UP000306912	Culicoidibacter larvae	Bacteria	Culicoidibacter larvae	k__Bacteria	p__Bacillota	c__Culicoidibacteria	o__Culicoidibacterales	f__Culicoidibacteraceae	g__Culicoidibacter	s__Culicoidibacter larvae
1907575	UP000218903	Jatrophihabitans sp. GAS493	Bacteria	Jatrophihabitans sp. GAS493	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jatrophihabitantales	f__Jatrophihabitantaceae	g__Jatrophihabitans	s__Jatrophihabitans sp. GAS493
926569	UP000008922	Anaerolinea thermophila (strain DSM 14523 / JCM 11388 / NBRC 100420 / UNI-1)	Bacteria	Anaerolinea thermophila UNI-1	k__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__Anaerolinea thermophila
644221	UP000253083	Arenicella xantha	Bacteria	Arenicella xantha	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Arenicellales	f__Arenicellaceae	g__Arenicella	s__Arenicella xantha
877466	UP000197025	Thermoflexus hugenholtzii JAD2	Bacteria	Thermoflexus hugenholtzii JAD2	k__Bacteria	p__Chloroflexota	c__Thermoflexia	o__Thermoflexales	f__Thermoflexaceae	g__Thermoflexus	s__Thermoflexus hugenholtzii
880073	UP000004671	Caldithrix abyssi DSM 13497	Bacteria	Caldithrix abyssi DSM 13497	k__Bacteria	p__Calditrichota	c__Calditrichia	o__Calditrichales	f__Calditrichaceae	g__Caldithrix	s__Caldithrix abyssi
1810504	UP000092952	Immundisolibacter cernigliae	Bacteria	Immundisolibacter cernigliae	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Immundisolibacterales	f__Immundisolibacteraceae	g__Immundisolibacter	s__Immundisolibacter cernigliae
1960156	UP000237684	Abditibacterium utsteinense	Bacteria	Abditibacterium utsteinense	k__Bacteria	p__Abditibacteriota	c__Abditibacteriia	o__Abditibacteriales	f__Abditibacteriaceae	g__Abditibacterium	s__Abditibacterium utsteinense
387092	UP000001118	Nitratiruptor sp. (strain SB155-2)	Bacteria	Nitratiruptor sp. SB155-2	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Nautiliales	f__Nitratiruptoraceae	g__Nitratiruptor	s__Nitratiruptor sp. SB155-2
178306	UP000002439	Pyrobaculum aerophilum (strain ATCC 51768 / DSM 7523 / JCM 9630 / CIP 104966 / NBRC 100827 / IM2)	Archaea	Pyrobaculum aerophilum str. IM2	k__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermoproteaceae	g__Pyrobaculum	s__Pyrobaculum aerophilum
188937	UP000002487	Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A)	Archaea	Methanosarcina acetivorans C2A	k__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina acetivorans
243232	UP000000805	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440)	Archaea	Methanocaldococcus jannaschii DSM 2661	k__Archaea	p__Euryarchaeota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus jannaschii
273057	UP000001974	Saccharolobus solfataricus (strain ATCC 35092 / DSM 1617 / JCM 11322 / P2)	Archaea	Saccharolobus solfataricus P2	k__Archaea	p__Thermoproteota	c__Thermoprotei	o__Sulfolobales	f__Sulfolobaceae	g__Saccharolobus	s__Saccharolobus solfataricus
374847	UP000001686	Korarchaeum cryptofilum (strain OPF8)	Archaea	Candidatus Korarchaeum cryptofilum OPF8	k__Archaea	p__Candidatus Korarchaeota	c__unclassified Candidatus Korarchaeota class	o__unclassified Candidatus Korarchaeota order	f__unclassified Candidatus Korarchaeota family	g__Candidatus Korarchaeum	s__Candidatus Korarchaeum cryptofilum
64091	UP000000554	Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1)	Archaea	Halobacterium salinarum NRC-1	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
69014	UP000000536	Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1)	Archaea	Thermococcus kodakarensis KOD1	k__Archaea	p__Euryarchaeota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
436308	UP000000792	Nitrosopumilus maritimus (strain SCM1)	Archaea	Nitrosopumilus maritimus SCM1	k__Archaea	p__Nitrososphaerota	c__Nitrososphaeria	o__Nitrosopumilales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus maritimus
187420	UP000005223	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H)	Archaea	Methanothermobacter thermautotrophicus str. Delta H	k__Archaea	p__Euryarchaeota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanothermobacter	s__Methanothermobacter thermautotrophicus
1227455	UP000011669	Halococcus saccharolyticus DSM 5350	Archaea	Halococcus saccharolyticus DSM 5350	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus saccharolyticus
593750	UP000010824	Methanoregula formicica (strain DSM 22288 / NBRC 105244 / SMSP)	Archaea	Methanoregula formicica SMSP	k__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanoregula	s__Methanoregula formicica
2234134	UP000319894	Haloglomus irregulare	Archaea	Haloglomus irregulare	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloglomus	s__Haloglomus irregulare
358396	UP000011555	Halobiforma lacisalsi AJ5	Archaea	Halobiforma lacisalsi AJ5	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halobiforma	s__Halobiforma lacisalsi
2690782	UP000473608	Halorubrum sp. JWXQ-INN 858	Archaea	Halorubrum sp. JWXQ-INN 858	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp. JWXQ-INN 858
1227487	UP000011513	Halogeometricum pallidum JCM 14848	Archaea	Halogeometricum pallidum JCM 14848	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halogeometricum	s__Halogeometricum pallidum
937775	UP000005741	Methanoplanus limicola DSM 2279	Archaea	Methanoplanus limicola DSM 2279	k__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanomicrobiaceae	g__Methanoplanus	s__Methanoplanus limicola
1184251	UP000005270	Thermogladius calderae (strain DSM 22663 / VKM B-2946 / 1633)	Archaea	Thermogladius calderae 1633	k__Archaea	p__Thermoproteota	c__Thermoprotei	o__Desulfurococcales	f__Desulfurococcaceae	g__Thermogladius	s__Thermogladius calderae
1056495	UP000010469	Caldisphaera lagunensis (strain DSM 15908 / JCM 11604 / ANMR 0165 / IC-154)	Archaea	Caldisphaera lagunensis DSM 15908	k__Archaea	p__Thermoproteota	c__Thermoprotei	o__Acidilobales	f__Caldisphaeraceae	g__Caldisphaera	s__Caldisphaera lagunensis
2776706	UP000594121	Infirmifilum lucidum	Archaea	Infirmifilum lucidum	k__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermofilales	f__Thermofilaceae	g__Infirmifilum	s__Infirmifilum lucidum
273075	UP000001024	Thermoplasma acidophilum (strain ATCC 25905 / DSM 1728 / JCM 9062 / NBRC 15155 / AMRC-C165)	Archaea	Thermoplasma acidophilum DSM 1728	k__Archaea	p__Candidatus Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Thermoplasma	s__Thermoplasma acidophilum
263820	UP000000438	Picrophilus torridus (strain ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828)	Archaea	Picrophilus oshimae DSM 9789	k__Archaea	p__Candidatus Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Picrophilaceae	g__Picrophilus	s__Picrophilus oshimae
1237085	UP000008037	Nitrososphaera gargensis (strain Ga9.2)	Archaea	Candidatus Nitrososphaera gargensis Ga9.2	k__Archaea	p__Nitrososphaerota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrososphaera	s__Candidatus Nitrososphaera gargensis
113653	UP000034723	Geoglobus ahangari	Archaea	Geoglobus ahangari	k__Archaea	p__Euryarchaeota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Geoglobus	s__Geoglobus ahangari
1295009	UP000014070	Methanomassiliicoccus intestinalis (strain Issoire-Mx1)	Archaea	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	k__Archaea	p__Candidatus Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__Methanomassiliicoccus	s__Candidatus Methanomassiliicoccus intestinalis
304371	UP000001882	Methanocella paludicola (strain DSM 17711 / JCM 13418 / NBRC 101707 / SANAE)	Archaea	Methanocella paludicola SANAE	k__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanocellales	f__Methanocellaceae	g__Methanocella	s__Methanocella paludicola
190192	UP000001826	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	Archaea	Methanopyrus kandleri AV19	k__Archaea	p__Euryarchaeota	c__Methanopyri	o__Methanopyrales	f__Methanopyraceae	g__Methanopyrus	s__Methanopyrus kandleri
456320	UP000007722	Methanococcus voltae (strain ATCC BAA-1334 / A3)	Archaea	Methanococcus voltae A3	k__Archaea	p__Euryarchaeota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus voltae
312540	UP000050301	Acidiplasma cupricumulans	Archaea	Acidiplasma cupricumulans	k__Archaea	p__Candidatus Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Ferroplasmaceae	g__Acidiplasma	s__Acidiplasma cupricumulans
990316	UP000007807	Methanothrix soehngenii (strain ATCC 5969 / DSM 3671 / JCM 10134 / NBRC 103675 / OCM 69 / GP-6)	Archaea	Methanothrix soehngenii GP6	k__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanotrichales	f__Methanotrichaceae	g__Methanothrix	s__Methanothrix soehngenii
323259	UP000001941	Methanospirillum hungatei JF-1 (strain ATCC 27890 / DSM 864 / NBRC 100397 / JF-1)	Archaea	Methanospirillum hungatei JF-1	k__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanospirillaceae	g__Methanospirillum	s__Methanospirillum hungatei
1903181	UP000185744	Candidatus Methanohalarchaeum thermophilum	Archaea	Candidatus Methanohalarchaeum thermophilum	k__Archaea	p__Euryarchaeota	c__Methanonatronarchaeia	o__Methanonatronarchaeales	f__Methanonatronarchaeaceae	g__Candidatus Methanohalarchaeum	s__Candidatus Methanohalarchaeum thermophilum
694429	UP000001037	Pyrolobus fumarii (strain DSM 11204 / 1A)	Archaea	Pyrolobus fumarii 1A	k__Archaea	p__Thermoproteota	c__Thermoprotei	o__Desulfurococcales	f__Pyrodictiaceae	g__Pyrolobus	s__Pyrolobus fumarii
1163730	UP000007391	Fervidicoccus fontis (strain DSM 19380 / JCM 18336 / VKM B-2539 / Kam940)	Archaea	Fervidicoccus fontis Kam940	k__Archaea	p__Thermoproteota	c__Thermoprotei	o__Fervidicoccales	f__Fervidicoccaceae	g__Fervidicoccus	s__Fervidicoccus fontis
666510	UP000000346	Acidilobus saccharovorans (strain DSM 16705 / JCM 18335 / VKM B-2471 / 345-15)	Archaea	Acidilobus saccharovorans 345-15	k__Archaea	p__Thermoproteota	c__Thermoprotei	o__Acidilobales	f__Acidilobaceae	g__Acidilobus	s__Acidilobus saccharovorans
1236689	UP000012672	Methanomethylophilus alvus (strain Mx1201)	Archaea	Candidatus Methanomethylophilus alvi Mx1201	k__Archaea	p__Candidatus Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus alvi
