Gene,Cytoplasm,Nucleus,Mitochondrion,Cell membrane,Cytoskeleton,Ribosome,Endoplasmic reticulum,Secreted,Vacuole,Peroxisome,Golgi,Endosome,Lysosome
S000007599,1,1,1,0,1,0,0,0,0,1,1,0,0
S000001840,1,1,1,1,0,1,1,1,1,1,0,0,1
S000004342,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003099,1,1,1,1,1,1,0,0,0,0,0,0,0
S000005663,1,1,1,1,0,0,0,0,0,1,1,0,0
S000002282,1,1,1,1,0,1,1,1,1,1,0,0,0
S000001136,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001850,1,1,1,1,1,1,1,0,1,1,1,1,1
S000003078,1,1,1,0,0,1,1,1,0,0,0,0,0
S000028547,1,1,1,0,0,0,0,0,0,1,0,0,0
S000004605,1,1,1,0,0,1,0,0,0,0,0,0,0
S000004610,1,1,1,1,1,0,1,1,1,1,1,1,1
S000004770,1,1,1,0,0,0,1,0,1,1,0,0,1
S000002894,1,1,1,1,1,0,1,1,1,1,1,1,1
S000000403,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001090,1,1,1,1,0,0,1,0,0,0,0,0,0
S000001932,1,1,0,0,1,0,0,1,0,1,0,0,0
S000000017,1,1,1,0,1,1,0,0,0,0,0,0,0
S000002901,1,1,1,1,0,1,0,0,0,0,0,0,0
S000001197,1,1,1,1,1,1,1,0,0,0,0,0,0
S000002629,1,1,0,1,1,0,1,0,0,0,1,0,0
S000028510,1,1,1,1,1,1,1,0,0,1,0,0,0
S000003075,1,1,1,0,0,1,0,0,0,0,0,0,0
S000004872,1,1,1,0,1,1,0,0,0,0,0,0,0
S000001174,1,1,1,1,1,0,1,1,1,1,1,0,0
S000000956,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004074,1,1,1,1,1,1,1,1,0,1,1,0,0
S000005113,1,1,1,1,1,1,1,1,1,1,1,1,1
S000028541,1,1,1,0,0,0,0,1,1,0,1,0,0
S000000574,1,1,1,1,0,0,1,1,1,0,0,1,1
S000003031,1,1,1,0,0,1,0,0,0,1,0,0,0
S000005384,1,1,1,1,0,0,0,0,0,0,0,0,0
S000003095,1,1,1,1,1,1,0,0,1,0,1,0,1
S000004734,1,1,1,1,1,1,1,1,1,1,0,0,1
S000000533,1,1,1,1,1,1,1,1,1,0,0,1,1
S000004197,1,1,1,1,0,1,1,1,1,1,1,1,1
S000004158,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005228,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000102,1,1,1,1,1,0,0,0,1,0,0,1,0
S000000038,1,1,1,1,1,1,1,1,1,1,1,0,1
S000005241,1,1,1,1,1,0,1,1,1,0,1,1,1
S000004115,1,1,1,0,1,1,0,1,0,0,1,0,0
S000000598,1,1,1,1,1,1,1,1,1,1,1,1,1
S000028522,1,1,1,1,0,0,1,1,1,1,0,0,0
S000004710,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000446,1,1,1,0,1,0,0,0,0,0,0,0,0
S000005333,1,1,1,1,1,1,1,1,1,0,0,0,0
S000001555,1,1,1,1,1,0,0,1,0,1,0,0,0
S000001246,0,0,0,0,0,0,0,0,0,0,0,0,0
S000004382,1,1,1,0,0,0,0,0,0,0,0,0,0
S000001195,1,1,0,1,1,0,0,0,0,0,0,0,0
S000003125,1,1,1,1,1,0,0,1,0,1,0,0,0
S000003313,1,1,1,0,1,1,0,0,0,0,0,0,0
S000004758,1,1,1,0,0,0,0,1,0,1,0,0,0
S000003295,1,1,1,1,1,1,1,1,0,0,0,0,0
S000000547,1,1,1,0,0,0,0,0,0,0,0,0,0
S000003370,1,1,1,1,1,1,1,1,1,1,0,0,0
S000004311,1,1,1,1,1,1,1,1,1,1,1,1,0
S000004930,1,1,1,1,1,0,1,1,1,1,1,1,1
S000001863,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003860,1,1,1,1,1,1,1,1,1,0,1,1,1
S000002205,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005145,1,1,1,1,1,1,1,0,1,0,0,0,0
S000005649,1,1,1,1,1,1,1,0,1,0,0,0,0
S000004229,1,1,1,1,0,0,1,1,0,1,0,0,0
S000006086,1,1,1,1,1,1,0,0,0,0,1,0,0
S000002566,1,1,1,1,1,1,1,0,1,0,1,0,0
S000001441,1,1,1,0,1,1,0,0,0,0,0,0,0
S000005446,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004079,1,1,1,1,1,1,1,1,1,1,0,0,1
S000003143,1,1,1,1,1,1,0,0,0,0,0,0,0
S000004291,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004923,1,1,1,1,0,1,1,1,1,0,1,0,1
S000005901,1,1,1,1,1,1,1,1,1,1,0,0,1
S000002680,1,1,1,1,1,1,1,1,1,1,0,0,1
S000005320,1,1,1,0,0,1,0,0,0,0,0,0,0
S000006180,1,1,1,1,1,0,1,1,1,1,1,1,0
S000002453,1,1,1,1,0,1,1,1,1,1,0,1,0
S000000112,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004276,1,1,1,1,1,1,1,1,1,0,1,1,0
S000000553,1,1,1,1,1,0,1,1,1,1,1,0,0
S000004160,1,1,1,1,0,0,0,0,1,0,1,1,1
S000004659,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005876,1,1,1,1,1,1,0,1,1,1,0,1,1
S000001626,1,1,1,1,1,1,1,1,1,0,0,1,1
S000005171,1,1,1,1,1,1,1,0,1,0,0,0,0
S000000846,1,1,1,1,0,1,1,1,1,1,1,0,0
S000002500,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002395,1,1,1,1,0,1,1,1,1,1,0,1,1
S000002873,1,1,0,0,1,1,1,0,0,0,0,0,0
S000001067,1,1,1,1,1,1,1,1,1,1,1,0,0
S000001785,1,1,1,1,1,1,0,0,0,0,1,0,0
S000002231,1,1,1,1,1,0,1,1,1,1,1,0,0
S000001059,1,1,1,0,0,0,0,0,1,1,0,0,0
S000006009,1,1,1,1,1,0,1,0,1,0,0,0,0
S000005363,1,1,1,1,0,0,1,1,1,0,1,1,1
S000002338,1,1,1,1,1,1,0,1,1,0,0,1,0
S000005505,1,1,0,1,1,1,1,0,0,0,0,0,0
S000005358,1,1,0,1,0,1,1,0,1,1,1,1,0
S000003312,1,1,1,1,1,0,0,1,1,0,0,1,0
S000004133,1,1,1,0,0,1,0,0,0,0,1,1,0
S000005749,1,1,0,1,0,0,1,0,1,0,1,1,0
S000001055,1,1,1,1,1,1,1,0,1,1,1,0,1
S000004799,1,1,1,1,0,0,0,1,0,0,0,0,0
S000004237,1,1,1,0,1,0,1,0,0,1,0,0,0
S000005970,1,1,1,1,1,1,0,1,1,0,1,0,0
S000006404,1,1,1,1,1,0,1,1,1,0,0,0,0
S000004969,1,1,1,1,1,1,0,0,1,0,0,1,0
S000028645,1,0,0,1,1,0,0,0,0,0,0,0,0
S000002527,1,1,1,1,1,1,1,1,1,1,1,0,1
S000004950,1,1,1,0,0,1,0,0,0,1,0,0,0
S000000134,1,1,1,0,0,1,0,0,0,0,0,0,0
S000003642,1,1,1,1,1,1,1,1,1,0,0,1,1
S000004108,1,1,1,1,1,0,1,1,1,1,1,1,1
S000004369,1,1,1,1,1,1,1,1,1,1,1,1,1
S000028808,1,1,1,0,0,0,0,0,0,0,0,0,0
S000003144,1,1,0,0,0,0,0,0,0,0,0,0,0
S000003748,1,1,1,1,1,1,1,1,1,1,0,0,1
S000005575,1,1,1,1,1,1,1,1,1,1,1,1,0
S000006013,1,1,1,1,0,1,1,1,1,1,0,1,0
S000000345,1,1,1,0,0,1,0,0,0,0,0,0,0
S000001762,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002759,1,1,1,1,1,0,1,0,0,0,1,0,0
S000002546,1,1,1,1,1,1,1,1,1,1,0,1,1
S000001089,1,1,0,1,1,0,0,1,0,0,0,0,0
S000002490,1,1,1,1,1,1,0,1,1,1,0,0,0
S000000732,1,1,1,1,0,0,1,1,1,1,0,0,1
S000005990,1,1,1,1,1,1,1,1,1,1,1,1,0
S000003699,1,0,0,1,0,0,0,0,1,1,0,1,1
S000002480,1,1,1,1,0,1,0,0,0,0,0,0,0
S000000080,1,1,1,1,0,1,1,1,0,1,0,0,0
S000000318,1,1,1,1,1,1,0,0,0,0,0,0,0
S000002760,1,1,1,1,0,0,1,1,1,0,0,1,1
S000000150,1,1,1,1,1,1,1,1,1,0,0,1,1
S000004666,1,1,1,1,1,1,1,1,1,1,0,0,1
S000004893,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005432,1,1,1,1,0,1,1,1,0,1,0,0,0
S000005727,1,1,1,1,0,1,0,0,0,0,1,0,0
S000000392,1,1,0,0,0,0,0,0,0,1,0,0,0
S000000353,1,1,1,1,0,1,1,1,1,0,1,0,0
S000002418,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002434,1,1,1,1,1,0,1,1,1,0,1,1,1
S000002865,1,1,1,1,1,1,1,0,1,0,0,1,1
S000003127,1,1,1,0,0,1,0,0,0,1,0,0,0
S000003620,1,1,0,1,1,0,1,1,1,0,1,1,1
S000002496,1,1,1,1,0,0,1,1,1,1,0,1,1
S000004040,1,1,1,1,0,0,1,0,1,1,1,0,0
S000004430,1,1,1,1,1,1,1,1,1,1,0,0,1
S000005319,1,1,1,1,1,1,0,0,0,0,0,0,0
S000005467,1,1,1,1,0,0,1,0,0,0,1,0,0
S000006068,1,1,1,1,1,1,1,1,1,1,1,1,0
S000006142,1,1,1,1,1,1,1,1,1,1,1,1,0
S000002983,1,1,1,1,1,0,0,0,0,0,1,0,0
S000001681,1,1,1,1,1,0,1,1,0,1,1,0,0
S000005065,1,1,1,1,1,1,1,1,1,1,1,1,1
S000007348,1,1,1,1,1,1,1,0,1,1,0,0,0
S000004274,1,1,1,1,1,1,1,1,1,1,1,0,0
S000000662,1,1,1,1,1,1,1,1,1,0,0,1,1
S000005986,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002672,1,1,1,1,1,0,1,1,1,0,1,1,1
S000001817,1,1,1,0,0,0,0,0,0,0,0,0,0
S000000976,1,1,1,1,1,1,1,1,1,0,1,0,1
S000002291,1,1,1,1,0,0,0,0,1,0,0,0,0
S000005988,1,1,1,0,0,0,0,0,0,1,0,0,0
S000003192,1,1,1,1,0,1,1,1,1,1,0,0,1
S000002694,1,1,1,0,0,1,0,0,0,1,0,0,0
S000005569,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005258,1,1,1,1,1,0,0,0,0,0,0,0,0
S000002550,1,1,1,1,1,1,1,1,1,1,1,1,1
S000028437,1,1,0,0,0,0,0,0,1,1,0,0,0
S000005759,1,1,0,1,1,0,1,0,1,0,0,0,0
S000000828,1,1,1,1,1,1,1,1,1,1,1,1,0
S000003791,1,1,1,1,0,0,0,0,0,0,0,0,0
S000003863,1,1,1,1,1,1,1,1,1,0,1,1,1
S000004257,1,1,0,1,0,0,0,1,0,1,0,0,0
S000004086,1,1,1,1,1,0,1,1,1,0,1,0,0
S000000832,1,1,0,0,1,1,0,0,0,0,0,0,0
S000003047,1,1,0,0,0,0,0,0,1,0,1,1,1
S000005815,1,1,1,1,1,0,0,0,0,0,0,0,0
S000000602,1,1,1,1,1,0,1,1,1,1,1,1,1
S000004657,1,1,1,0,1,0,0,0,0,0,0,0,0
S000007391,0,0,0,0,0,0,0,0,0,0,0,0,0
S000004584,1,1,1,1,1,1,1,1,1,1,0,1,0
S000000159,1,1,1,1,1,0,0,0,0,0,0,0,0
S000005580,1,1,1,1,0,1,0,0,1,0,0,0,0
S000000516,1,1,1,1,1,1,1,1,1,0,0,0,0
S000000862,1,1,1,1,0,1,0,1,0,1,0,0,0
S000005455,1,1,1,0,0,1,0,0,0,1,0,0,0
S000002276,1,1,1,1,0,0,1,1,0,1,0,0,0
S000001928,1,1,0,1,1,1,0,0,1,0,0,0,0
S000001890,1,1,1,1,0,1,1,1,1,1,1,1,1
S000004574,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000064,1,1,1,1,1,1,1,0,0,0,1,0,0
S000007590,1,1,1,1,1,1,0,1,1,1,0,0,0
S000004378,1,1,1,1,1,0,1,1,1,1,1,1,1
S000001784,1,1,1,1,1,1,1,1,1,1,0,0,0
S000007247,1,1,1,1,1,1,1,0,1,0,0,0,0
S000001025,1,1,1,1,1,1,1,1,1,0,0,0,0
S000002551,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004412,1,1,1,1,1,1,1,1,1,0,0,0,0
S000002909,1,1,1,1,1,0,0,0,0,0,0,0,0
S000000767,1,1,1,1,0,0,0,0,0,1,0,0,0
S000005098,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005452,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005571,1,1,1,1,0,1,1,1,1,0,0,0,0
S000006212,1,1,1,1,1,1,1,1,1,1,0,1,0
S000002568,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005383,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000163,1,1,1,1,0,1,0,1,1,0,0,0,0
S000000471,1,1,1,1,1,1,1,0,1,0,1,0,0
S000003635,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003886,1,1,1,1,1,0,1,1,1,0,1,1,1
S000028836,1,0,1,1,0,0,1,1,0,0,1,0,0
S000001597,1,1,1,1,1,1,0,0,1,0,0,0,0
S000002941,1,1,1,1,1,1,1,1,1,1,1,0,1
S000001632,1,1,1,1,1,1,1,1,0,0,0,0,0
S000001460,1,1,1,0,0,0,0,0,0,0,0,0,0
S000000621,1,1,1,1,1,0,1,1,1,1,1,1,0
S000005089,1,1,1,1,1,1,1,1,1,1,0,0,0
S000002723,1,1,1,1,0,0,1,1,1,1,0,0,1
S000000919,1,1,1,1,0,1,0,0,0,0,0,0,0
S000028838,1,1,1,0,0,0,1,1,0,1,1,0,0
S000004811,1,1,1,1,1,0,0,0,0,0,0,0,0
S000004169,1,1,1,1,0,1,0,1,1,0,0,0,0
S000002511,1,1,1,1,1,0,1,0,1,1,1,1,1
S000003615,1,1,1,1,1,0,1,1,1,1,1,1,1
S000007271,1,1,1,1,0,1,1,0,1,1,1,0,0
S000000550,1,1,1,1,1,0,1,1,1,1,1,1,1
S000005387,1,1,1,1,0,1,1,1,1,1,1,1,1
S000002921,1,1,1,1,1,1,1,1,1,1,1,0,1
S000002794,1,1,1,1,1,1,0,1,0,0,0,0,0
S000000839,1,1,1,1,0,1,0,1,1,1,0,0,0
S000003827,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000770,1,1,1,1,1,1,0,0,0,0,0,1,0
S000003393,1,1,1,1,1,0,0,0,0,0,0,0,0
S000005460,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003870,1,1,1,1,1,1,1,1,1,0,0,0,0
S000001546,1,1,1,0,0,0,0,0,0,1,1,0,0
S000004617,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001881,1,1,0,1,0,0,0,0,0,0,0,0,0
S000005902,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000349,1,1,1,1,0,1,0,1,0,1,0,0,0
S000004812,1,1,1,1,1,1,1,1,1,0,0,0,1
S000002767,1,1,0,1,1,1,1,0,1,0,0,0,0
S000001363,1,1,1,1,1,1,1,1,1,1,1,0,1
S000001703,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000024,1,1,1,1,1,0,1,1,1,0,1,1,0
S000005978,1,1,1,1,1,1,1,1,1,0,1,1,1
S000000868,1,1,1,0,0,0,0,0,0,0,0,0,0
S000001038,1,1,1,1,1,0,0,1,0,0,0,0,0
S000003890,1,1,0,1,0,1,0,1,0,0,0,0,0
S000001474,1,1,1,1,1,0,0,1,1,0,0,0,0
S000002249,1,1,1,1,0,0,1,0,1,0,1,1,1
S000001210,1,1,0,0,0,0,0,0,0,0,0,0,0
S000002549,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004835,1,1,1,0,0,0,0,0,0,0,0,0,0
S000028692,1,1,1,1,1,0,0,1,0,0,0,0,0
S000002272,1,1,1,1,1,1,1,1,1,1,0,0,0
S000001721,1,1,1,1,1,0,1,1,1,1,1,1,1
S000003776,1,1,1,1,0,0,1,1,0,1,0,0,0
S000001907,1,1,1,1,0,0,1,0,0,0,0,0,0
S000000667,1,1,1,0,0,1,1,0,0,0,0,0,0
S000005212,1,1,1,1,1,0,1,1,1,1,1,1,1
S000000221,1,1,1,1,1,1,1,1,1,0,1,1,0
S000005871,1,1,1,1,1,1,1,1,1,1,0,0,1
S000003003,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000669,1,1,1,1,1,1,1,1,1,1,1,0,0
S000003051,1,1,1,1,1,1,1,0,1,1,1,1,0
S000001169,0,1,0,0,1,0,0,0,0,0,0,0,0
S000004518,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005585,1,1,0,1,1,0,1,0,1,1,0,0,0
S000000120,1,1,1,1,0,1,1,1,1,0,1,0,0
S000005233,1,1,1,1,1,1,0,1,1,1,0,0,0
S000005148,1,1,1,1,0,0,0,0,0,1,1,0,0
S000001319,1,1,1,1,1,1,0,0,0,1,0,0,0
S000001759,1,1,1,1,0,0,1,0,1,0,0,1,0
S000001317,1,1,1,0,0,0,0,0,0,0,0,0,0
S000007283,1,1,1,1,0,1,1,1,0,0,0,0,0
S000001410,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001247,1,1,1,1,0,1,1,1,1,0,1,1,1
S000003141,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001087,1,1,1,1,1,0,1,1,0,1,1,0,0
S000001470,1,1,1,1,1,1,1,1,1,1,1,0,1
S000002660,1,1,1,0,0,1,1,0,0,1,0,0,0
S000001809,1,1,1,1,1,1,1,1,1,1,0,0,0
S000006277,1,1,1,1,0,0,1,1,0,0,0,0,0
S000006160,1,1,1,0,0,1,0,0,0,0,0,0,0
S000001773,1,1,1,1,0,1,1,1,0,1,0,0,0
S000002725,1,1,1,0,0,0,0,0,0,1,0,0,0
S000001589,1,1,1,1,0,0,0,1,1,1,0,0,1
S000005481,1,1,1,1,0,1,1,0,0,0,0,0,0
S000006313,1,1,1,1,0,0,1,0,1,1,1,1,1
S000000697,1,1,0,0,0,0,0,0,0,0,1,0,0
S000005602,1,1,1,1,1,1,1,1,1,1,0,0,0
S000003494,1,1,1,1,1,1,1,0,1,0,0,0,0
S000002202,1,1,1,1,0,1,0,1,0,0,0,0,1
S000002791,1,1,0,0,1,0,0,0,0,0,0,0,0
S000000984,1,1,1,1,0,1,0,0,0,0,0,0,0
S000006075,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003912,1,1,1,1,1,0,1,1,0,0,0,0,0
S000006250,1,1,0,0,1,0,0,0,0,0,0,0,0
S000002327,1,1,1,1,1,1,1,1,1,1,0,0,1
S000006302,1,0,1,1,0,0,0,1,0,1,0,0,0
S000000444,1,1,1,1,0,1,0,1,1,0,0,0,0
S000005366,1,1,1,1,1,1,1,1,1,0,1,1,1
S000007615,1,1,1,1,0,0,0,1,1,0,1,0,0
S000000834,1,1,0,1,1,0,1,0,0,0,0,0,0
S000004337,1,1,1,1,1,1,0,1,1,0,0,0,0
S000001503,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001690,1,1,1,1,1,1,1,1,1,0,1,1,1
S000003965,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006115,1,1,1,1,1,1,0,0,0,0,0,0,0
S000000140,1,1,1,0,0,0,0,0,0,0,0,0,0
S000001415,1,1,1,1,1,1,1,1,1,1,0,1,0
S000003817,1,1,0,1,0,0,0,0,0,0,0,0,0
S000005842,1,1,1,1,1,0,1,0,0,0,0,0,0
S000004588,1,1,1,0,0,0,0,0,0,0,0,0,0
S000001793,1,1,1,0,0,1,0,0,0,0,0,0,0
S000004009,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004705,1,1,1,1,0,0,0,0,0,0,0,0,0
S000003579,1,1,1,0,1,0,0,0,0,1,0,0,0
S000004565,1,1,1,1,1,1,0,1,1,0,0,1,0
S000001070,1,1,1,1,1,1,1,1,1,0,1,1,1
S000002182,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001367,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004863,1,1,1,1,0,0,1,1,1,1,0,0,0
S000005012,1,1,1,1,1,1,1,1,1,0,0,0,0
S000001270,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003553,1,1,1,0,0,1,0,0,0,0,1,0,0
S000001298,1,1,1,1,1,1,0,1,1,1,0,0,0
S000005715,1,1,0,0,1,0,0,0,0,0,0,0,0
S000003387,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004991,1,1,1,1,1,0,1,0,0,0,0,0,0
S000002973,1,0,1,1,1,0,1,1,1,0,1,1,0
S000003676,1,1,1,1,1,1,1,1,0,0,0,0,0
S000002432,0,0,0,0,0,0,0,0,0,0,0,0,0
S000004413,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004525,1,1,1,1,1,1,1,1,1,1,0,0,1
S000006359,1,1,1,1,1,1,1,0,1,0,0,0,0
S000005886,1,1,1,1,1,1,1,1,1,0,0,1,0
S000006020,1,1,1,1,0,1,0,0,0,0,0,0,0
S000002932,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004675,1,1,1,1,1,0,1,0,0,0,1,1,0
S000004193,1,1,1,1,0,1,0,0,0,0,1,0,0
S000004343,1,1,1,0,1,0,0,1,0,0,0,0,0
S000004629,1,1,1,1,1,0,0,0,1,1,0,0,0
S000004856,1,1,1,1,0,1,1,1,1,1,1,1,1
S000005429,1,1,1,1,0,1,1,1,0,1,1,0,0
S000002334,1,1,1,1,1,1,1,1,0,0,0,0,0
S000004075,1,1,1,0,1,0,0,0,1,0,0,0,0
S000005167,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004397,1,1,1,1,1,1,1,0,0,0,1,0,0
S000001864,1,1,1,1,1,1,1,1,1,1,1,0,0
S000001036,1,1,1,1,0,0,1,0,0,0,0,0,1
S000004804,1,1,1,1,1,0,0,0,0,0,1,1,0
S000005556,1,1,1,1,1,0,1,1,1,0,1,1,0
S000003752,1,1,1,1,1,1,1,1,1,1,1,0,1
S000003643,1,1,0,0,0,1,0,0,0,0,0,0,0
S000003087,1,1,1,1,0,1,1,1,1,1,0,0,0
S000000367,1,1,1,1,0,1,1,1,0,0,0,0,1
S000003249,1,1,1,1,1,0,0,0,0,0,0,0,0
S000005375,1,1,1,1,1,0,0,0,0,1,1,0,0
S000003680,1,1,1,1,0,1,1,1,1,1,0,0,0
S000007548,1,1,1,1,0,0,0,1,0,1,0,0,0
S000005218,1,1,1,1,0,1,0,1,0,1,1,0,0
S000006012,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001795,1,1,1,1,1,1,1,1,1,1,0,0,1
S000001573,1,1,0,1,0,1,1,1,0,0,0,0,0
S000004611,1,1,1,1,1,0,0,1,0,1,0,0,0
S000003203,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005296,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002867,1,1,1,1,0,0,1,0,1,0,1,1,1
S000004746,1,1,1,1,1,1,0,0,0,0,1,1,0
S000005119,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005564,1,1,1,1,1,1,1,1,0,1,0,0,0
S000000615,1,1,1,1,1,1,1,1,1,1,0,1,0
S000004431,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005154,1,1,0,0,1,1,0,0,0,1,0,0,0
S000002439,1,1,1,1,1,1,1,1,1,1,0,1,0
S000001272,1,1,1,1,1,1,1,1,1,1,0,0,0
S000000194,1,1,1,1,1,1,1,1,1,1,1,0,1
S000000678,1,1,0,0,0,0,1,0,0,0,0,0,0
S000000281,1,1,1,1,1,1,1,1,1,0,1,1,1
S000028721,1,1,1,0,0,0,0,0,0,0,0,0,0
S000001904,1,1,1,1,1,1,1,0,1,1,0,0,0
S000005477,1,1,0,0,0,0,0,0,0,0,0,0,0
S000002438,1,1,1,0,0,0,0,0,0,0,0,0,0
S000028580,0,0,0,0,0,0,0,1,0,0,0,0,0
S000002345,1,1,0,0,0,0,0,0,0,0,0,0,0
S000003104,1,1,1,0,0,1,0,1,0,0,1,0,0
S000000445,1,0,1,1,0,0,1,0,1,1,1,1,0
S000003903,1,1,0,0,0,0,0,0,0,1,0,0,0
S000004123,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005357,1,1,1,1,1,1,1,1,1,1,1,0,1
S000000476,1,1,1,1,1,1,1,1,1,0,0,0,1
S000002849,1,1,1,1,0,0,1,1,0,1,0,0,0
S000003107,1,1,1,1,0,1,1,0,1,0,1,0,0
S000003362,1,1,0,1,1,0,0,1,1,0,0,1,1
S000005746,1,1,1,1,1,1,1,1,1,0,1,1,0
S000002836,1,1,1,1,0,1,1,1,1,1,1,0,0
S000004914,1,1,1,1,1,0,0,0,0,1,1,1,0
S000001194,1,1,1,1,0,0,1,1,0,1,1,0,0
S000000142,1,1,0,0,1,0,0,0,0,0,0,0,0
S000001468,1,1,1,1,1,1,1,1,1,1,0,0,0
S000006344,1,1,1,1,1,1,1,1,1,0,1,0,0
S000003124,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004281,1,1,1,1,0,0,1,1,0,1,0,0,0
S000002408,1,1,1,1,1,1,1,1,1,1,1,1,0
S000006368,1,1,1,1,1,1,0,0,1,1,0,0,0
S000000448,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002817,1,1,1,1,1,1,1,1,1,0,0,0,0
S000003721,1,1,1,1,1,1,1,1,1,1,1,1,1
S000028810,0,0,0,0,0,0,0,0,0,0,0,0,0
S000005417,1,1,1,1,0,1,0,0,1,1,0,0,0
S000005625,1,1,1,1,0,1,1,1,1,1,1,0,0
S000002313,1,1,1,1,1,1,0,0,0,1,1,0,0
S000000273,1,1,1,1,1,1,1,1,1,1,1,1,0
S000004822,1,1,1,0,0,0,1,1,0,0,1,0,0
S000001021,1,1,1,0,0,0,1,0,0,0,1,0,0
S000002170,1,1,0,1,0,0,1,1,1,1,1,1,1
S000000224,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004167,1,1,0,1,1,0,1,1,0,0,0,0,0
S000002158,1,1,1,1,0,0,1,1,1,1,1,0,0
S000001911,1,1,1,1,1,1,1,1,1,1,0,1,1
S000002762,1,1,1,1,1,1,1,0,1,1,0,0,0
S000002508,1,1,1,1,1,1,1,0,0,1,1,0,0
S000003672,1,1,1,1,1,1,1,1,1,0,0,0,0
S000003850,1,1,1,1,1,1,1,1,1,1,0,1,1
S000003947,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002134,0,1,1,0,0,0,0,0,0,0,0,0,0
S000003240,1,1,1,1,0,1,1,1,1,1,0,0,0
S000004802,1,1,1,1,1,1,0,1,1,0,0,0,0
S000003872,1,1,1,1,0,0,0,0,0,1,0,0,0
S000005753,1,1,1,0,0,1,1,0,0,0,0,0,0
S000000107,1,1,1,1,1,0,1,1,1,1,1,1,0
S000000289,1,1,1,1,0,1,1,1,1,1,1,0,0
S000004247,1,1,0,1,0,0,0,0,1,0,0,0,0
S000000013,1,1,1,1,1,1,1,1,1,0,0,0,0
S000004929,1,1,1,1,0,1,1,0,1,0,0,1,0
S000005063,1,1,1,1,1,1,1,0,0,1,1,0,0
S000001813,1,1,1,1,1,1,1,0,1,1,0,1,0
S000004181,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000350,1,1,1,0,0,1,0,0,0,0,0,0,0
S000003304,1,1,1,1,1,1,1,1,1,0,0,0,0
S000000362,1,1,1,1,1,1,0,1,1,0,0,0,0
S000000459,1,1,1,1,0,0,1,0,1,1,1,0,0
S000003898,1,1,1,1,1,1,1,1,1,1,1,1,0
S000001647,1,1,1,1,1,1,1,1,1,0,0,0,0
