Gene,Cytoplasm,Nucleus,Mitochondrion,Cell membrane,Cytoskeleton,Ribosome,Endoplasmic reticulum,Secreted,Vacuole,Peroxisome,Golgi,Endosome,Lysosome
S000028693,1,1,1,1,1,1,0,1,0,0,0,0,0
S000004038,1,1,1,1,0,1,1,1,1,1,0,0,0
S000005182,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005877,1,1,1,0,1,1,0,0,0,0,0,0,0
S000005929,1,1,1,1,1,1,0,0,0,0,0,0,0
S000006398,1,1,1,1,0,1,1,1,1,1,1,1,0
S000003024,1,1,1,1,1,1,0,1,1,0,0,0,0
S000001387,1,1,1,1,1,1,1,1,1,1,0,1,0
S000004121,1,1,1,1,1,1,1,1,1,1,1,0,0
S000000735,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004987,1,1,0,0,1,0,0,0,0,0,0,1,0
S000000852,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000056,1,1,1,1,0,1,0,1,0,1,0,0,0
S000000768,1,1,1,1,1,0,1,1,1,1,1,1,0
S000004183,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005939,1,1,0,1,1,1,0,0,0,0,0,0,0
S000003993,1,1,0,0,0,1,0,0,0,0,0,0,0
S000004190,1,1,1,1,1,1,1,1,1,0,0,0,0
S000000679,1,1,1,1,1,1,1,1,1,1,0,0,1
S000006335,1,1,1,1,1,1,1,0,1,0,1,0,0
S000007261,1,1,1,1,0,1,1,1,0,1,1,0,0
S000003073,1,1,1,1,1,1,1,1,1,1,1,1,0
S000001146,1,1,1,1,1,1,1,1,1,1,1,0,0
S000005987,1,1,1,1,1,0,1,0,0,0,0,0,0
S000028696,1,1,1,1,0,0,0,1,1,0,0,0,0
S000000475,1,1,0,1,1,1,0,0,0,0,1,0,0
S000005355,1,1,1,1,0,1,1,1,1,1,0,1,0
S000000057,1,1,1,1,0,1,0,1,0,0,0,0,0
S000002669,1,1,1,1,1,0,1,1,1,0,1,0,0
S000004184,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005426,1,1,1,1,0,0,1,1,1,1,1,1,1
S000001944,1,1,1,0,0,0,1,0,0,0,1,0,0
S000001156,1,1,0,1,1,0,1,1,1,0,1,1,1
S000006194,1,1,1,1,1,1,1,1,1,0,1,0,0
S000001232,1,1,1,1,0,1,1,1,1,0,0,0,0
S000005829,1,1,1,1,1,1,1,1,1,1,1,1,0
S000028595,1,1,1,0,0,0,1,0,0,1,0,0,0
S000005255,1,1,1,1,1,1,0,0,1,0,0,0,0
S000005112,1,0,1,0,0,0,0,0,0,0,0,0,0
S000005404,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003170,1,1,1,1,1,1,1,1,1,1,1,1,0
S000005405,1,1,1,1,1,1,1,0,0,0,0,0,0
S000000812,1,1,0,0,0,0,0,0,0,1,0,0,0
S000004024,1,1,1,1,1,0,1,1,1,0,1,1,1
S000003126,1,1,1,1,1,1,1,1,1,0,0,0,0
S000000962,0,0,0,0,0,0,0,0,0,0,0,0,0
S000003173,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000282,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003244,1,1,1,1,0,0,1,1,1,1,0,0,0
S000004055,1,1,1,1,0,1,1,0,1,1,1,1,0
S000004897,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002915,1,1,0,1,1,0,0,0,0,0,0,1,0
S000000830,1,1,1,1,0,1,0,1,1,1,0,0,0
S000000026,1,1,1,1,0,0,1,0,1,1,1,0,0
S000002987,1,1,1,1,1,1,1,0,1,0,0,0,0
S000000924,1,1,1,1,1,1,1,1,1,0,1,1,1
S000001728,1,1,1,1,1,0,1,1,1,1,1,1,1
S000004008,1,1,1,1,1,1,1,0,1,1,1,1,0
S000001673,1,1,1,1,1,1,1,1,1,0,1,1,1
S000004809,1,1,1,0,0,0,1,0,0,0,0,0,0
S000028694,1,0,0,0,0,0,0,0,0,0,0,0,0
S000002795,1,0,1,1,0,0,0,0,1,0,0,0,0
S000002703,1,1,1,1,0,1,1,1,1,0,0,0,0
S000001031,1,1,0,0,1,1,0,0,0,1,0,0,0
S000003319,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005779,1,1,1,1,1,1,1,0,0,0,1,0,0
S000004552,1,1,1,1,0,1,1,1,0,1,1,0,0
S000002898,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002326,1,1,1,1,1,1,1,1,1,0,0,0,0
S000006136,1,1,1,1,0,1,0,0,0,0,0,0,0
S000006371,1,1,1,1,1,1,1,1,1,1,0,0,0
S000004613,1,1,1,1,1,1,1,1,1,1,1,1,0
S000028423,1,1,0,1,0,0,1,1,0,0,1,0,0
S000000878,1,1,1,0,0,0,1,1,0,0,0,0,0
S000003367,1,1,1,1,1,1,1,1,1,0,0,1,1
S000000856,1,1,1,1,1,1,0,1,1,1,0,0,0
S000000269,1,1,0,1,1,0,1,0,0,0,0,0,0
S000000311,1,1,1,1,1,1,0,1,0,1,0,0,0
S000000960,1,1,0,1,0,0,0,0,0,0,0,0,0
S000003836,1,1,1,1,1,0,1,1,1,1,1,1,0
S000001485,1,1,1,1,1,0,1,1,1,1,1,1,1
S000003166,1,1,0,1,1,0,1,1,1,0,1,1,0
S000004533,1,1,0,1,0,1,1,0,1,1,1,0,0
S000004764,1,1,1,1,0,0,1,0,1,1,0,1,0
S000000804,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005079,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005529,1,1,1,1,0,1,1,1,1,0,1,0,0
S000000078,1,1,1,1,1,0,1,0,0,0,0,0,0
S000005547,1,1,1,0,0,1,0,0,0,0,1,0,0
S000002248,1,1,1,1,0,0,1,1,0,0,0,0,0
S000028520,1,1,0,0,1,0,0,0,0,0,0,0,0
S000005680,1,1,1,1,1,1,1,0,0,1,1,0,0
S000000439,1,1,1,1,0,0,1,1,1,0,1,1,0
S000000643,1,1,1,1,1,1,0,0,0,0,0,0,0
S000000052,1,1,1,1,1,1,0,1,1,0,0,1,0
S000002483,1,1,1,1,1,1,0,0,0,0,0,0,0
S000006181,1,1,1,1,1,0,0,1,0,0,0,0,0
S000004170,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004054,1,1,1,1,1,0,1,0,1,1,0,0,1
S000002870,1,1,1,1,0,1,1,0,0,0,0,0,0
S000028639,0,0,0,0,0,0,0,1,0,0,0,0,0
S000002232,1,1,1,1,1,1,1,0,1,0,0,1,1
S000000055,1,1,1,0,0,1,0,0,0,0,0,0,0
S000004537,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004739,1,1,0,0,1,0,0,1,0,0,0,0,0
S000028851,0,0,0,0,0,0,0,1,0,0,0,0,0
S000002421,1,1,1,1,1,1,0,0,0,0,0,0,0
S000001373,1,1,1,1,0,1,1,1,1,1,0,1,0
S000005260,1,1,1,1,1,1,1,1,1,1,1,0,0
S000000332,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005662,1,1,1,1,0,1,1,1,1,1,1,0,0
S000003395,1,1,1,1,1,1,1,1,1,0,1,1,1
S000002931,1,1,0,1,1,1,0,0,1,0,0,0,0
S000003741,1,1,1,0,0,0,0,0,0,0,0,0,0
S000002399,1,1,1,1,1,1,1,1,1,1,1,0,0
S000001908,1,1,1,1,0,0,1,1,0,0,1,0,0
S000003952,1,1,1,1,1,0,1,1,1,1,1,0,1
S000005535,1,1,1,1,0,1,0,1,1,0,0,0,0
S000004356,1,1,1,1,0,0,0,1,0,0,1,0,0
S000004294,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000197,1,1,1,1,1,0,1,1,1,0,1,1,1
S000002796,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003519,1,1,1,1,1,1,1,1,1,1,1,0,1
S000005472,1,1,0,1,1,0,1,0,1,0,1,1,1
S000001782,1,1,1,0,0,0,0,1,0,0,0,0,0
S000003593,1,1,1,1,1,1,1,0,0,1,1,0,0
S000003905,1,1,1,1,0,1,1,0,0,0,0,0,0
S000003789,0,0,0,0,0,0,0,0,0,0,0,0,0
S000003882,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000417,1,1,1,1,1,1,0,1,1,1,0,0,0
S000004889,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005476,1,1,1,1,1,1,1,1,1,0,0,0,0
S000006438,1,1,1,1,0,1,1,0,1,0,0,0,0
S000003333,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004034,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001238,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003839,1,1,1,1,1,1,1,1,1,1,0,0,1
S000001276,1,0,1,1,0,0,1,1,1,1,1,0,0
S000001752,1,1,1,1,0,0,1,1,1,1,1,0,0
S000000058,1,1,1,1,1,1,1,1,1,1,1,1,0
S000004742,1,1,1,1,1,0,0,0,1,0,1,0,1
S000001241,1,1,1,1,0,1,0,0,0,0,0,0,0
S000007351,0,0,0,0,0,0,0,0,0,0,0,0,0
S000000329,1,1,1,1,0,0,1,0,1,1,0,0,0
S000004098,1,1,1,0,0,1,0,0,0,1,0,0,0
S000001814,1,1,1,1,1,0,0,1,1,1,0,1,0
S000002989,1,1,1,1,1,0,1,0,0,1,0,0,0
S000000421,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004720,1,1,1,0,0,0,0,1,1,0,0,0,0
S000006165,1,1,1,1,0,1,1,0,0,0,1,0,0
S000000525,0,0,0,0,0,0,0,0,0,0,0,0,0
S000002243,1,1,1,1,0,1,1,1,1,1,0,0,0
S000001775,1,1,1,1,0,0,1,1,1,1,1,1,0
S000004571,1,1,1,1,1,1,1,0,1,1,1,1,0
S000000764,1,1,1,0,0,0,0,0,0,0,0,0,0
S000005463,1,1,1,1,0,0,1,1,1,1,1,0,0
S000001300,1,1,1,1,1,1,1,1,1,0,0,0,0
S000004635,1,1,1,1,1,0,1,1,1,0,1,1,0
S000005923,1,1,1,1,1,0,1,1,1,1,1,1,1
S000002274,1,1,0,1,1,1,1,0,0,1,1,0,0
S000007390,0,0,0,0,0,0,0,0,0,0,0,0,0
S000005974,1,1,1,1,0,0,1,1,1,1,1,0,1
S000004423,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000098,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003482,1,1,1,1,1,1,0,0,1,0,0,0,0
S000004059,1,1,1,0,0,1,1,0,0,0,0,0,0
S000002585,1,1,1,1,0,1,1,1,1,1,0,0,0
S000002129,1,1,1,1,1,0,1,1,1,0,1,1,0
S000001103,1,1,1,1,1,1,1,1,1,0,1,1,0
S000000780,0,0,0,0,0,0,0,0,0,0,0,0,0
S000004670,1,1,1,1,0,1,0,0,1,0,0,0,0
S000000109,1,1,1,1,0,1,0,0,0,0,0,0,0
S000003937,1,1,1,1,0,1,1,1,1,0,0,1,0
S000002247,1,1,1,1,1,1,1,0,1,1,1,0,0
S000006276,1,1,1,1,1,1,1,1,1,0,0,0,1
S000003695,1,1,1,1,1,1,1,1,1,0,1,1,0
S000004238,1,1,1,1,1,1,1,1,1,0,0,0,0
S000007228,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000613,1,1,1,1,0,1,0,1,1,1,0,0,0
S000001761,1,1,1,1,0,1,1,1,1,1,1,0,1
S000004568,1,1,1,1,0,1,1,1,1,1,1,1,0
S000000807,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004713,1,1,1,1,1,1,0,1,0,1,0,0,0
S000001268,1,1,1,1,0,0,0,1,0,1,1,0,0
S000005456,1,1,1,1,0,1,1,1,1,1,1,0,1
S000004478,1,1,1,1,1,1,1,1,1,1,1,1,0
S000001903,1,1,1,0,0,0,0,0,1,0,0,0,0
S000005442,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003880,1,1,1,1,1,1,1,1,1,1,0,0,1
S000005747,1,1,1,1,0,1,1,0,0,1,1,0,0
S000000872,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005175,1,1,1,1,1,1,1,1,1,1,1,1,1
S000028683,1,1,1,0,0,0,0,1,1,0,0,0,0
S000001617,1,1,1,1,0,1,1,1,0,1,1,0,0
S000005475,1,1,1,1,1,1,0,1,0,0,0,0,0
S000000019,1,1,1,1,1,1,1,1,1,0,1,1,1
S000002582,1,1,1,0,0,1,0,0,0,0,1,0,0
S000002523,1,1,1,1,0,1,0,0,0,0,0,0,0
S000004669,1,1,1,1,1,0,1,1,1,0,1,0,0
S000001411,1,1,1,1,1,1,1,0,0,0,0,0,0
S000003198,1,1,1,1,1,0,1,1,1,0,1,0,1
S000003359,1,1,1,0,0,0,0,0,1,1,1,0,1
S000001369,1,1,1,1,1,1,1,1,1,1,0,0,0
S000006022,1,1,1,1,1,1,0,1,1,0,1,0,0
S000028632,0,0,0,0,0,0,0,1,0,0,0,0,0
S000001312,1,1,1,1,1,1,0,1,1,0,1,1,0
S000028571,1,1,1,1,0,0,0,1,0,0,1,0,0
S000005138,1,1,0,1,1,0,1,1,1,0,0,0,0
S000000391,1,1,1,1,1,0,1,1,1,0,1,1,1
S000000981,1,1,1,1,1,1,0,1,0,0,0,0,0
S000003195,1,1,1,0,0,1,0,0,0,0,0,0,0
S000004201,1,1,1,1,1,0,1,1,1,1,1,1,1
S000005768,1,1,1,1,1,0,0,0,0,0,0,0,0
S000005954,1,1,1,0,0,0,0,0,0,0,1,0,0
S000003910,1,1,0,0,1,0,0,0,0,1,0,1,1
S000003446,1,1,1,1,1,1,1,1,0,1,0,0,0
S000004798,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000792,1,1,0,0,0,0,0,0,0,1,0,0,0
S000006039,1,1,1,0,0,1,0,0,0,0,0,0,0
S000001841,1,1,1,1,0,1,1,1,1,1,1,0,0
S000006116,1,1,1,1,1,0,1,0,1,0,1,1,1
S000000609,1,1,0,0,0,1,0,0,0,0,1,0,0
S000002787,1,1,1,1,1,1,0,1,1,0,0,0,0
S000002816,1,1,1,1,1,1,1,1,1,1,0,0,0
S000003846,1,1,1,1,1,1,1,1,1,0,1,1,0
S000000671,1,1,1,1,1,0,1,1,1,0,1,1,1
S000004767,1,1,1,1,0,1,0,0,0,0,0,0,0
S000007354,0,0,0,0,0,0,0,0,0,0,0,0,0
S000004860,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000544,1,1,1,1,1,1,0,0,1,1,1,1,1
S000002512,1,1,1,1,0,0,1,1,1,0,1,1,0
S000000743,1,1,1,1,0,0,1,1,0,1,1,0,0
S000005425,1,1,1,1,1,1,1,1,1,0,1,0,0
S000006215,1,1,1,1,0,0,0,1,0,1,0,0,0
S000001941,1,1,1,1,0,0,1,1,0,1,1,0,0
S000005290,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004606,1,1,1,1,1,0,1,1,1,1,1,1,1
S000003896,1,1,0,0,1,1,0,0,0,0,0,0,0
S000005159,1,1,1,0,1,0,0,0,0,0,0,0,0
S000005835,1,1,0,1,1,1,0,0,0,0,0,0,0
S000028514,1,1,1,0,1,0,0,0,0,0,0,0,0
S000000890,1,1,1,1,1,1,1,1,1,0,0,1,1
S000004221,1,1,1,1,1,1,1,1,1,1,1,0,0
S000004354,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000009,1,1,1,0,1,0,1,0,0,0,0,0,0
S000005710,1,1,1,1,1,1,1,1,1,1,1,1,0
S000002223,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002985,1,1,1,1,1,1,1,1,1,0,0,0,1
S000005009,1,1,1,1,0,1,1,1,1,1,0,1,1
S000004994,1,1,1,1,0,0,1,1,1,0,1,1,1
S000000404,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005224,1,1,1,1,1,1,1,1,1,1,1,1,0
S000000156,1,1,0,1,1,0,1,0,1,0,1,1,0
S000005198,1,1,1,1,0,1,0,0,0,0,0,0,0
S000005050,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005660,1,1,1,1,1,0,1,0,1,0,0,1,0
S000005249,1,1,1,1,1,0,1,1,1,1,1,0,1
S000005380,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001722,1,1,1,1,1,0,1,1,1,1,1,1,1
S000003318,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002766,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003046,1,1,1,1,1,1,0,0,0,1,0,0,0
S000005801,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004672,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006157,1,1,1,1,1,0,1,0,1,0,1,1,1
S000003428,1,1,1,0,1,0,1,0,0,0,0,0,0
S000005015,1,1,1,1,1,1,1,1,1,1,0,0,1
S000001811,1,1,1,1,0,0,0,1,1,0,0,0,0
S000005236,1,1,1,1,1,1,0,0,0,1,1,0,0
S000001011,1,1,0,1,1,0,1,0,1,0,1,1,0
S000002896,1,1,1,1,1,0,1,1,1,1,1,1,1
S000004421,1,1,1,1,1,0,0,1,1,1,1,1,0
S000000454,1,1,0,1,0,0,0,0,1,0,1,1,1
S000028573,1,1,1,1,0,0,0,0,0,1,0,0,0
S000001649,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005243,1,1,1,1,0,1,1,1,0,0,0,0,0
S000003980,1,1,1,1,0,1,0,1,1,1,1,0,0
S000005578,1,1,0,0,1,1,0,0,0,0,0,0,0
S000003230,0,0,0,0,0,0,0,0,0,0,0,0,0
S000001245,1,1,0,1,0,0,1,1,1,1,1,0,0
S000028739,1,0,0,1,0,1,1,1,0,0,0,0,0
S000001457,1,1,1,1,1,1,1,1,1,0,1,0,1
S000005352,1,1,1,1,0,1,0,0,0,0,0,1,0
S000001694,1,1,1,1,0,1,1,1,1,1,0,0,0
S000000139,1,1,1,1,1,1,0,0,0,0,0,0,0
S000001349,1,1,1,1,0,1,0,0,0,1,0,0,0
S000000698,1,1,0,1,1,0,1,1,1,0,1,0,0
S000001091,1,1,1,1,0,0,1,1,0,0,1,0,0
S000004179,1,1,1,1,1,1,1,1,1,1,0,1,1
S000001926,1,1,1,1,1,1,1,1,1,0,1,0,0
S000005839,1,1,1,0,1,1,0,0,0,0,0,0,0
S000005637,1,1,0,0,0,0,0,0,0,0,0,0,0
S000005424,1,1,1,0,1,0,0,0,0,0,0,0,0
S000002344,1,1,1,1,1,1,1,1,1,1,1,1,1
S000007408,0,0,0,0,0,0,0,0,0,0,0,0,0
S000002653,1,1,1,1,1,0,1,1,1,1,1,1,1
S000002891,1,1,1,1,1,0,1,1,1,1,1,1,1
S000000699,1,1,1,1,0,1,0,0,1,0,0,0,0
S000002486,1,1,1,1,1,1,1,0,0,0,0,0,0
S000001931,1,1,1,1,0,0,1,0,1,0,0,1,0
S000028691,1,1,1,0,0,0,0,0,0,0,0,0,0
S000004946,1,1,1,1,1,1,1,1,1,0,0,0,1
S000005658,1,1,1,1,1,0,1,1,1,1,1,1,1
S000003644,1,1,0,1,1,0,1,0,1,1,1,0,0
S000004936,1,1,1,1,1,0,0,0,0,0,0,0,0
S000001612,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005644,1,1,0,0,0,0,0,0,1,0,0,0,0
S000004490,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001674,1,1,1,1,1,1,1,0,1,1,1,1,0
S000003543,1,1,1,0,1,0,0,0,0,1,0,0,0
S000005315,1,1,1,1,1,1,1,1,1,1,0,1,1
S000000360,1,1,1,1,1,1,0,1,0,0,0,0,0
S000007270,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002558,1,1,1,0,0,0,0,0,0,0,0,0,0
S000001073,1,1,1,1,1,1,1,0,0,0,0,0,0
S000004948,1,1,1,1,0,0,0,1,1,1,1,0,0
S000004580,1,1,1,0,1,0,1,0,0,1,1,0,0
S000004164,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004832,1,1,0,1,1,1,1,0,0,0,0,0,0
S000005018,1,1,0,1,1,0,0,0,1,0,1,0,1
S000004965,1,1,1,1,1,1,1,1,1,1,1,1,0
S000004391,1,1,1,1,1,1,1,1,0,0,0,0,0
S000001420,1,1,1,1,1,0,1,1,1,1,0,0,1
S000000263,1,1,1,1,1,0,1,1,1,0,1,1,0
S000001291,1,0,1,1,0,0,1,1,1,0,0,1,0
S000001834,1,1,1,1,0,0,0,1,0,1,0,0,0
S000003122,1,1,1,1,1,1,0,1,1,0,0,0,0
S000005194,1,1,1,1,1,1,1,1,1,0,1,1,1
S000005522,1,1,1,1,0,1,1,1,0,0,0,0,0
S000004836,1,1,1,1,1,1,1,1,1,1,0,1,0
S000006265,1,1,1,1,0,1,1,0,0,1,0,0,0
S000006110,1,1,1,1,0,0,1,1,0,0,0,0,0
S000005413,1,1,1,1,0,1,1,1,1,1,0,0,0
S000003116,1,1,1,1,1,1,1,1,1,1,0,1,0
S000004774,1,1,1,1,1,1,1,1,1,0,0,1,0
S000004195,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002350,0,0,0,0,0,0,0,0,0,0,0,0,0
S000001372,1,1,1,1,1,1,1,1,1,0,0,0,0
S000003662,1,1,1,1,1,0,1,1,1,0,1,0,0
S000002676,1,1,1,1,0,1,0,0,0,0,0,0,0
S000002279,1,1,1,1,1,0,1,1,1,1,1,0,0
S000002586,1,1,0,0,0,0,0,0,1,0,0,0,1
S000002303,1,1,1,1,0,0,1,1,1,0,1,0,0
S000003224,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005099,1,1,1,1,1,0,1,0,0,0,0,0,0
S000006169,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005594,1,1,1,1,0,0,1,1,1,0,0,0,0
S000001751,1,1,1,1,0,1,0,1,0,1,0,0,0
S000000505,1,1,1,1,1,0,0,1,0,0,0,0,0
S000000889,1,1,1,1,1,1,0,1,1,0,0,0,1
S000004104,1,1,1,1,1,0,1,0,1,1,1,1,0
S000004717,1,1,0,0,1,0,0,0,0,0,0,0,0
S000028769,1,1,1,0,0,0,0,0,0,0,0,0,0
S000004886,1,1,1,1,1,1,1,1,1,0,0,0,0
S000005668,1,1,1,1,1,1,1,1,0,1,0,0,0
S000004927,1,1,1,1,0,1,1,1,1,1,1,0,0
S000000290,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004166,1,1,1,1,1,1,0,1,0,0,0,0,0
S000005809,1,1,1,1,0,1,1,1,1,1,1,0,0
S000007345,0,0,0,0,0,0,0,0,0,0,0,0,0
S000002268,1,1,1,1,1,1,1,1,1,0,0,0,1
S000003505,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000199,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000326,1,1,1,1,0,1,0,0,0,0,0,0,0
S000000261,1,1,0,0,1,0,0,0,0,0,0,0,0
S000006273,1,1,1,1,1,1,1,1,1,1,1,0,1
S000001846,1,1,1,1,0,0,1,1,1,1,1,1,1
S000005431,1,1,0,1,1,0,1,0,0,0,0,0,0
S000000412,1,1,1,1,0,1,1,1,1,1,1,0,1
S000003944,1,1,1,1,1,0,1,1,1,1,1,1,0
S000005420,1,1,1,0,0,0,0,1,0,0,0,0,0
S000000822,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000462,1,1,0,1,1,1,0,0,0,1,1,0,0
S000003541,1,1,1,1,1,0,1,1,1,1,1,1,0
S000000873,1,1,0,1,1,0,0,0,0,0,1,0,0
S000001063,1,1,1,1,1,1,1,1,1,1,0,0,0
S000003972,1,1,0,1,1,0,0,0,0,0,1,0,0
S000004963,1,1,1,0,1,0,0,0,0,0,1,0,0
S000003857,1,1,1,1,0,1,0,0,0,1,0,0,0
S000004486,1,1,1,1,1,1,1,1,1,0,0,1,0
S000004906,1,1,1,1,0,0,1,1,1,0,1,1,0
S000003557,1,1,0,1,1,1,1,0,1,1,1,1,0
S000006109,1,1,1,1,0,0,1,1,1,1,0,0,0
S000007364,0,0,0,0,0,0,0,0,0,0,0,0,0
S000000029,1,1,1,1,1,0,1,0,0,1,0,0,0
S000002280,1,1,1,1,0,1,1,0,1,1,1,1,0
S000000335,1,1,1,1,1,0,1,1,1,1,1,1,1
S000003771,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001235,1,1,1,1,1,0,1,0,1,1,1,0,0
S000004460,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004448,1,1,1,0,1,0,0,0,0,0,0,0,0
S000002524,1,1,1,0,0,1,0,0,0,0,0,0,0
S000001792,1,1,1,1,1,1,1,1,1,0,0,0,1
S000004956,1,1,1,1,0,0,1,0,1,1,1,0,0
S000003714,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005971,1,1,1,1,1,0,1,1,1,1,1,1,1
S000001384,1,1,0,1,1,1,0,0,0,0,0,0,0
S000004180,1,1,1,1,1,1,1,0,1,1,1,1,1
S000001032,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000165,1,1,0,1,1,0,1,0,1,0,1,1,0
S000000234,1,1,1,0,1,1,0,0,0,0,1,0,0
S000002396,1,1,1,0,0,0,1,1,1,0,1,0,0
S000003045,1,1,1,1,1,1,1,1,1,1,0,1,0
S000001129,1,1,1,1,1,1,0,1,1,0,0,0,0
S000002416,1,1,1,1,1,1,1,1,1,1,0,1,1
S000001882,1,1,1,0,1,1,0,0,0,0,0,0,0
S000005805,1,1,1,1,1,1,0,0,0,0,1,0,0
S000005773,1,1,1,1,1,1,1,1,1,0,1,0,0
S000006338,1,1,1,0,0,0,0,0,0,1,0,0,0
S000000943,1,1,1,1,1,1,1,1,1,1,0,0,1
S000000936,1,1,0,1,1,0,0,0,1,1,0,0,1
S000028640,1,1,1,0,0,0,0,1,0,0,0,0,0
S000004084,1,1,0,0,1,0,0,0,0,0,0,0,0
S000006393,1,1,1,1,1,1,1,1,1,1,0,1,0
S000001338,1,1,1,1,1,0,1,1,1,1,1,1,1
S000004071,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003951,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005664,1,1,1,1,1,0,1,1,1,1,0,1,0
S000000759,1,1,1,1,0,0,1,0,0,1,1,0,0
S000005328,1,1,1,1,0,1,0,0,0,0,0,0,0
S000001588,1,1,0,1,0,0,1,0,0,0,0,0,0
S000000432,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003177,1,1,1,1,1,1,1,1,1,1,0,1,0
S000003513,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000753,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002776,1,1,1,1,0,1,1,1,1,1,1,0,0
S000000218,1,1,1,1,0,0,1,1,1,1,1,0,0
S000000229,1,1,1,1,1,1,1,0,1,0,1,0,0
S000000841,1,1,1,1,0,0,1,1,1,0,1,1,0
S000003658,1,1,1,1,1,1,1,1,0,0,0,0,0
S000005966,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000782,1,1,1,0,1,1,0,0,0,0,0,0,0
S000004364,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001407,1,1,1,1,0,1,0,1,0,0,0,0,0
S000003164,1,1,1,1,0,0,1,1,1,1,0,0,0
S000003520,1,1,1,1,0,1,0,1,1,0,0,0,0
S000000773,1,1,1,1,0,0,1,1,0,1,0,0,0
S000004434,1,1,1,1,1,1,1,1,1,0,1,0,1
S000003567,1,1,1,1,1,1,1,0,1,1,0,0,0
S000004721,1,1,1,1,0,1,0,0,0,0,0,0,0
S000000312,1,1,1,1,1,0,1,0,1,0,0,0,1
S000002890,1,1,1,0,1,1,0,0,1,0,0,0,0
S000001739,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005348,1,1,0,1,1,0,1,0,0,0,1,0,0
S000004953,1,1,1,1,1,0,1,1,1,1,1,1,1
S000003400,1,1,1,1,1,0,1,0,1,1,1,0,0
S000006025,1,1,1,1,1,1,1,1,0,0,0,0,0
S000004077,1,1,1,1,1,0,1,0,1,1,0,1,0
