raw_probe_id	mapped_gene_id	mapping_status	mapping_method
FGRAMPH1_01G22135	FGRAMPH1_01G22135	mapped	direct_gene_id
FGRAMPH1_01G13931	FGRAMPH1_01G13931	mapped	direct_gene_id
FGRAMPH1_01G18897	FGRAMPH1_01G18897	mapped	direct_gene_id
FGRAMPH1_01G01083	FGRAMPH1_01G01083	mapped	direct_gene_id
FGRAMPH1_01G23109	FGRAMPH1_01G23109	mapped	direct_gene_id
FGRAMPH1_01G02001	FGRAMPH1_01G02001	mapped	direct_gene_id
FGRAMPH1_01G17367	FGRAMPH1_01G17367	mapped	direct_gene_id
FGRAMPH1_01G20719	FGRAMPH1_01G20719	mapped	direct_gene_id
FGRAMPH1_01G19463	FGRAMPH1_01G19463	mapped	direct_gene_id
FGRAMPH1_01G17903	FGRAMPH1_01G17903	mapped	direct_gene_id
FGRAMPH1_01G25107	FGRAMPH1_01G25107	mapped	direct_gene_id
FGRAMPH1_01G17287	FGRAMPH1_01G17287	mapped	direct_gene_id
FGRAMPH1_01G16537	FGRAMPH1_01G16537	mapped	direct_gene_id
FGRAMPH1_01G06103	FGRAMPH1_01G06103	mapped	direct_gene_id
FGRAMPH1_01G16193	FGRAMPH1_01G16193	mapped	direct_gene_id
FGRAMPH1_01G22583	FGRAMPH1_01G22583	mapped	direct_gene_id
FGRAMPH1_01G06139	FGRAMPH1_01G06139	mapped	direct_gene_id
FGRAMPH1_01G05381	FGRAMPH1_01G05381	mapped	direct_gene_id
FGRAMPH1_01G20991	FGRAMPH1_01G20991	mapped	direct_gene_id
FGRAMPH1_01G00867	FGRAMPH1_01G00867	mapped	direct_gene_id
FGRAMPH1_01G18055	FGRAMPH1_01G18055	mapped	direct_gene_id
FGRAMPH1_01G04443	FGRAMPH1_01G04443	mapped	direct_gene_id
FGRAMPH1_01G02665	FGRAMPH1_01G02665	mapped	direct_gene_id
FGRAMPH1_01G23255	FGRAMPH1_01G23255	mapped	direct_gene_id
