node_id	species	protocol	label	split	rescue_count	rescue_frequency	stable_rescued_ge2	confidence_tier	mean_delta_probability	std_delta_probability
FGRAMPH1_01G23317	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.07781404256820679	0.12205473150425741
FGRAMPH1_01G23709	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.21217468976974488	0.04211490418129283
FGRAMPH1_01G23825	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.100111448764801	0.05329963082715362
FGRAMPH1_01G23921	fgraminearum	fgraminearum_newlabel	1	test	1	0.2	False	seed_specific_rescued	0.24046221375465393	0.11608105682663308
FGRAMPH1_01G23963	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.04016600847244267	0.013945699720388928
FGRAMPH1_01G23975	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.006574940681457498	0.008623164344016785
FGRAMPH1_01G24009	fgraminearum	fgraminearum_newlabel	1	test	2	0.4	True	stable_rescued	0.07698996495455503	0.2785393144688511
FGRAMPH1_01G24015	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.025885117053985596	0.09390356470765332
FGRAMPH1_01G24121	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.2059401750564575	0.15070690940791298
FGRAMPH1_01G24167	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.07981919050216668	0.04241784355719034
FGRAMPH1_01G24217	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.03810995817184448	0.03798108391237481
FGRAMPH1_01G24479	fgraminearum	fgraminearum_newlabel	1	test	5	1.0	True	high_confidence_rescued	0.7903999641537667	0.03724286665664884
FGRAMPH1_01G24533	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.019988381862640424	0.01722631077028591
FGRAMPH1_01G24715	fgraminearum	fgraminearum_newlabel	1	test	1	0.2	False	seed_specific_rescued	0.3638995155692101	0.1393083721174888
FGRAMPH1_01G24727	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.029377841949462847	0.004809214045469395
