raw_id	mapped_gene_id	mapping_status	mapping_method	mapping_evidence
FGSG_00287	FGRAMPH1_01G00773	mapped	alias_bridge	STRING aliases bridge
FGSG_00288	FGRAMPH1_01G00775	mapped	alias_bridge	STRING aliases bridge
FGSG_00289	FGRAMPH1_01G00777	mapped	alias_bridge	STRING aliases bridge
FGSG_00291	FGRAMPH1_01G00781	mapped	alias_bridge	STRING aliases bridge
FGSG_00292	FGRAMPH1_01G00785	mapped	alias_bridge	STRING aliases bridge
FGSG_00293	FGRAMPH1_01G00787	mapped	alias_bridge	STRING aliases bridge
FGSG_00294	FGRAMPH1_01G00789	mapped	alias_bridge	STRING aliases bridge
FGSG_00295	FGRAMPH1_01G00791	mapped	alias_bridge	STRING aliases bridge
FGSG_00296	FGRAMPH1_01G00793	mapped	alias_bridge	STRING aliases bridge
FGSG_00297	FGRAMPH1_01G00795	mapped	alias_bridge	STRING aliases bridge
FGSG_00298	FGRAMPH1_01G00797	mapped	alias_bridge	STRING aliases bridge
FGSG_00299	FGRAMPH1_01G00801	mapped	alias_bridge	STRING aliases bridge
FGSG_00300	FGRAMPH1_01G00803	mapped	alias_bridge	STRING aliases bridge
FGSG_00301	FGRAMPH1_01G00805	mapped	alias_bridge	STRING aliases bridge
FGSG_00302	FGRAMPH1_01G00807	mapped	alias_bridge	STRING aliases bridge
FGSG_00303	FGRAMPH1_01G00809	mapped	alias_bridge	STRING aliases bridge
FGSG_00304	FGRAMPH1_01G00811	mapped	alias_bridge	STRING aliases bridge
FGSG_00305	FGRAMPH1_01G00813	mapped	alias_bridge	STRING aliases bridge
FGSG_00306	FGRAMPH1_01G00815	mapped	alias_bridge	STRING aliases bridge
FGSG_00307	FGRAMPH1_01G00817	mapped	alias_bridge	STRING aliases bridge
FGSG_00308	FGRAMPH1_01G00821	mapped	alias_bridge	STRING aliases bridge
FGSG_00309	FGRAMPH1_01G00819	mapped	alias_bridge	STRING aliases bridge
FGSG_00310		unmapped	none	no evidence found
FGSG_00311		unmapped	none	no evidence found
FGSG_00312	FGRAMPH1_01G00827	mapped	alias_bridge	STRING aliases bridge
FGSG_00313	FGRAMPH1_01G00829	mapped	alias_bridge	STRING aliases bridge
FGSG_00314	FGRAMPH1_01G00833	mapped	alias_bridge	STRING aliases bridge
FGSG_00315		unmapped	none	no evidence found
FGSG_00316	FGRAMPH1_01G00839	mapped	alias_bridge	STRING aliases bridge
FGSG_00317	FGRAMPH1_01G00841	mapped	alias_bridge	STRING aliases bridge
FGSG_00318	FGRAMPH1_01G00843	mapped	alias_bridge	STRING aliases bridge
FGSG_00319	FGRAMPH1_01G00845	mapped	alias_bridge	STRING aliases bridge
FGSG_00320	FGRAMPH1_01G00847	mapped	alias_bridge	STRING aliases bridge
