gene_id	source_ref_db	source_locus	source_gene	match_type
SPBC146.12.1:pep	PomBase	SPBC146.12	coq6	locus_exact
SPBC146.13c.1:pep	PomBase	SPBC146.13c	myo1	locus_exact
SPBC146.14c.1:pep	PomBase	SPBC146.14c	sec26	locus_exact
SPBC14C8.01c.1:pep	PomBase	SPBC14C8.01c	cut2	locus_exact
SPBC14C8.02.1:pep	PomBase	SPBC14C8.02	tim44	locus_exact
SPBC14C8.06.1:pep	PomBase	SPBC14C8.06	arc1	locus_exact
SPBC14C8.07c.1:pep	PomBase	SPBC14C8.07c	cdc18	locus_exact
SPBC14C8.10.1:pep	PomBase	SPBC14C8.10	mrpl24	locus_exact
SPBC14C8.12.1:pep	PomBase	SPBC14C8.12	rpb8	locus_exact
SPBC14C8.14c.1:pep	PomBase	SPBC14C8.14c	pol5	locus_exact
SPBC14C8.16c.1:pep	PomBase	SPBC14C8.16c	bot1	locus_exact
SPBC14F5.02.1:pep	PomBase	SPBC14F5.02	trs65	locus_exact
SPBC14F5.04c.1:pep	PomBase	SPBC14F5.04c	pgk1	locus_exact
SPBC14F5.05c.1:pep	PomBase	SPBC14F5.05c	sam1	locus_exact
SPBC14F5.06.1:pep	PomBase	SPBC14F5.06	rli1	locus_exact
SPBC14F5.08.1:pep	PomBase	SPBC14F5.08	med7	locus_exact
SPBC1539.01c.1:pep	PomBase	SPBC1539.01c	mrp15	locus_exact
SPBC1539.05.1:pep	PomBase	SPBC1539.05	cog3	locus_exact
SPBC1539.09c.1:pep	PomBase	SPBC1539.09c	trp1	locus_exact
SPBC15C4.03.1:pep	PomBase	SPBC15C4.03	mrs6	locus_exact
SPBC15D4.04.1:pep	PomBase	SPBC15D4.04	gpt2	locus_exact
SPBC15D4.11c.1:pep	PomBase	SPBC15D4.11c	SPBC15D4.11c	locus_exact
SPBC15D4.14.1:pep	PomBase	SPBC15D4.14	taf5l	locus_exact
SPBC1604.05.1:pep	PomBase	SPBC1604.05	pgi1	locus_exact
SPBC1604.06c.1:pep	PomBase	SPBC1604.06c	noc4	locus_exact
SPBC1604.08c.1:pep	PomBase	SPBC1604.08c	imp1	locus_exact
SPBC1604.10.1:pep	PomBase	SPBC1604.10	srb7	locus_exact
SPBC1604.13c.1:pep	PomBase	SPBC1604.13c	mrpl32	locus_exact
SPBC1604.14c.1:pep	PomBase	SPBC1604.14c	shk1	locus_exact
SPBC1604.15.1:pep	PomBase	SPBC1604.15	gpi16	locus_exact
SPBC1604.17c.1:pep	PomBase	SPBC1604.17c	tti2	locus_exact
SPBC1604.21c.1:pep	PomBase	SPBC1604.21c	ptr3	locus_exact
SPBC1677.02.1:pep	PomBase	SPBC1677.02	dpm3	locus_exact
SPBC1677.03c.1:pep	PomBase	SPBC1677.03c	tda1	locus_exact
SPBC1685.03.1:pep	PomBase	SPBC1685.03	sec11	locus_exact
SPBC1685.16.1:pep	PomBase	SPBC1685.16	vma9	locus_exact
SPBC16A3.04.1:pep	PomBase	SPBC16A3.04	rsm25	locus_exact
SPBC16A3.05c.1:pep	PomBase	SPBC16A3.05c	rae1	locus_exact
SPBC16A3.09c.1:pep	PomBase	SPBC16A3.09c	ufd1	locus_exact
SPBC16A3.11.1:pep	PomBase	SPBC16A3.11	eso1	locus_exact
SPBC16A3.15c.1:pep	PomBase	SPBC16A3.15c	nda2	locus_exact
SPBC16C6.07c.1:pep	PomBase	SPBC16C6.07c	rpt1	locus_exact
SPBC16C6.12c.1:pep	PomBase	SPBC16C6.12c	las1	locus_exact
SPBC16C6.13c.1:pep	PomBase	SPBC16C6.13c	sec27	locus_exact
SPBC16D10.04c.1:pep	PomBase	SPBC16D10.04c	dna2	locus_exact
SPBC16D10.09.1:pep	PomBase	SPBC16D10.09	pcn1	locus_exact
SPBC16D10.10.1:pep	PomBase	SPBC16D10.10	tad2	locus_exact
SPBC16E9.05.1:pep	PomBase	SPBC16E9.05	erg6	locus_exact
SPBC16E9.10c.1:pep	PomBase	SPBC16E9.10c	rix7	locus_exact
SPBC16G5.01.1:pep	PomBase	SPBC16G5.01	rpn12	locus_exact
SPBC16G5.04.1:pep	PomBase	SPBC16G5.04	mrpl23	locus_exact
SPBC16G5.08.1:pep	PomBase	SPBC16G5.08	trp4	locus_exact
SPBC16G5.10.1:pep	PomBase	SPBC16G5.10	rrp42	locus_exact
SPBC16G5.12c.1:pep	PomBase	SPBC16G5.12c	top3	locus_exact
SPBC16G5.14c.1:pep	PomBase	SPBC16G5.14c	rps3	locus_exact
SPBC16G5.18.1:pep	PomBase	SPBC16G5.18	erg24	locus_exact
SPBC16H5.02.1:pep	PomBase	SPBC16H5.02	pfk1	locus_exact
SPBC16H5.10c.1:pep	PomBase	SPBC16H5.10c	prp43	locus_exact
SPBC16H5.15.1:pep	PomBase	SPBC16H5.15	SPBC16H5.15	locus_exact
SPBC1703.01c.1:pep	PomBase	SPBC1703.01c	pop4	locus_exact
SPBC1703.02.1:pep	PomBase	SPBC1703.02	rsc9	locus_exact
SPBC1703.05.1:pep	PomBase	SPBC1703.05	rio2	locus_exact
SPBC1703.10.1:pep	PomBase	SPBC1703.10	ypt1	locus_exact
SPBC1709.02c.1:pep	PomBase	SPBC1709.02c	vrs1	locus_exact
SPBC1709.07.1:pep	PomBase	SPBC1709.07	erg27	locus_exact
SPBC1709.08.1:pep	PomBase	SPBC1709.08	cft1	locus_exact
SPBC1709.15c.1:pep	PomBase	SPBC1709.15c	cft2	locus_exact
SPBC1709.17.1:pep	PomBase	SPBC1709.17	met7	locus_exact
SPBC1709.20.1:pep	PomBase	SPBC1709.20	pop8	locus_exact
SPBC1711.07.1:pep	PomBase	SPBC1711.07	rrb1	locus_exact
SPBC1711.10c.1:pep	PomBase	SPBC1711.10c	npl4	locus_exact
SPBC1711.16.1:pep	PomBase	SPBC1711.16	pwp1	locus_exact
SPBC1711.17.1:pep	PomBase	SPBC1711.17	prp16	locus_exact
SPBC1718.04.1:pep	PomBase	SPBC1718.04	sct1	locus_exact
SPBC1718.05.1:pep	PomBase	SPBC1718.05	trs31	locus_exact
SPBC1718.06.1:pep	PomBase	SPBC1718.06	msp1	locus_exact
SPBC1734.01c.1:pep	PomBase	SPBC1734.01c	esf1	locus_exact
SPBC1734.02c.1:pep	PomBase	SPBC1734.02c	cdc27	locus_exact
SPBC1734.03.1:pep	PomBase	SPBC1734.03	fol1	locus_exact
SPBC1734.10c.1:pep	PomBase	SPBC1734.10c	ipa1	locus_exact
SPBC1734.11.1:pep	PomBase	SPBC1734.11	mas5	locus_exact
SPBC1734.14c.1:pep	PomBase	SPBC1734.14c	suc1	locus_exact
SPBC1734.16c.1:pep	PomBase	SPBC1734.16c	pst3	locus_exact
SPBC1773.07c.1:pep	PomBase	SPBC1773.07c	sbp1	locus_exact
SPBC1773.10c.1:pep	PomBase	SPBC1773.10c	nrs1	locus_exact
SPBC1773.11c.1:pep	PomBase	SPBC1773.11c	mug89	locus_exact
SPBC1778.06c.1:pep	PomBase	SPBC1778.06c	fim1	locus_exact
SPBC1778.08c.1:pep	PomBase	SPBC1778.08c	arc3	locus_exact
SPBC17A3.01c.1:pep	PomBase	SPBC17A3.01c	tim50	locus_exact
SPBC17A3.04c.1:pep	PomBase	SPBC17A3.04c	rar1	locus_exact
SPBC17A3.07.1:pep	PomBase	SPBC17A3.07	pgr1	locus_exact
SPBC17D1.01.1:pep	PomBase	SPBC17D1.01	spp41	locus_exact
SPBC17D1.03c.1:pep	PomBase	SPBC17D1.03c	rrp43	locus_exact
SPBC17D1.04.1:pep	PomBase	SPBC17D1.04	acr1	locus_exact
SPBC17D11.05.1:pep	PomBase	SPBC17D11.05	tif32	locus_exact
SPBC17D11.06.1:pep	PomBase	SPBC17D11.06	spp2	locus_exact
SPBC17D11.07c.1:pep	PomBase	SPBC17D11.07c	rpn2	locus_exact
SPBC17F3.02.1:pep	PomBase	SPBC17F3.02	nak1	locus_exact
SPBC17G9.03c.1:pep	PomBase	SPBC17G9.03c	krs1	locus_exact
SPBC17G9.04c.1:pep	PomBase	SPBC17G9.04c	nup85	locus_exact
SPBC17G9.05.1:pep	PomBase	SPBC17G9.05	rct1	locus_exact
SPBC17G9.11c.1:pep	PomBase	SPBC17G9.11c	pyr1	locus_exact
SPBC17G9.13c.1:pep	PomBase	SPBC17G9.13c	SPBC17G9.13c	locus_exact
SPBC1826.01c.1:pep	PomBase	SPBC1826.01c	mot1	locus_exact
SPBC1861.04c.1:pep	PomBase	SPBC1861.04c	prp24	locus_exact
SPBC1861.05.1:pep	PomBase	SPBC1861.05	SPBC1861.05	locus_exact
SPBC1861.08c.1:pep	PomBase	SPBC1861.08c	lea1	locus_exact
SPBC18E5.02c.1:pep	PomBase	SPBC18E5.02c	lcb1	locus_exact
SPBC18E5.03c.1:pep	PomBase	SPBC18E5.03c	sim4	locus_exact
SPBC18E5.06.1:pep	PomBase	SPBC18E5.06	rps21	locus_exact
SPBC18E5.12c.1:pep	PomBase	SPBC18E5.12c	mas2	locus_exact
SPBC18H10.03.1:pep	PomBase	SPBC18H10.03	tif35	locus_exact
SPBC18H10.12c.1:pep	PomBase	SPBC18H10.12c	rpl701	locus_exact
SPBC18H10.14.1:pep	PomBase	SPBC18H10.14	rps1601	locus_exact
SPBC18H10.17c.1:pep	PomBase	SPBC18H10.17c	SPBC18H10.17c	locus_exact
SPBC1921.02.1:pep	PomBase	SPBC1921.02	rad60	locus_exact
SPBC19C2.01.1:pep	PomBase	SPBC19C2.01	cdc28	locus_exact
SPBC19C2.03.1:pep	PomBase	SPBC19C2.03	rpc10	locus_exact
SPBC19C2.05.1:pep	PomBase	SPBC19C2.05	pat1	locus_exact
SPBC19C2.07.1:pep	PomBase	SPBC19C2.07	fba1	locus_exact
SPBC19C2.08.1:pep	PomBase	SPBC19C2.08	prp38	locus_exact
SPBC19C2.11c.1:pep	PomBase	SPBC19C2.11c	mdm34	locus_exact
SPBC19C2.12.1:pep	PomBase	SPBC19C2.12	mrpl51	locus_exact
SPBC19C2.15c.1:pep	PomBase	SPBC19C2.15c	phs1	locus_exact
SPBC19C7.06.1:pep	PomBase	SPBC19C7.06	prs1	locus_exact
SPBC19C7.07c.1:pep	PomBase	SPBC19C7.07c	sen34	locus_exact
SPBC19F5.02c.1:pep	PomBase	SPBC19F5.02c	utp4	locus_exact
SPBC19F5.03.1:pep	PomBase	SPBC19F5.03	sac11	locus_exact
SPBC19F5.04.1:pep	PomBase	SPBC19F5.04	SPBC19F5.04	locus_exact
SPBC19F5.05c.1:pep	PomBase	SPBC19F5.05c	ppp1	locus_exact
SPBC19F8.05.1:pep	PomBase	SPBC19F8.05	SPBC19F8.05	locus_exact
SPBC19F8.07.1:pep	PomBase	SPBC19F8.07	mcs6	locus_exact
SPBC19G7.05c.1:pep	PomBase	SPBC19G7.05c	bgs1	locus_exact
SPBC19G7.13.1:pep	PomBase	SPBC19G7.13	tbf1	locus_exact
SPBC19G7.14c.1:pep	PomBase	SPBC19G7.14c	cog5	locus_exact
SPBC19G7.15.1:pep	PomBase	SPBC19G7.15	nup44	locus_exact
SPBC1A4.01.1:pep	PomBase	SPBC1A4.01	apc10	locus_exact
SPBC1A4.03c.1:pep	PomBase	SPBC1A4.03c	top2	locus_exact
SPBC1A4.06c.1:pep	PomBase	SPBC1A4.06c	tam41	locus_exact
SPBC1A4.07c.1:pep	PomBase	SPBC1A4.07c	sof1	locus_exact
SPBC1A4.08c.1:pep	PomBase	SPBC1A4.08c	cct3	locus_exact
SPBC1A4.10c.1:pep	PomBase	SPBC1A4.10c	med14	locus_exact
SPBC1A4.11c.1:pep	PomBase	SPBC1A4.11c	SPBC1A4.11c	locus_exact
SPBC20F10.01.1:pep	PomBase	SPBC20F10.01	gar1	locus_exact
SPBC20F10.04c.1:pep	PomBase	SPBC20F10.04c	nse4	locus_exact
SPBC20F10.08c.1:pep	PomBase	SPBC20F10.08c	rtp1	locus_exact
SPBC20F10.09.1:pep	PomBase	SPBC20F10.09	lsm5	locus_exact
SPBC21.01.1:pep	PomBase	SPBC21.01	mis17	locus_exact
SPBC21.04.1:pep	PomBase	SPBC21.04	med8	locus_exact
SPBC21.06c.1:pep	PomBase	SPBC21.06c	cdc7	locus_exact
SPBC211.01.1:pep	PomBase	SPBC211.01	rsm10	locus_exact
SPBC211.02c.1:pep	PomBase	SPBC211.02c	cwf3	locus_exact
SPBC211.03c.1:pep	PomBase	SPBC211.03c	gea1	locus_exact
SPBC211.04c.1:pep	PomBase	SPBC211.04c	mcm6	locus_exact
SPBC211.08c.1:pep	PomBase	SPBC211.08c	mtr3	locus_exact
SPBC215.09c.1:pep	PomBase	SPBC215.09c	erg10	locus_exact
SPBC215.12.1:pep	PomBase	SPBC215.12	cwf10	locus_exact
SPBC215.15.1:pep	PomBase	SPBC215.15	sec13	locus_exact
SPBC216.07c.1:pep	PomBase	SPBC216.07c	tor2	locus_exact
SPBC21B10.11.1:pep	PomBase	SPBC21B10.11	dpm2	locus_exact
SPBC21C3.04c.1:pep	PomBase	SPBC21C3.04c	mrx14	locus_exact
SPBC21C3.05.1:pep	PomBase	SPBC21C3.05	sap62	locus_exact
SPBC21C3.10c.1:pep	PomBase	SPBC21C3.10c	rib7	locus_exact
SPBC21D10.05c.1:pep	PomBase	SPBC21D10.05c	ucp3	locus_exact
SPBC21H7.02.1:pep	PomBase	SPBC21H7.02	taf10	locus_exact
SPBC21H7.05.1:pep	PomBase	SPBC21H7.05	sfc6	locus_exact
SPBC23E6.04c.1:pep	PomBase	SPBC23E6.04c	utp10	locus_exact
SPBC23E6.06c.1:pep	PomBase	SPBC23E6.06c	rib3	locus_exact
SPBC23E6.07c.1:pep	PomBase	SPBC23E6.07c	rfc1	locus_exact
SPBC23E6.09.1:pep	PomBase	SPBC23E6.09	ssn6	locus_exact
SPBC23G7.05.1:pep	PomBase	SPBC23G7.05	sui1	locus_exact
SPBC23G7.12c.1:pep	PomBase	SPBC23G7.12c	rpt6	locus_exact
SPBC244.01c.1:pep	PomBase	SPBC244.01c	sid4	locus_exact
SPBC244.02c.1:pep	PomBase	SPBC244.02c	utp6	locus_exact
SPBC24C6.02.1:pep	PomBase	SPBC24C6.02	spb4	locus_exact
SPBC24C6.03.1:pep	PomBase	SPBC24C6.03	SPBC24C6.03	locus_exact
SPBC24C6.07.1:pep	PomBase	SPBC24C6.07	cdc14	locus_exact
SPBC25B2.05.1:pep	PomBase	SPBC25B2.05	mis3	locus_exact
SPBC25B2.09c.1:pep	PomBase	SPBC25B2.09c	mrs1	locus_exact
SPBC25D12.03c.1:pep	PomBase	SPBC25D12.03c	mcm7	locus_exact
SPBC25D12.04.1:pep	PomBase	SPBC25D12.04	suc22	locus_exact
SPBC25H2.02.1:pep	PomBase	SPBC25H2.02	trs1	locus_exact
SPBC25H2.04c.1:pep	PomBase	SPBC25H2.04c	tim22	locus_exact
SPBC25H2.06c.1:pep	PomBase	SPBC25H2.06c	hrf1	locus_exact
SPBC25H2.07.1:pep	PomBase	SPBC25H2.07	tif11	locus_exact
SPBC25H2.12c.1:pep	PomBase	SPBC25H2.12c	cct7	locus_exact
SPBC25H2.13c.1:pep	PomBase	SPBC25H2.13c	cdc20	locus_exact
SPBC26H8.02c.1:pep	PomBase	SPBC26H8.02c	sec9	locus_exact
SPBC26H8.06.1:pep	PomBase	SPBC26H8.06	grx4	locus_exact
SPBC26H8.07c.1:pep	PomBase	SPBC26H8.07c	nda3	locus_exact
SPBC26H8.10.1:pep	PomBase	SPBC26H8.10	dis3	locus_exact
SPBC27.01c.1:pep	PomBase	SPBC27.01c	pga2	locus_exact
SPBC27B12.01c.1:pep	PomBase	SPBC27B12.01c	mmm1	locus_exact
SPBC27B12.02.1:pep	PomBase	SPBC27B12.02	mis19	locus_exact
SPBC27B12.06.1:pep	PomBase	SPBC27B12.06	gpi13	locus_exact
SPBC27B12.12c.1:pep	PomBase	SPBC27B12.12c	SPBC27B12.12c	locus_exact
SPBC27B12.13.1:pep	PomBase	SPBC27B12.13	tom40	locus_exact
SPBC28E12.01c.1:pep	PomBase	SPBC28E12.01c	apc13	locus_exact
SPBC28E12.05.1:pep	PomBase	SPBC28E12.05	esf2	locus_exact
SPBC28F2.04c.1:pep	PomBase	SPBC28F2.04c	cwf7	locus_exact
SPBC28F2.06c.1:pep	PomBase	SPBC28F2.06c	mdm12	locus_exact
SPBC28F2.09.1:pep	PomBase	SPBC28F2.09	toa1	locus_exact
SPBC28F2.12.1:pep	PomBase	SPBC28F2.12	rpb1	locus_exact
SPBC29A10.04.1:pep	PomBase	SPBC29A10.04	psm1	locus_exact
SPBC29A10.15.1:pep	PomBase	SPBC29A10.15	orc1	locus_exact
SPBC29A3.04.1:pep	PomBase	SPBC29A3.04	rpl8	locus_exact
SPBC29A3.06.1:pep	PomBase	SPBC29A3.06	utp18	locus_exact
SPBC29A3.15c.1:pep	PomBase	SPBC29A3.15c	rsm23	locus_exact
SPBC29A3.16.1:pep	PomBase	SPBC29A3.16	rrs1	locus_exact
SPBC2A9.06c.1:pep	PomBase	SPBC2A9.06c	nus1	locus_exact
SPBC2A9.08c.1:pep	PomBase	SPBC2A9.08c	sec22	locus_exact
SPBC2A9.09.1:pep	PomBase	SPBC2A9.09	plp2	locus_exact
SPBC2A9.10.1:pep	PomBase	SPBC2A9.10	SPBC2A9.10	locus_exact
SPBC2A9.12.1:pep	PomBase	SPBC2A9.12	orc6	locus_exact
SPBC2D10.08c.1:pep	PomBase	SPBC2D10.08c	SPBC2D10.08c	locus_exact
SPBC2D10.11c.1:pep	PomBase	SPBC2D10.11c	nap2	locus_exact
SPBC2D10.18.1:pep	PomBase	SPBC2D10.18	abc1	locus_exact
SPBC2F12.02c.1:pep	PomBase	SPBC2F12.02c	mrpl7	locus_exact
SPBC2F12.08c.1:pep	PomBase	SPBC2F12.08c	ceg1	locus_exact
SPBC2F12.10.1:pep	PomBase	SPBC2F12.10	SPBC2F12.10	locus_exact
SPBC2F12.14c.1:pep	PomBase	SPBC2F12.14c	gua1	locus_exact
SPBC2G2.04c.1:pep	PomBase	SPBC2G2.04c	mmf1	locus_exact
SPBC2G2.11.1:pep	PomBase	SPBC2G2.11	myr1	locus_exact
SPBC2G2.12.1:pep	PomBase	SPBC2G2.12	hrs1	locus_exact
SPBC2G2.16.1:pep	PomBase	SPBC2G2.16	mpi1	locus_exact
SPBC2G5.05.1:pep	PomBase	SPBC2G5.05	SPBC2G5.05	locus_exact
SPBC2G5.06c.1:pep	PomBase	SPBC2G5.06c	hmt2	locus_exact
SPBC2G5.07c.1:pep	PomBase	SPBC2G5.07c	rpc25	locus_exact
SPBC30B4.05.1:pep	PomBase	SPBC30B4.05	kap109	locus_exact
SPBC30B4.07c.1:pep	PomBase	SPBC30B4.07c	tfb4	locus_exact
SPBC30D10.02.1:pep	PomBase	SPBC30D10.02	ncb2	locus_exact
SPBC30D10.06.1:pep	PomBase	SPBC30D10.06	lsm4	locus_exact
SPBC30D10.07c.1:pep	PomBase	SPBC30D10.07c	bpl1	locus_exact
SPBC30D10.08.1:pep	PomBase	SPBC30D10.08	mgm101	locus_exact
SPBC30D10.11.1:pep	PomBase	SPBC30D10.11	gpi1	locus_exact
SPBC30D10.12c.1:pep	PomBase	SPBC30D10.12c	rsm27	locus_exact
SPBC30D10.15.1:pep	PomBase	SPBC30D10.15	SPBC30D10.15	locus_exact
SPBC30D10.17c.1:pep	PomBase	SPBC30D10.17c	smi1	locus_exact
SPBC31E1.03.1:pep	PomBase	SPBC31E1.03	hub1	locus_exact
SPBC31E1.04.1:pep	PomBase	SPBC31E1.04	pep12	locus_exact
SPBC31E1.05.1:pep	PomBase	SPBC31E1.05	gle1	locus_exact
SPBC31E1.06.1:pep	PomBase	SPBC31E1.06	bms1	locus_exact
SPBC31F10.04c.1:pep	PomBase	SPBC31F10.04c	srb4	locus_exact
SPBC31F10.06c.1:pep	PomBase	SPBC31F10.06c	sar1	locus_exact
SPBC31F10.11c.1:pep	PomBase	SPBC31F10.11c	cwf4	locus_exact
SPBC32C12.02.1:pep	PomBase	SPBC32C12.02	ste11	locus_exact
SPBC32F12.01c.1:pep	PomBase	SPBC32F12.01c	css1	locus_exact
SPBC32F12.04.1:pep	PomBase	SPBC32F12.04	gtb1	locus_exact
SPBC32F12.06.1:pep	PomBase	SPBC32F12.06	pch1	locus_exact
SPBC32F12.10.1:pep	PomBase	SPBC32F12.10	SPBC32F12.10	locus_exact
SPBC32H8.04c.1:pep	PomBase	SPBC32H8.04c	utp24	locus_exact
SPBC32H8.10.1:pep	PomBase	SPBC32H8.10	cdk9	locus_exact
SPBC32H8.12c.1:pep	PomBase	SPBC32H8.12c	act1	locus_exact
SPBC336.02.1:pep	PomBase	SPBC336.02	cdh1	locus_exact
SPBC336.04.1:pep	PomBase	SPBC336.04	cdc6	locus_exact
SPBC336.07.1:pep	PomBase	SPBC336.07	sfc3	locus_exact
SPBC336.08.1:pep	PomBase	SPBC336.08	spc24	locus_exact
SPBC336.09c.1:pep	PomBase	SPBC336.09c	rrn7	locus_exact
SPBC336.11.1:pep	PomBase	SPBC336.11	vps52	locus_exact
SPBC336.12c.1:pep	PomBase	SPBC336.12c	cdc10	locus_exact
SPBC336.15.1:pep	PomBase	SPBC336.15	pic1	locus_exact
SPBC337.05c.1:pep	PomBase	SPBC337.05c	cct8	locus_exact
SPBC337.06c.1:pep	PomBase	SPBC337.06c	cwf15	locus_exact
SPBC337.12.1:pep	PomBase	SPBC337.12	red5	locus_exact
SPBC337.13c.1:pep	PomBase	SPBC337.13c	gtr1	locus_exact
SPBC337.14.1:pep	PomBase	SPBC337.14	rpb4	locus_exact
SPBC337.15c.1:pep	PomBase	SPBC337.15c	coq7	locus_exact
SPBC342.02.1:pep	PomBase	SPBC342.02	qrs1	locus_exact
SPBC354.02c.1:pep	PomBase	SPBC354.02c	sec61	locus_exact
SPBC354.06.1:pep	PomBase	SPBC354.06	mrps16	locus_exact
SPBC359.02.1:pep	PomBase	SPBC359.02	alr2	locus_exact
SPBC36.04.1:pep	PomBase	SPBC36.04	cys11	locus_exact
SPBC36.05c.1:pep	PomBase	SPBC36.05c	clr6	locus_exact
SPBC36.06c.1:pep	PomBase	SPBC36.06c	spo9	locus_exact
SPBC36.08c.1:pep	PomBase	SPBC36.08c	cog2	locus_exact
SPBC36.09.1:pep	PomBase	SPBC36.09	sap61	locus_exact
SPBC36.12c.1:pep	PomBase	SPBC36.12c	git7	locus_exact
SPBC365.05c.1:pep	PomBase	SPBC365.05c	slu7	locus_exact
SPBC365.09c.1:pep	PomBase	SPBC365.09c	kin17	locus_exact
SPBC365.15.1:pep	PomBase	SPBC365.15	alp4	locus_exact
SPBC36B7.07.1:pep	PomBase	SPBC36B7.07	tlg1	locus_exact
SPBC36B7.09.1:pep	PomBase	SPBC36B7.09	gcn2	locus_exact
SPBC3B8.01c.1:pep	PomBase	SPBC3B8.01c	arh1	locus_exact
SPBC3B8.09.1:pep	PomBase	SPBC3B8.09	utp3	locus_exact
SPBC3B8.11.1:pep	PomBase	SPBC3B8.11	rrn6	locus_exact
SPBC3B9.01.1:pep	PomBase	SPBC3B9.01	fes1	locus_exact
SPBC3B9.02c.1:pep	PomBase	SPBC3B9.02c	cwf28	locus_exact
SPBC3B9.03.1:pep	PomBase	SPBC3B9.03	srp101	locus_exact
SPBC3B9.07c.1:pep	PomBase	SPBC3B9.07c	rpa43	locus_exact
SPBC3B9.10.1:pep	PomBase	SPBC3B9.10	vti1	locus_exact
SPBC3B9.12.1:pep	PomBase	SPBC3B9.12	trs23	locus_exact
SPBC3B9.14c.1:pep	PomBase	SPBC3B9.14c	mrpl3	locus_exact
SPBC3B9.16c.1:pep	PomBase	SPBC3B9.16c	nup120	locus_exact
SPBC3B9.17.1:pep	PomBase	SPBC3B9.17	isa2	locus_exact
SPBC3B9.18c.1:pep	PomBase	SPBC3B9.18c	vma7	locus_exact
SPBC3B9.19.1:pep	PomBase	SPBC3B9.19	mge1	locus_exact
SPBC3B9.21.1:pep	PomBase	SPBC3B9.21	dcp1	locus_exact
SPBC3D6.03c.1:pep	PomBase	SPBC3D6.03c	trz2	locus_exact
SPBC3D6.07.1:pep	PomBase	SPBC3D6.07	gpi3	locus_exact
SPBC3D6.11c.1:pep	PomBase	SPBC3D6.11c	slx8	locus_exact
SPBC3D6.12.1:pep	PomBase	SPBC3D6.12	dip2	locus_exact
SPBC3E7.13c.1:pep	PomBase	SPBC3E7.13c	syf2	locus_exact
SPBC3E7.14.1:pep	PomBase	SPBC3E7.14	smf1	locus_exact
SPBC3F6.02c.1:pep	PomBase	SPBC3F6.02c	erg26	locus_exact
SPBC3F6.04c.1:pep	PomBase	SPBC3F6.04c	nop14	locus_exact
SPBC3H7.01.1:pep	PomBase	SPBC3H7.01	spo14	locus_exact
SPBC3H7.03c.1:pep	PomBase	SPBC3H7.03c	kgd1	locus_exact
SPBC3H7.04.1:pep	PomBase	SPBC3H7.04	SPBC3H7.04	locus_exact
SPBC3H7.15.1:pep	PomBase	SPBC3H7.15	hhp1	locus_exact
SPBC4.03c.1:pep	PomBase	SPBC4.03c	sfb3	locus_exact
SPBC4.04c.1:pep	PomBase	SPBC4.04c	mcm2	locus_exact
SPBC4.07c.1:pep	PomBase	SPBC4.07c	rpt2	locus_exact
SPBC409.04c.1:pep	PomBase	SPBC409.04c	mis12	locus_exact
SPBC409.05.1:pep	PomBase	SPBC409.05	skp1	locus_exact
SPBC409.09c.1:pep	PomBase	SPBC409.09c	mis13	locus_exact
SPBC409.12c.1:pep	PomBase	SPBC409.12c	stn1	locus_exact
SPBC409.13.1:pep	PomBase	SPBC409.13	rib4	locus_exact
SPBC409.14c.1:pep	PomBase	SPBC409.14c	mrps17	locus_exact
SPBC409.15.1:pep	PomBase	SPBC409.15	tsr2	locus_exact
SPBC409.21.1:pep	PomBase	SPBC409.21	sec66	locus_exact
SPBC428.01c.1:pep	PomBase	SPBC428.01c	nup107	locus_exact
SPBC428.13c.1:pep	PomBase	SPBC428.13c	mob1	locus_exact
SPBC428.16c.1:pep	PomBase	SPBC428.16c	rhb1	locus_exact
SPBC428.18.1:pep	PomBase	SPBC428.18	cdt1	locus_exact
SPBC428.19c.1:pep	PomBase	SPBC428.19c	utp15	locus_exact
SPBC428.20c.1:pep	PomBase	SPBC428.20c	alp6	locus_exact
SPBC4B4.01c.1:pep	PomBase	SPBC4B4.01c	ptk1	locus_exact
SPBC4B4.05.1:pep	PomBase	SPBC4B4.05	smg1	locus_exact
SPBC4B4.09.1:pep	PomBase	SPBC4B4.09	usp105	locus_exact
SPBC4C3.03.1:pep	PomBase	SPBC4C3.03	thr1	locus_exact
SPBC4C3.05c.1:pep	PomBase	SPBC4C3.05c	nuc1	locus_exact
SPBC4C3.07.1:pep	PomBase	SPBC4C3.07	eif6	locus_exact
SPBC4C3.10c.1:pep	PomBase	SPBC4C3.10c	pre3	locus_exact
SPBC4F6.07c.1:pep	PomBase	SPBC4F6.07c	mak5	locus_exact
SPBC4F6.13c.1:pep	PomBase	SPBC4F6.13c	erb1	locus_exact
SPBC4F6.14.1:pep	PomBase	SPBC4F6.14	nop4	locus_exact
SPBC4F6.17c.1:pep	PomBase	SPBC4F6.17c	hsp78	locus_exact
SPBC4F6.18c.1:pep	PomBase	SPBC4F6.18c	arf1	locus_exact
SPBC530.12c.1:pep	PomBase	SPBC530.12c	pdf1	locus_exact
SPBC530.16.1:pep	PomBase	SPBC530.16	ksh1	locus_exact
SPBC543.04.1:pep	PomBase	SPBC543.04	npr3	locus_exact
SPBC543.06c.1:pep	PomBase	SPBC543.06c	dbp8	locus_exact
SPBC557.03c.1:pep	PomBase	SPBC557.03c	pim1	locus_exact
SPBC56F2.07c.1:pep	PomBase	SPBC56F2.07c	SPBC56F2.07c	locus_exact
